Orthogroup	s288c	W29	DMKU3-1042
OG0000057	"sp|Q08742|RDL2_YEAST, sp|Q12305|RDL1_YEAST"	"tr|A0A1H6PRZ9|A0A1H6PRZ9_YARLL, tr|A0A1H6PY68|A0A1H6PY68_YARLL"	"tr|W0T3F3|W0T3F3_KLUMD, tr|W0T550|W0T550_KLUMD"
OG0000058	"sp|P05986|KAPC_YEAST, sp|P06244|KAPA_YEAST, sp|P06245|KAPB_YEAST"	tr|C3W7W0|C3W7W0_YARLL	"tr|W0T845|W0T845_KLUMD, tr|W0TBA0|W0TBA0_KLUMD"
OG0000059	"sp|P15790|CSK21_YEAST, sp|P19454|CSK22_YEAST"	"tr|A0A1H6PHE0|A0A1H6PHE0_YARLL, tr|A0A1H6Q8A6|A0A1H6Q8A6_YARLL"	"tr|W0T7F4|W0T7F4_KLUMD, tr|W0T7F6|W0T7F6_KLUMD"
OG0000060	"sp|P38696|ARP1_YEAST, sp|P60010|ACT_YEAST"	"tr|A0A1H6Q195|A0A1H6Q195_YARLL, tr|A0A1H6QCT3|A0A1H6QCT3_YARLL"	"tr|W0T5P2|W0T5P2_KLUMD, tr|W0TIE1|W0TIE1_KLUMD"
OG0000061	sp|P27614|CBPS_YEAST	"tr|A0A1D8NNT8|A0A1D8NNT8_YARLL, tr|A0A1D8NPX6|A0A1D8NPX6_YARLL"	"tr|W0TCH0|W0TCH0_KLUMD, tr|W0TF42|W0TF42_KLUMD, tr|W0TGL9|W0TGL9_KLUMD"
OG0000062	sp|P38866|FMO1_YEAST	"tr|A0A1D8NFJ9|A0A1D8NFJ9_YARLL, tr|A0A1D8NFT4|A0A1D8NFT4_YARLL"	"tr|W0T5I5|W0T5I5_KLUMD, tr|W0T967|W0T967_KLUMD, tr|W0TB68|W0TB68_KLUMD"
OG0000063	"sp|P32906|MNS1_YEAST, sp|Q12205|MNL2_YEAST"	"tr|A0A1D8NF02|A0A1D8NF02_YARLL, tr|A0A1D8NFE3|A0A1D8NFE3_YARLL"	"tr|W0T9J2|W0T9J2_KLUMD, tr|W0TBX8|W0TBX8_KLUMD"
OG0000064	sp|Q04458|HFD1_YEAST	"tr|A0A0A1GL30|A0A0A1GL30_YARLL, tr|A0A0A1GNA6|A0A0A1GNA6_YARLL, tr|A0A0A1GQ03|A0A0A1GQ03_YARLL, tr|A0A1D8NPR2|A0A1D8NPR2_YARLL"	tr|W0T710|W0T710_KLUMD
OG0000065	"sp|P19073|CDC42_YEAST, sp|P53879|RHO5_YEAST"	"tr|A0A1D8N823|A0A1D8N823_YARLL, tr|Q9P8X2|Q9P8X2_YARLL"	"tr|W0TAS1|W0TAS1_KLUMD, tr|W0TD78|W0TD78_KLUMD"
OG0000066	"sp|P47771|ALDH2_YEAST, sp|P54114|ALDH3_YEAST"	"tr|A0A1D8NDP7|A0A1D8NDP7_YARLL, tr|A0A1D8NLZ9|A0A1D8NLZ9_YARLL"	"tr|W0T6S7|W0T6S7_KLUMD, tr|W0T8I5|W0T8I5_KLUMD"
OG0000067	"sp|P38770|BRL1_YEAST, sp|P53062|BRR6_YEAST"	"tr|A0A1D8N8M7|A0A1D8N8M7_YARLL, tr|A0A1D8NKD6|A0A1D8NKD6_YARLL"	"tr|W0T8H1|W0T8H1_KLUMD, tr|W0TF12|W0TF12_KLUMD"
OG0000068	"sp|P53832|WSC2_YEAST, sp|P54867|SLG1_YEAST, sp|Q12215|WSC3_YEAST"	tr|A0A1D8N531|A0A1D8N531_YARLL	"tr|W0TBN8|W0TBN8_KLUMD, tr|W0TIC8|W0TIC8_KLUMD"
OG0000069	"sp|P25376|AGP1_YEAST, sp|P38084|BAP2_YEAST, sp|P41815|BAP3_YEAST, sp|P48813|GNP1_YEAST"		"tr|W0T3S0|W0T3S0_KLUMD, tr|W0T933|W0T933_KLUMD"
OG0000070	"sp|P00729|CBPY_YEAST, sp|P38109|YBY9_YEAST"	"tr|A0A1D8N620|A0A1D8N620_YARLL, tr|A0A1H6PWJ2|A0A1H6PWJ2_YARLL"	"tr|W0T5M4|W0T5M4_KLUMD, tr|W0TH45|W0TH45_KLUMD"
OG0000071	"sp|P36110|PRY2_YEAST, sp|P47032|PRY1_YEAST"	"tr|A0A1D8NDD8|A0A1D8NDD8_YARLL, tr|A0A1D8NDS0|A0A1D8NDS0_YARLL"	"tr|W0T597|W0T597_KLUMD, tr|W0T812|W0T812_KLUMD"
OG0000072	"sp|P05316|FUR4_YEAST, sp|P38196|FUI1_YEAST, sp|Q04895|DAL4_YEAST"	tr|A0A1D8NDB9|A0A1D8NDB9_YARLL	"tr|W0T645|W0T645_KLUMD, tr|W0TGK9|W0TGK9_KLUMD"
OG0000073	"sp|P53932|YNJ5_YEAST, sp|P54072|YL152_YEAST, sp|Q99252|ECM3_YEAST"	tr|A0A1D8NCY7|A0A1D8NCY7_YARLL	"tr|W0TCN5|W0TCN5_KLUMD, tr|W0THI2|W0THI2_KLUMD"
OG0000074	sp|Q9ZZX0|AI5B_YEAST	"tr|S5TDZ1|S5TDZ1_YARLL, tr|S5TDZ6|S5TDZ6_YARLL, tr|S5U4T1|S5U4T1_YARLL"	"tr|W0TIU5|W0TIU5_KLUMD, tr|W0TKP5|W0TKP5_KLUMD"
OG0000075	"sp|P10961|HSF_YEAST, sp|P20134|SFL1_YEAST"	"tr|A0A1D8NIC3|A0A1D8NIC3_YARLL, tr|A0A1H6Q5U3|A0A1H6Q5U3_YARLL"	"tr|W0T4D7|W0T4D7_KLUMD, tr|W0T6J4|W0T6J4_KLUMD"
OG0000076	sp|P36032|MCH2_YEAST	"tr|A0A1D8NLB0|A0A1D8NLB0_YARLL, tr|A0A1D8NPZ2|A0A1D8NPZ2_YARLL"	"tr|W0T2W0|W0T2W0_KLUMD, tr|W0T857|W0T857_KLUMD, tr|W0TFB8|W0TFB8_KLUMD"
OG0000077	sp|P25346|GIT1_YEAST	"tr|A0A1D8NBH6|A0A1D8NBH6_YARLL, tr|A0A1D8NBJ1|A0A1D8NBJ1_YARLL, tr|A0A1D8NDT2|A0A1D8NDT2_YARLL"	"tr|W0T8L7|W0T8L7_KLUMD, tr|W0TAS8|W0TAS8_KLUMD"
OG0000078	"sp|P32319|VPS10_YEAST, sp|P40438|VTH1_YEAST, sp|P40890|VTH2_YEAST, sp|P53751|YN94_YEAST"	tr|A0A1D8NH72|A0A1D8NH72_YARLL	tr|W0T614|W0T614_KLUMD
OG0000079	"sp|P13090|ATR1_YEAST, sp|Q03263|YM8M_YEAST, sp|Q08902|YO378_YEAST"	"tr|A0A1D8NCA5|A0A1D8NCA5_YARLL, tr|A0A1D8NMG3|A0A1D8NMG3_YARLL"	tr|W0T477|W0T477_KLUMD
OG0000080	"sp|P37298|DHSD_YEAST, sp|Q06236|SHH4_YEAST, sp|Q08749|TIM18_YEAST"	tr|A0A1D8N4T2|A0A1D8N4T2_YARLL	"tr|W0TDY6|W0TDY6_KLUMD, tr|W0TGF8|W0TGF8_KLUMD"
OG0000081	sp|Q06705|CSR1_YEAST	"tr|A0A1D8N9R6|A0A1D8N9R6_YARLL, tr|A0A1D8NBL2|A0A1D8NBL2_YARLL, tr|A0A1D8NKC0|A0A1D8NKC0_YARLL, tr|A0A1H6PPX5|A0A1H6PPX5_YARLL"	tr|W0TE62|W0TE62_KLUMD
OG0000082	"sp|Q12074|SPEE_YEAST, sp|Q12455|SPSY_YEAST"	"tr|A0A1D8NL19|A0A1D8NL19_YARLL, tr|A0A1H6Q510|A0A1H6Q510_YARLL"	"tr|W0TDN1|W0TDN1_KLUMD, tr|W0TGU4|W0TGU4_KLUMD"
OG0000083	"sp|P38069|MNN2_YEAST, sp|P46982|MNN5_YEAST"	tr|A0A1H6Q7Z2|A0A1H6Q7Z2_YARLL	"tr|W0TDK0|W0TDK0_KLUMD, tr|W0TEQ8|W0TEQ8_KLUMD, tr|W0TIW6|W0TIW6_KLUMD"
OG0000084	"sp|P25613|ADY2_YEAST, sp|P32907|ATO2_YEAST"	tr|A0A1D8NCF5|A0A1D8NCF5_YARLL	"tr|W0T4E2|W0T4E2_KLUMD, tr|W0T4M1|W0T4M1_KLUMD, tr|W0TGX8|W0TGX8_KLUMD"
OG0000085	"sp|P38631|FKS1_YEAST, sp|P40989|FKS2_YEAST, sp|Q04952|FKS3_YEAST"	tr|A0A1D8NJC4|A0A1D8NJC4_YARLL	"tr|W0TDH9|W0TDH9_KLUMD, tr|W0THG6|W0THG6_KLUMD"
OG0000086	"sp|P25632|RSC6_YEAST, sp|P53628|SNF12_YEAST, sp|Q05024|TRI1_YEAST, sp|Q08747|UAF30_YEAST"	tr|A0A1H6PU75|A0A1H6PU75_YARLL	tr|W0T8P4|W0T8P4_KLUMD
OG0000087		"tr|A0A1D8N6J0|A0A1D8N6J0_YARLL, tr|A0A1D8NL12|A0A1D8NL12_YARLL, tr|A0A1D8NP52|A0A1D8NP52_YARLL, tr|A0A1H6PNC9|A0A1H6PNC9_YARLL, tr|A0A1H6Q5X7|A0A1H6Q5X7_YARLL"	tr|W0TJN4|W0TJN4_KLUMD
OG0000088	"sp|P22217|TRX1_YEAST, sp|P22803|TRX2_YEAST, sp|P25372|TRX3_YEAST"	tr|A0A1D8NLH6|A0A1D8NLH6_YARLL	"tr|W0T7A9|W0T7A9_KLUMD, tr|W0TE88|W0TE88_KLUMD"
OG0000089	"sp|P40474|QDR2_YEAST, sp|P40475|QDR1_YEAST, sp|P53943|AQR1_YEAST"	tr|A0A1D8NLV0|A0A1D8NLV0_YARLL	"tr|W0TGJ9|W0TGJ9_KLUMD, tr|W0TI42|W0TI42_KLUMD"
OG0000090	"sp|P32867|SSO1_YEAST, sp|P39926|SSO2_YEAST"	"tr|A0A1D8N7D7|A0A1D8N7D7_YARLL, tr|A0A1D8NG94|A0A1D8NG94_YARLL, tr|A0A1D8NJL6|A0A1D8NJL6_YARLL"	tr|W0TGW5|W0TGW5_KLUMD
OG0000091	"sp|P22082|SNF2_YEAST, sp|P32597|STH1_YEAST"	"tr|A0A1D8N973|A0A1D8N973_YARLL, tr|A0A1D8NFV8|A0A1D8NFV8_YARLL"	"tr|W0TER7|W0TER7_KLUMD, tr|W0TFS0|W0TFS0_KLUMD"
OG0000092	"sp|P13587|ATN1_YEAST, sp|Q01896|ATN2_YEAST, sp|Q12691|ATN5_YEAST"	"tr|A0A1D8N3A9|A0A1D8N3A9_YARLL, tr|A0A1D8NJ35|A0A1D8NJ35_YARLL"	tr|W0TBM6|W0TBM6_KLUMD
OG0000093	"sp|P36017|VPS21_YEAST, sp|P38146|YPT10_YEAST"	"tr|A0A1D8NDJ4|A0A1D8NDJ4_YARLL, tr|A0A1D8NQ56|A0A1D8NQ56_YARLL"	"tr|W0TB94|W0TB94_KLUMD, tr|W0THH7|W0THH7_KLUMD"
OG0000094	sp|P53086|KIP3_YEAST	"tr|A0A1D8N4I3|A0A1D8N4I3_YARLL, tr|A0A1D8NDN8|A0A1D8NDN8_YARLL, tr|A0A1D8NFZ4|A0A1D8NFZ4_YARLL, tr|A0A1D8NHH8|A0A1D8NHH8_YARLL"	tr|W0TB28|W0TB28_KLUMD
OG0000095	sp|P40445|YIQ6_YEAST	"tr|A0A1D8N855|A0A1D8N855_YARLL, tr|A0A1D8N8N7|A0A1D8N8N7_YARLL, tr|A0A1D8N917|A0A1D8N917_YARLL, tr|A0A1D8NCM5|A0A1D8NCM5_YARLL"	tr|W0T543|W0T543_KLUMD
OG0000096	"sp|P38845|CRP1_YEAST, sp|P53885|MDG1_YEAST"	"tr|A0A1D8NE75|A0A1D8NE75_YARLL, tr|A0A1D8NLZ4|A0A1D8NLZ4_YARLL, tr|A0A1D8NM55|A0A1D8NM55_YARLL"	tr|W0T6F5|W0T6F5_KLUMD
OG0000097	"sp|P0CD99|MPH2_YEAST, sp|P0CE00|MPH3_YEAST, sp|P38156|MAL31_YEAST, sp|P53048|MAL11_YEAST"	"tr|A0A1D8N4R0|A0A1D8N4R0_YARLL, tr|A0A1D8N5S6|A0A1D8N5S6_YARLL"	
OG0000098	sp|P38124|FLR1_YEAST	"tr|A0A1D8N9N0|A0A1D8N9N0_YARLL, tr|A0A1D8NA32|A0A1D8NA32_YARLL, tr|A0A1D8NPY7|A0A1D8NPY7_YARLL, tr|A0A1H6PJN1|A0A1H6PJN1_YARLL, tr|A0A1H6PW28|A0A1H6PW28_YARLL"	
OG0000099	"sp|P25594|VBA3_YEAST, sp|P33335|SGE1_YEAST, sp|P36172|VBA5_YEAST, sp|P50080|AZR1_YEAST"	"tr|A0A1D8NFV2|A0A1D8NFV2_YARLL, tr|A0A1D8NQA6|A0A1D8NQA6_YARLL"	
OG0000100	"sp|P0CI67|YHU3_YEAST, sp|P32768|FLO1_YEAST, sp|P36170|FLO10_YEAST, sp|P38894|FLO5_YEAST, sp|P39712|FLO9_YEAST, sp|Q6B2U8|TDA8_YEAST"		
OG0000101	sp|P18238|ADT3_YEAST	"tr|A0A1D8NP99|A0A1D8NP99_YARLL, tr|Q8J0M2|Q8J0M2_YARLL, tr|Q9P8M1|Q9P8M1_YARLL"	tr|W0TEY4|W0TEY4_KLUMD
OG0000102	"sp|P05738|RL9A_YEAST, sp|P51401|RL9B_YEAST"	tr|A0A1D8NKG1|A0A1D8NKG1_YARLL	"tr|W0TFJ9|W0TFJ9_KLUMD, tr|W0TGC2|W0TGC2_KLUMD"
OG0000103	"sp|P38331|YB92_YEAST, sp|P53144|YGK1_YEAST"	"tr|A0A1D8N833|A0A1D8N833_YARLL, tr|A0A1D8NGH8|A0A1D8NGH8_YARLL"	tr|W0T5H6|W0T5H6_KLUMD
OG0000104	"sp|P06208|LEU1_YEAST, sp|Q12166|LEU9_YEAST"	tr|A0A1D8N6V3|A0A1D8N6V3_YARLL	"tr|W0TD08|W0TD08_KLUMD, tr|W0TE03|W0TE03_KLUMD"
OG0000105	"sp|P25567|SRO9_YEAST, sp|Q12034|SLF1_YEAST"	tr|A0A1D8NAD6|A0A1D8NAD6_YARLL	"tr|W0T4C5|W0T4C5_KLUMD, tr|W0TB36|W0TB36_KLUMD"
OG0000106	sp|P38358|VBA2_YEAST	tr|A0A1D8NIW9|A0A1D8NIW9_YARLL	"tr|W0TAP3|W0TAP3_KLUMD, tr|W0TCQ2|W0TCQ2_KLUMD, tr|W0TGE9|W0TGE9_KLUMD"
OG0000107	sp|P0CE41|HAP1_YEAST	"tr|A0A1D8NNW6|A0A1D8NNW6_YARLL, tr|A0A1H6PVR5|A0A1H6PVR5_YARLL"	"tr|W0TC13|W0TC13_KLUMD, tr|W0TC18|W0TC18_KLUMD"
OG0000108	sp|P32901|PTR2_YEAST	tr|A0A1D8NFB7|A0A1D8NFB7_YARLL	"tr|W0TFT5|W0TFT5_KLUMD, tr|W0THD8|W0THD8_KLUMD, tr|W0TJ94|W0TJ94_KLUMD"
OG0000109	"sp|P48570|HOSC_YEAST, sp|Q12122|HOSM_YEAST"	tr|A0A1D8NQN2|A0A1D8NQN2_YARLL	"tr|W0T5S6|W0T5S6_KLUMD, tr|W0TI30|W0TI30_KLUMD"
OG0000110	"sp|P0C0W1|RS22A_YEAST, sp|Q3E7Y3|RS22B_YEAST"	"tr|A0A1D8NDC6|A0A1D8NDC6_YARLL, tr|A0A1H6Q0Q0|A0A1H6Q0Q0_YARLL"	tr|W0TDN9|W0TDN9_KLUMD
OG0000111	"sp|P14681|KSS1_YEAST, sp|P16892|FUS3_YEAST"	tr|A0A1D8NJN9|A0A1D8NJN9_YARLL	"tr|W0T8T0|W0T8T0_KLUMD, tr|W0TCW1|W0TCW1_KLUMD"
OG0000112	sp|P32891|DLD1_YEAST	tr|A0A1H6Q4T4|A0A1H6Q4T4_YARLL	"tr|W0T640|W0T640_KLUMD, tr|W0TAD9|W0TAD9_KLUMD, tr|W0TC20|W0TC20_KLUMD"
OG0000113	"sp|P21954|IDHP_YEAST, sp|P41939|IDHC_YEAST"	tr|A0A1D8NLW5|A0A1D8NLW5_YARLL	"tr|W0TBI1|W0TBI1_KLUMD, tr|W0TEG4|W0TEG4_KLUMD"
OG0000114	"sp|P53891|YNQ5_YEAST, sp|P54005|DIA1_YEAST, sp|Q08909|YO385_YEAST"	tr|A0A1D8NQP7|A0A1D8NQP7_YARLL	tr|W0T709|W0T709_KLUMD
OG0000115	"sp|P04817|CAN1_YEAST, sp|P32487|LYP1_YEAST"	tr|A0A1D8N8H5|A0A1D8N8H5_YARLL	"tr|W0T3V7|W0T3V7_KLUMD, tr|W0T6K7|W0T6K7_KLUMD"
OG0000116	"sp|P38344|REI1_YEAST, sp|Q06709|REH1_YEAST"	tr|A0A1D8N742|A0A1D8N742_YARLL	"tr|W0TD32|W0TD32_KLUMD, tr|W0TFU4|W0TFU4_KLUMD"
OG0000117	"sp|P27810|KTR1_YEAST, sp|P38130|KTR3_YEAST"	tr|A0A1H6PTW8|A0A1H6PTW8_YARLL	"tr|W0T6F3|W0T6F3_KLUMD, tr|W0TI79|W0TI79_KLUMD"
OG0000118	"sp|P35210|SPT23_YEAST, sp|P40578|MGA2_YEAST"	"tr|A0A1D8N3V4|A0A1D8N3V4_YARLL, tr|A0A1D8N7H8|A0A1D8N7H8_YARLL"	tr|W0TDL4|W0TDL4_KLUMD
OG0000119	"sp|Q03419|IZH1_YEAST, sp|Q12442|IZH2_YEAST"	tr|A0A1H6QCH4|A0A1H6QCH4_YARLL	"tr|W0TH24|W0TH24_KLUMD, tr|W0THM7|W0THM7_KLUMD"
OG0000120	"sp|Q08913|FEX1_YEAST, sp|Q08991|FEX2_YEAST"	"tr|A0A1H6PWQ8|A0A1H6PWQ8_YARLL, tr|A0A1H6Q2Y2|A0A1H6Q2Y2_YARLL"	tr|W0TFM3|W0TFM3_KLUMD
OG0000121	sp|Q02933|RNY1_YEAST	"tr|A0A1D8NCI1|A0A1D8NCI1_YARLL, tr|A0A1D8NQ13|A0A1D8NQ13_YARLL"	"tr|W0T887|W0T887_KLUMD, tr|W0TAZ7|W0TAZ7_KLUMD"
OG0000122	"sp|P43544|SNO3_YEAST, sp|P53823|SNO2_YEAST, sp|Q03144|SNO1_YEAST"	tr|A0A1D8NJA6|A0A1D8NJA6_YARLL	tr|W0TB33|W0TB33_KLUMD
OG0000123	"sp|P31379|LDS1_YEAST, sp|Q08219|RRT8_YEAST"	tr|A0A1D8NBY4|A0A1D8NBY4_YARLL	"tr|W0T484|W0T484_KLUMD, tr|W0T7R4|W0T7R4_KLUMD"
OG0000124	"sp|P81451|ATP19_YEAST, sp|Q3E824|YO020_YEAST"	tr|A0A1D8N7G6|A0A1D8N7G6_YARLL	"tr|W0TEE5|W0TEE5_KLUMD, tr|W0TFI9|W0TFI9_KLUMD"
OG0000125		"tr|A0A1D8N911|A0A1D8N911_YARLL, tr|A0A1D8NHB0|A0A1D8NHB0_YARLL, tr|A0A1D8NHY9|A0A1D8NHY9_YARLL"	"tr|W0TFW1|W0TFW1_KLUMD, tr|W0THU8|W0THU8_KLUMD"
OG0000126	sp|Q03690|CLU_YEAST	"tr|A0A1D8N5S5|A0A1D8N5S5_YARLL, tr|A0A1D8N8E0|A0A1D8N8E0_YARLL, tr|A0A1D8NGJ5|A0A1D8NGJ5_YARLL"	tr|W0TDZ5|W0TDZ5_KLUMD
OG0000127	"sp|Q08268|MCH4_YEAST, sp|Q08777|MCH5_YEAST"	tr|A0A1H6Q428|A0A1H6Q428_YARLL	"tr|W0T9L2|W0T9L2_KLUMD, tr|W0TGK2|W0TGK2_KLUMD"
OG0000128	"sp|P25358|ELO2_YEAST, sp|P40319|ELO3_YEAST"	tr|A0A1D8N8J7|A0A1D8N8J7_YARLL	"tr|W0T4N5|W0T4N5_KLUMD, tr|W0TBZ3|W0TBZ3_KLUMD"
OG0000129	"sp|P42883|THI12_YEAST, sp|P43534|THI5_YEAST, sp|P47183|THI11_YEAST, sp|Q07748|THI13_YEAST"		tr|W0TAG6|W0TAG6_KLUMD
OG0000130	"sp|P32331|YMC1_YEAST, sp|P38087|YMC2_YEAST"	tr|A0A1D8NIU5|A0A1D8NIU5_YARLL	"tr|W0T8Z9|W0T8Z9_KLUMD, tr|W0TG66|W0TG66_KLUMD"
OG0000131	sp|P33338|SLA2_YEAST	tr|A0A1D8NA10|A0A1D8NA10_YARLL	"tr|W0T2J7|W0T2J7_KLUMD, tr|W0T3Z0|W0T3Z0_KLUMD, tr|W0T8G1|W0T8G1_KLUMD"
OG0000132	"sp|P32854|PEP12_YEAST, sp|Q12241|VAM3_YEAST"	tr|A0A1D8NI35|A0A1D8NI35_YARLL	"tr|W0T6B0|W0T6B0_KLUMD, tr|W0TI87|W0TI87_KLUMD"
OG0000133	sp|Q03973|HMO1_YEAST	"tr|A0A1D8N5Z3|A0A1D8N5Z3_YARLL, tr|A0A1D8NCJ5|A0A1D8NCJ5_YARLL, tr|A0A1D8NNZ3|A0A1D8NNZ3_YARLL"	tr|W0TCP7|W0TCP7_KLUMD
OG0000134	"sp|P05744|RL33A_YEAST, sp|P41056|RL33B_YEAST"	"tr|A0A1D8NKV7|A0A1D8NKV7_YARLL, tr|A0A1H6PSZ2|A0A1H6PSZ2_YARLL"	tr|W0T8U8|W0T8U8_KLUMD
OG0000135	sp|P09440|C1TM_YEAST	"tr|A0A1D8NQM3|A0A1D8NQM3_YARLL, tr|Q9HFV0|Q9HFV0_YARLL"	"tr|W0TE99|W0TE99_KLUMD, tr|W0TEY9|W0TEY9_KLUMD"
OG0000136	"sp|P40169|YNT4_YEAST, sp|Q07651|FMP45_YEAST"	tr|A0A1D8NN49|A0A1D8NN49_YARLL	"tr|W0T9D5|W0T9D5_KLUMD, tr|W0TB13|W0TB13_KLUMD"
OG0000137		"tr|A0A1D8NGI1|A0A1D8NGI1_YARLL, tr|A0A1D8NKX0|A0A1D8NKX0_YARLL, tr|A0A1D8NLA2|A0A1D8NLA2_YARLL, tr|A0A1D8NPZ9|A0A1D8NPZ9_YARLL"	tr|W0T8S0|W0T8S0_KLUMD
OG0000138	"sp|P10870|SNF3_YEAST, sp|Q12300|RGT2_YEAST"	"tr|A0A1D8NA94|A0A1D8NA94_YARLL, tr|A0A1H6PU54|A0A1H6PU54_YARLL"	tr|W0TFH8|W0TFH8_KLUMD
OG0000139	"sp|P32468|CDC12_YEAST, sp|P41901|SPR3_YEAST"	tr|A0A1H6PU67|A0A1H6PU67_YARLL	"tr|W0T5I8|W0T5I8_KLUMD, tr|W0TC07|W0TC07_KLUMD"
OG0000140	"sp|Q06490|THI22_YEAST, sp|Q08224|THI20_YEAST, sp|Q08975|THI21_YEAST"	tr|A0A1H6Q640|A0A1H6Q640_YARLL	tr|W0T6V5|W0T6V5_KLUMD
OG0000141	"sp|P33420|NIP80_YEAST, sp|P53904|TBCB_YEAST"	tr|A0A1D8NQA0|A0A1D8NQA0_YARLL	"tr|W0T4P3|W0T4P3_KLUMD, tr|W0T815|W0T815_KLUMD"
OG0000142	"sp|P02293|H2B1_YEAST, sp|P02294|H2B2_YEAST"	tr|A0A1H6PZX9|A0A1H6PZX9_YARLL	"tr|W0T4T1|W0T4T1_KLUMD, tr|W0TH25|W0TH25_KLUMD"
OG0000143	"sp|Q04053|SNX41_YEAST, sp|Q07528|ATG20_YEAST"	tr|A0A1D8NDN7|A0A1D8NDN7_YARLL	"tr|W0TEU0|W0TEU0_KLUMD, tr|W0TJS8|W0TJS8_KLUMD"
OG0000144	"sp|P53252|PIL1_YEAST, sp|Q12230|LSP1_YEAST"	tr|A0A1H6PIX6|A0A1H6PIX6_YARLL	"tr|W0T7P1|W0T7P1_KLUMD, tr|W0TJJ1|W0TJJ1_KLUMD"
OG0000145	sp|P40088|FTR1_YEAST	"tr|A0A1D8N3Q2|A0A1D8N3Q2_YARLL, tr|A0A1D8NDH5|A0A1D8NDH5_YARLL, tr|A0A1D8NDL2|A0A1D8NDL2_YARLL"	tr|W0T8G4|W0T8G4_KLUMD
OG0000146	"sp|Q03081|MET31_YEAST, sp|Q12041|MET32_YEAST"	"tr|A0A1D8NLQ8|A0A1D8NLQ8_YARLL, tr|A0A1H6Q092|A0A1H6Q092_YARLL"	tr|W0TDF7|W0TDF7_KLUMD
OG0000147	"sp|Q08912|YO389_YEAST, sp|Q08989|YP277_YEAST, sp|Q08990|YP278_YEAST"	tr|A0A1D8N5Q0|A0A1D8N5Q0_YARLL	tr|W0TFQ4|W0TFQ4_KLUMD
OG0000148	sp|Q12096|GNT1_YEAST	"tr|A0A1D8N884|A0A1D8N884_YARLL, tr|A0A1H6PLT7|A0A1H6PLT7_YARLL"	"tr|W0TAP8|W0TAP8_KLUMD, tr|W0TCN6|W0TCN6_KLUMD"
OG0000149	"sp|P38143|GPX2_YEAST, sp|P40581|GPX3_YEAST"	tr|A0A1D8NGU6|A0A1D8NGU6_YARLL	"tr|W0T4J1|W0T4J1_KLUMD, tr|W0T647|W0T647_KLUMD"
OG0000150	sp|P38867|YHX7_YEAST	"tr|A0A1D8N8F1|A0A1D8N8F1_YARLL, tr|A0A1D8NA57|A0A1D8NA57_YARLL, tr|A0A1H6PXS4|A0A1H6PXS4_YARLL"	tr|W0TE00|W0TE00_KLUMD
OG0000151	"sp|P23900|FPS1_YEAST, sp|P43549|YFF4_YEAST"	"tr|A0A1D8NLE7|A0A1D8NLE7_YARLL, tr|A0A1H6PSS7|A0A1H6PSS7_YARLL"	tr|W0TGF1|W0TGF1_KLUMD
OG0000152	"sp|Q05015|FSH2_YEAST, sp|Q99369|FSH3_YEAST"	tr|A0A1D8NEV4|A0A1D8NEV4_YARLL	"tr|W0T2X2|W0T2X2_KLUMD, tr|W0T555|W0T555_KLUMD"
OG0000153	"sp|P12688|YPK1_YEAST, sp|P18961|YPK2_YEAST"	"tr|A0A1D8NHD5|A0A1D8NHD5_YARLL, tr|A0A1H6PJS9|A0A1H6PJS9_YARLL"	tr|W0T8N0|W0T8N0_KLUMD
OG0000154	"sp|P36156|GTO2_YEAST, sp|P48239|GTO1_YEAST, sp|Q04806|GTO3_YEAST"	tr|A0A1D8N8K8|A0A1D8N8K8_YARLL	tr|W0T694|W0T694_KLUMD
OG0000155	"sp|Q04898|YM99_YEAST, sp|Q08985|SAM4_YEAST, sp|Q12525|MHT1_YEAST"	tr|A0A1D8NPY9|A0A1D8NPY9_YARLL	tr|W0THT3|W0THT3_KLUMD
OG0000156	"sp|P0CT04|IPB2_YEAST, sp|P38841|YHT8_YEAST"	tr|A0A1D8NMV7|A0A1D8NMV7_YARLL	"tr|W0TDI8|W0TDI8_KLUMD, tr|W0TJT9|W0TJT9_KLUMD"
OG0000157	"sp|P39005|KRE9_YEAST, sp|P50112|KNH1_YEAST"	tr|A0A1D8NNY3|A0A1D8NNY3_YARLL	"tr|W0T333|W0T333_KLUMD, tr|W0THY4|W0THY4_KLUMD"
OG0000158	"sp|P06169|PDC1_YEAST, sp|P16467|PDC5_YEAST, sp|P26263|PDC6_YEAST"	tr|A0A1D8NE03|A0A1D8NE03_YARLL	tr|W0TEZ4|W0TEZ4_KLUMD
OG0000159	"sp|P25370|GFD2_YEAST, sp|Q04408|YD514_YEAST"	tr|A0A1H6PQK0|A0A1H6PQK0_YARLL	"tr|W0T285|W0T285_KLUMD, tr|W0T3Q4|W0T3Q4_KLUMD"
OG0000160	"sp|P33309|DOM34_YEAST, sp|P87012|YC01A_YEAST, sp|Q96VH2|YC01B_YEAST"	tr|A0A1H6PVK5|A0A1H6PVK5_YARLL	tr|W0T7I9|W0T7I9_KLUMD
OG0000161	"sp|P36044|MNN4_YEAST, sp|P40355|YJ31_YEAST"	tr|A0A1D8NFY9|A0A1D8NFY9_YARLL	"tr|W0T6V9|W0T6V9_KLUMD, tr|W0T7H7|W0T7H7_KLUMD"
