"orthoList$OG_IDs[converted]"	"genes"	"logFC"	"logCPM"	"PValue"	"FDR"	"Portein_names"	"gene_names"	"Funcition"
"OG0000730"	"YEL012W"	1.479743143	6.939945431	2.86719e-13	3.84357e-12	"Ubiquitin-conjugating enzyme E2-24 kDa (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 8) (Glucose-induced degradation protein 3) (Ubiquitin carrier protein) (Ubiquitin-protein ligase)"	"GND1 YHR183W"	"FUNCTION: Catalyzes the oxidative decarboxylation of 6-phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH. {ECO:0000269|PubMed:17570834}."
"OG0002048"	"YEL011W"	1.752126067	6.737981941	0.004282537	0.009808444	"1,4-alpha-glucan-branching enzyme (EC 2.4.1.18) (Glycogen-branching enzyme)"	"KIP3 YGL216W"	""
"OG0002349"	"YCR017C"	-0.504252698	7.764453495	0.000258349	0.000796521	"Protein CWH43 (Calcofluor white hypersensitive protein)"	"VNX1 YNL321W N0339"	"FUNCTION: Has a role in promoting intracellular monovalent cation sequestration via the exchange of monovalent cations and especially Na(+) for hydrogen ions across the vacuolar membrane. {ECO:0000269|PubMed:17588950}."
"OG0001122"	"YCR012W"	-0.946638688	10.5439261	6.4404e-05	0.000227093	"Phosphoglycerate kinase (EC 2.7.2.3)"	"DIP5 YPL265W"	"FUNCTION: Can transport glutamate, aspartate, glutamine, asparagine, serine, alanine and glycine. {ECO:0000269|PubMed:10654085}."
"OG0000798"	"YOL021C"	-0.622566123	7.925301304	0.00028395	0.000864488	"Exosome complex exonuclease DIS3 (EC 3.1.13.-) (EC 3.1.26.-) (Chromosome disjunction protein 3) (Ribosomal RNA-processing protein 44)"	"MET22 HAL2 YOL064C"	"FUNCTION: Converts adenosine 3'-phosphate 5'-phosphosulfate (PAPS) to adenosine 5'-phosphosulfate (APS) and 3'(2')-phosphoadenosine 5'- phosphate (PAP) to AMP. Regulates the flux of sulfur in the sulfur-activation pathway by converting PAPS to APS. Involved in salt tolerance. Confers resistance to lithium."
"OG0003092"	"YFR010W"	0.995740207	9.041950171	3.13448e-12	3.73592e-11	"Ubiquitin carboxyl-terminal hydrolase 6 (EC 3.4.19.12) (Deubiquitinating enzyme 6) (Ubiquitin thioesterase 6) (Ubiquitin-specific-processing protease 6)"	"YCF1 YDR135C YD9302.11C"	"FUNCTION: Cooperates for the ATP-dependent vacuolar transport of bilirubin and glutathione conjugates. {ECO:0000269|PubMed:10790694, ECO:0000269|PubMed:8626454}."
"OG0003354"	"YFR011C"	-0.630445735	6.073957665	2.84462e-06	1.34711e-05	"MICOS complex subunit MIC19 (Altered inheritance of mitochondria protein 13, mitochondrial) (Mitochondrial contact site complex 19 kDa subunit)"	"ECM29 YHL030W"	"FUNCTION: Stabilizes the proteasome holoenzyme, probably by tethering the 20S proteolytic core particle and the 19S regulatory particle. The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity. {ECO:0000269|PubMed:12408819}."
"OG0003123"	"YOL018C"	1.085164941	7.093387165	3.1856e-18	6.87245e-17	"t-SNARE affecting a late Golgi compartment protein 2 (Syntaxin TLG2)"	"CLB1 SCB1 YGR108W G5967"	"FUNCTION: Essential for the control of the cell cycle at the G2/M (mitosis) transition. Interacts with the CDC2 protein kinase to form MPF. G2/M cyclins accumulate steadily during G2 and are abruptly destroyed at mitosis."
"OG0002578"	"YMR300C"	-2.752101989	8.932716098	2.99235e-64	1.05947e-61	"Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase)"	""	""
"OG0000932"	"YMR296C"	-0.698736919	7.977445848	5.777e-07	3.10591e-06	"Serine palmitoyltransferase 1 (SPT 1) (SPT1) (EC 2.3.1.50) (Long chain base biosynthesis protein 1)"	"MRPS35 YGR165W"	"FUNCTION: Component of the mitochondrial ribosome (mitoribosome), a dedicated translation machinery responsible for the synthesis of mitochondrial genome-encoded proteins, including at least some of the essential transmembrane subunits of the mitochondrial respiratory chain. The mitoribosomes are attached to the mitochondrial inner membrane and translation products are cotranslationally integrated into the membrane. {ECO:0000305|PubMed:25609543, ECO:0000305|PubMed:28154081}."
"OG0002456"	"YMR294W"	0.604238689	6.695877759	5.84049e-06	2.62931e-05	"Nuclear migration protein JNM1"	"RSM7 YJR113C J2020"	"FUNCTION: Component of the mitochondrial ribosome (mitoribosome), a dedicated translation machinery responsible for the synthesis of mitochondrial genome-encoded proteins, including at least some of the essential transmembrane subunits of the mitochondrial respiratory chain. The mitoribosomes are attached to the mitochondrial inner membrane and translation products are cotranslationally integrated into the membrane. {ECO:0000305|PubMed:25609543, ECO:0000305|PubMed:28154081}."
"OG0001089"	"YGR268C"	0.749700616	5.808262481	0.00326115	0.007709685	"Proline-rich protein HUA1"	"YDR249C"	""
"OG0001160"	"YGR264C"	-0.584468087	8.403148431	0.017240283	0.033273366	"Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)"	"GGA2 YHR108W"	"FUNCTION: May play a role in the regulation of membrane traffic through the trans-Golgi network. {ECO:0000269|PubMed:10747088, ECO:0000269|PubMed:11124697}."
"OG0001670"	"YHR186C"	-0.563304217	6.930673391	1.26879e-05	5.23791e-05	"Target of rapamycin complex 1 subunit KOG1 (TORC1 subunit KOG1) (Kontroller of growth protein 1) (Local anesthetic-sensitive protein 24)"	"RIF2 YLR453C"	"FUNCTION: Involved in transcriptional silencing and telomere length regulation. Its role in telomere length regulation results from either a block in elongation or promoting degradation of the telomere ends. Loss of RIF1 function results in derepression of an HMR silencer, whose ARS consensus element has been deleted, and in the elongation of telomeres. RAP1 may target the binding of RIF1 to silencers and telomeres. {ECO:0000269|PubMed:9087429}."
"OG0001517"	"YGR258C"	0.860445802	6.998331262	3.48272e-09	2.78387e-08	"DNA repair protein RAD2 (EC 3.1.-.-)"	"EXO5 DEM1 YBR163W YBR1215"	"FUNCTION: Single strand DNA specific 5' exonuclease involved in mitochondrial DNA replication and recombination. Releases dinucleotides as main products of catalysis. Has the capacity to slide across 5'double-stranded DNA or 5'RNA sequences and resumes cutting two nucleotides downstream of the double-stranded-to-single-stranded junction or RNA-to-DNA junction, respectively. {ECO:0000269|PubMed:10628851, ECO:0000269|PubMed:20086101, ECO:0000269|PubMed:3286646}."
"OG0000670"	"YHR175W"	-1.127990034	5.932365454	6.57771e-13	8.42366e-12	"Copper transport protein CTR2 (Copper transporter 2)"	"YKR041W"	""
"OG0003422"	"YHR172W"	-1.113014234	5.932559639	1.10706e-11	1.23855e-10	"Spindle pole body component SPC97"	"CTR2 YHR175W"	"FUNCTION: Provides bioavailable copper via mobilization of vacuolar copper stores and export to the cytoplasm. {ECO:0000269|PubMed:15494390}."
"OG0002730"	"YGL006W"	-0.68644465	7.41630539	0.002376269	0.005804692	"Calcium-transporting ATPase 2 (EC 3.6.3.8) (Vacuolar Ca(2+)-ATPase)"	"BUD8 YLR353W L9638.3"	"FUNCTION: May be involved in positioning the distal bud pole signal. {ECO:0000269|PubMed:11514631}."
"OG0001316"	"YGL005C"	0.883585768	6.962905139	3.7404e-11	3.91538e-10	"Conserved oligomeric Golgi complex subunit 7 (COG complex subunit 7) (Complexed with DOR1 protein 5) (Component of oligomeric Golgi complex 7)"	"SER3 YER081W"	"FUNCTION: Catalyzes the reversible oxidation of 3-phospho-D-glycerate to 3-phosphonooxypyruvate, the first step of the phosphorylated L-serine biosynthesis pathway. Also catalyzes the reversible oxidation of 2-hydroxyglutarate to 2-oxoglutarate. {ECO:0000269|PubMed:26774271}."
"OG0001615"	"YAR007C"	0.714451084	8.234959965	4.37183e-06	2.0087e-05	"Replication factor A protein 1 (RF-A protein 1) (DNA-binding protein BUF2) (Replication protein A 69 kDa DNA-binding subunit) (Single-stranded DNA-binding protein)"	"FMP30 YPL103C"	"FUNCTION: Hydrolyzes N-acyl-phosphatidylethanolamines (NAPEs) to produce N-acylethanolamines (NAEs). {ECO:0000269|PubMed:15878693}."
"OG0001133"	"YGR001C"	-1.548733238	6.232996995	9.07928e-14	1.29192e-12	"Protein-lysine N-methyltransferase EFM5 (EC 2.1.1.-) (Elongation factor methyltransferase 5) (N(6)-adenine-specific DNA methyltransferase-like 1)"	"GEA1 YJR031C J1580"	"FUNCTION: Activates the ARF proteins by exchanging bound GDP for free GTP."
"OG0002715"	"YCL001W"	-0.932735212	6.626278259	1.38498e-07	8.31956e-07	"Protein RER1 (Retention of ER proteins 1)"	"YDL185C-A"	""
"OG0002226"	"YCL002C"	-0.500469005	5.598027261	0.001111898	0.002946606	"Putative uncharacterized protein YCL002C"	"YPS1 YAP3 YLR120C L2961 L9233.9"	"FUNCTION: Cleaves proteins C-terminally to mono- and paired-basic residues. Involved in the shedding of a subset of GPI-anchored plasma membrane proteins from the cell surface, including itself, GAS1 and MSB2. May also play a role in the maturation of GPI-mannoproteins associated with the cell wall. Can process the alpha-mating factor precursor. Required for cell wall integrity. {ECO:0000269|PubMed:16087741, ECO:0000269|PubMed:18573178, ECO:0000269|PubMed:18591427, ECO:0000269|PubMed:9417119}."
"OG0000971"	"YHR020W"	-0.991306456	8.225105234	4.61695e-11	4.79956e-10	"Putative proline--tRNA ligase YHR020W (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)"	"ELA1 YNL230C N1161"	""
"OG0000817"	"YHR019C"	-0.740868955	9.133410389	0.001264984	0.003308969	"Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)"	"CSM3 YMR048W YM9796.01"	"FUNCTION: Forms a fork protection complex (FPC) with TOF1 which is required for chromosome segregation during meiosis and DNA damage repair. FPC coordinates leading and lagging strand synthesis and moves with the replication fork. FPC stabilizes replication forks in a configuration that is recognized by replication checkpoint sensors and protects stalled replication forks against the fork-releasing activity of RRM3 helicase. {ECO:0000269|PubMed:11470404, ECO:0000269|PubMed:14742714, ECO:0000269|PubMed:15282308, ECO:0000269|PubMed:15755447, ECO:0000269|PubMed:16024805, ECO:0000269|PubMed:16219777, ECO:0000269|PubMed:16418273}."
"OG0003259"	"YHR017W"	0.745855322	6.898000745	1.10459e-06	5.64869e-06	"UPF0744 protein YSC83"	"AIM4 SOY1 YBR194W YBR1404"	""
"OG0001355"	"YML048W"	0.562987026	9.206425052	0.000209562	0.000659358	"Glucose-signaling factor 2 (Extracellular mutant protein 6)"	"TY2B-DR2 YDRWTy2-2 POL YDR210W-B YD8142A.09"	"FUNCTION: Capsid protein (CA) is the structural component of the virus-like particle (VLP), forming the shell that encapsulates the retrotransposons dimeric RNA genome. The particles are assembled from trimer-clustered units and there are holes in the capsid shells that allow for the diffusion of macromolecules. CA has also nucleocapsid-like chaperone activity, promoting primer tRNA(i)-Met annealing to the multipartite primer-binding site (PBS), dimerization of Ty2 RNA and initiation of reverse transcription (By similarity). {ECO:0000250}.; FUNCTION: The aspartyl protease (PR) mediates the proteolytic cleavages of the Gag and Gag-Pol polyproteins after assembly of the VLP. {ECO:0000250}.; FUNCTION: Reverse transcriptase/ribonuclease H (RT) is a multifunctional enzyme that catalyzes the conversion of the retro-elements RNA genome into dsDNA within the VLP. The enzyme displays a DNA polymerase activity that can copy either DNA or RNA templates, and a ribonuclease H (RNase H) activity that cleaves the RNA strand of RNA-DNA heteroduplexes during plus-strand synthesis and hydrolyzes RNA primers. The conversion leads to a linear dsDNA copy of the retrotransposon that includes long terminal repeats (LTRs) at both ends (By similarity). {ECO:0000250}.; FUNCTION: Integrase (IN) targets the VLP to the nucleus, where a subparticle preintegration complex (PIC) containing at least integrase and the newly synthesized dsDNA copy of the retrotransposon must transit the nuclear membrane. Once in the nucleus, integrase performs the integration of the dsDNA into the host genome (By similarity). {ECO:0000250}."
"OG0003439"	"YJR053W"	-0.538493926	5.190075656	0.000258449	0.000796521	"Mitotic check point protein BFA1 (Cell cycle arrest protein BFA1)"	"BPT1 YLL015W L1313"	"FUNCTION: Cooperates for the ATP-dependent vacuolar transport of bilirubin and glutathione conjugates. {ECO:0000269|PubMed:10790694, ECO:0000269|PubMed:12044871}."
"OG0001338"	"YJR052W"	0.886514368	6.85154029	2.56098e-12	3.09529e-11	"DNA repair protein RAD7"	"YDL050C"	""
"OG0003428"	"YKR080W"	-2.507605134	8.481130695	7.52561e-22	2.39665e-20	"Methylenetetrahydrofolate dehydrogenase [NAD(+)] (EC 1.5.1.15)"	"RPS28B RPS33B YLR264W L8479.5"	"FUNCTION: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel. {ECO:0000305|PubMed:22096102}."
"OG0001264"	"YKR083C"	0.590059409	6.188335806	0.002843811	0.006816766	"DASH complex subunit DAD2 (DUO1 and DAM1-interacting protein 2) (Helper of ASK1 protein 1) (Outer kinetochore protein DAD2)"	"SYF1 NTC90 YDR416W"	"FUNCTION: Involved in pre-mRNA splicing and cell cycle control. As a component of the NTC complex (or PRP19-associated complex), associates to the spliceosome to mediate conformational rearrangement or to stabilize the structure of the spliceosome after U4 snRNA dissociation, which leads to spliceosome maturation. {ECO:0000269|PubMed:11102353, ECO:0000269|PubMed:11105756}."
"OG0003094"	"YOR075W"	0.559344748	6.701538811	2.38222e-05	9.26863e-05	"Syntaxin UFE1"	"RLP7 RPL7 YNL002C N2014"	"FUNCTION: Involved in the biogenesis of the 60S ribosomal subunit. May act as a specificity factor that binds precursor rRNAs and tethers the enzymes that carry out the early 5' to 3' exonucleolytic reactions that generate the mature rRNAs. {ECO:0000269|PubMed:11087857}."
"OG0002788"	"YKR087C"	0.603431067	6.333965398	8.60044e-06	3.70817e-05	"Mitochondrial metalloendopeptidase OMA1 (EC 3.4.24.-)"	"YHR125W"	""
"OG0003481"	"YOL110W"	-1.559094474	4.747569225	1.1105e-09	9.53505e-09	"Ras modification protein ERF4 (Hyperactive Ras suppressor protein 5)"	""	""
"OG0003407"	"YOL111C"	0.75361379	6.488203482	7.56287e-08	4.76659e-07	"Ubiquitin-like protein MDY2 (Golgi to ER traffic protein 5) (Mating-deficient protein 2) (Translation machinery-associated protein 24)"	"NCP1 CPR1 NCPR1 PRD1 YHR042W"	"FUNCTION: This enzyme is required for electron transfer from NADP to cytochrome P450 in microsomes. It can also provide electron transfer to heme oxygenase and cytochrome B5. Involved in ergosterol biosynthesis. Has NADPH-dependent ferrireductase activity on the plasma membrane. {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000269|PubMed:11485306, ECO:0000269|PubMed:1730736, ECO:0000269|PubMed:9368374, ECO:0000269|PubMed:9468503}."
"OG0000675"	"YOL114C"	1.542225471	3.651744578	1.01834e-14	1.60876e-13	"Putative uncharacterized protein YOL114C"	"YFL067W"	""
"OG0001787"	"YOR027W"	2.310101617	10.47918938	5.72441e-10	5.13491e-09	"Heat shock protein STI1"	"YML089C"	""
"OG0002326"	"YDR339C"	0.74874394	7.774216407	1.8516e-05	7.39044e-05	"rRNA-processing protein FCF1 (FAF1-copurifying factor 1)"	"DCN1 YLR128W L3111"	"FUNCTION: Required for neddylation of cullin components of SCF-type E3 ubiquitin ligase complexes. Neddylation of cullins play an essential role in the regulation of SCF-type complexes activity. Does not act by preventing deneddylation, but rather facilitates neddylation, possibly by acting with HRT1/RBX1 to recruit the Nedd8-charged E2 UBC12 to the cullin component of SCF-type complexes. {ECO:0000269|PubMed:15988528}."
"OG0001594"	"YKL170W"	-0.601987585	3.778974145	0.002595609	0.006271767	"54S ribosomal protein L38, mitochondrial (Mitochondrial large ribosomal subunit protein uL14m) (YmL38) [Cleaved into: 54S ribosomal protein L34, mitochondrial (YmL34)]"	"YSH1 BRR5 YLR277C"	"FUNCTION: Component of the cleavage and polyadenylation factor (CPF) complex, which plays a key role in polyadenylation-dependent pre-mRNA 3'-end formation and cooperates with cleavage factors including the CFIA complex and NAB4/CFIB. Has endonuclease activity. {ECO:0000269|PubMed:15037765}."
"OG0000782"	"YJL176C"	0.525051471	7.694658739	6.82481e-05	0.000239525	"SWI/SNF complex subunit SWI3 (Transcription factor TYE2) (Transcription regulatory protein SWI3)"	"ECM5 YMR176W YM8010.06"	"FUNCTION: May be involved in cell wall organization and biogenesis."
"OG0003455"	"YKR063C"	-0.60263791	6.621233537	1.59152e-05	6.43343e-05	"Protein LAS1"	"YIL163C"	""
