W29_NCBI	CLIB122_UNIPROT	CLIB122_NCBI	Standard_A	Standard_B	Standard_C	Standard_D	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	LowpH_D	Protein_name	ec_number	Coverage	MW
YALI1_F16984g	Q6C1X5	YALI0F12639g1_1	6.133226052	2.885955667	4.333432972	5.415679645	3.887913905	2.731459682	2.164748459	6.717513551	5.867097753	6.525556002	10.81678126	"similar to uniprot|P08566 Saccharomyces cerevisiae YDR127W ARO1 Pentafunctional arom protein, catalyzes steps 2 through 6 in the biosynthesis of chorismate, which is a precursor to aromatic amino acids"	4.2.3.4; 2.5.1.19; 2.7.1.71; 4.2.1.10; 1.1.1.25	39	"167,199,996,948,242"
YALI1_E23912g	Q6C592	YALI0E20031g1_1	55.56488433	49.5296135	79.96067613	65.00767256	67.69794524	55.32723434	69.78481152	73.4590005	61.18531127	85.19283775	88.1692386	similar to uniprot|P38011 Saccharomyces cerevisiae YMR116c ASC1 40S small subunit ribosomal protein		87	"35,5"
YALI1_B27874g	Q6CDT1	YALI0B21428g1_1	17.63013851	19.99218609	17.84876562	17.09480819	16.46437791	19.89970791	16.22655629	13.79927977	15.917832	16.74628077	18.79390036	highly similar to uniprot|P14742 Saccharomyces cerevisiae YKL104C GFA1 (ohnolog of YMR084W) Glutamine- fructose-6-phosphate amidotransferase		58	"766,999,969,482,422"
YALI1_F37559g	Q6BZY1	YALI0F30019g1_1	8.058811489	9.279208408	8.684656049	7.11598447	6.108698437	3.817802128	4.753645311	4.544334159	4.222033043	6.724503871	8.276563122	similar to uniprot|P38972 Saccharomyces cerevisiae YGR061c ADE6 5 -phosphoribosylformyl glycinamidine synthetase		37	"141,5"
YALI1_E03584g	Q6C781	YALI0E03036g1_1	21.66044492	30.36973771	24.85006595	34.29712466	29.44227783	24.30238295	30.55784888	24.72806172	29.68016805	28.274278	22.01993105	similar to uniprot|P55059 Humicola insolens disulfide isomerase precursor	5.3.4.1	64	"560,999,984,741,211"
YALI1_B16544g	Q6CEV6	YALI0B12562g1_1	31.49430637	26.57413125	16.73707272	21.60636683	14.54642063	11.35864946	8.145872552	12.93980513	15.23311447	16.15288426	17.33570825	"uniprot|Q6CEV6 Yarrowia lipolytica YALI0B12562g TEF4 Gamma subunit of translational elongation factor eEF1B, glutathione transferase"		50	"449,000,015,258,789"
YALI1_C33458g	Q6CAT7	YALI0C24420g1_1	15.27746262	26.57413125	16.73707272	16.03007479	12.99260748	8.084950711	9.393125621	14.3820282	19.60663225	16.15288426	19.99006052	similar to uniprot|P29547 Saccharomyces cerevisiae YPL048w CAM1 translation elongation factor eEF1 gamma homologue		43	45
YALI1_D33380g	Q6C7U9	YALI0D25168g1_1	32.05959879	44.62357161	32.85174417	38.15647745	43.41357553	58.2018171	32.21936502	27.1540485	30.24047863	29.73306868	23.39346848	similar to uniprot|P06106 Saccharomyces cerevisiae YLR303w MET25 O-acetylhomoserine sulfhydrylase		82	"459,000,015,258,789"
YALI1_F23922g	Q6C1A3	YALI0F17996g2_1	3.600343092	3.993563886	1.913336443	4.368872694	0.370942866	0.601486411	0.552842795	3.87263076	3.802194151	3.738396513	5.712951857	"uniprot|Q6C1A3 Yarrowia lipolytica YALI0F17996g ABC5lf Plasma membrane ATP-binding cassette (ABC) transporter, putative"		26	"169,5"
YALI1_C28310g	Q6CBB8	YALI0C20265g1_1	0.483230747	0.377834738	0.046035073	0.426695983	0.020598953	0.014471825	0.059629354	1.716184997	0.694330362	1.254384414	0.766780811	uniprot|Q6CBB8 Yarrowia lipolytica YALI0C20265g ABC2 Plasma membrane ATP-binding cassette (ABC) transporter		13	"165,100,006,103,516"
YALI1_C15832g	Q6CC94	YALI0C11341g1_1	53.74245766	53.24446252	44.25533664	109.5272439	58.04279365	62.36789468	98.61889641	31.58783847	53.58645148	31.11950306	39.21516602	"highly similar to uniprot|Q12230 Saccharomyces cerevisiae YPL004C LSP1 Primary component of eisosomes, which are large immobile patch structures at the cell cortex associated with endocytosis"		79	"34,5"
YALI1_C29810g	Q6CB65	YALI0C21560g1_1	45.87364056	57.44828285	38.2967459	57.25138704	35.58495623	30.09753751	30.9718125	42.66622577	33.28428075	43.57384171	61.47620917	highly similar to uniprot|P14126 Saccharomyces cerevisiae YOR063w TCM1 60S large subunit ribosomal protein L3.e		55	"437,999,992,370,605"
YALI1_B05571g	Q6CFS9	YALI0B04180g1_1	13.09678645	13.80251623	11.10193762	12.52629727	6.792219193	4.436912342	6.320330697	6.925876318	6.861441693	8.864485897	10.6994414	"similar to uniprot|P40825 Saccharomyces cerevisiae YOR335C ALA1 Cytoplasmic and mitochondrial alanyl-tRNA synthetase, required for protein synthesis"	6.1.1.7	39	"106,800,003,051,758"
YALI1_A00309g	Q6CIA2	YALI0A00264g1_1	12.07927946	15.12707198	11.13650658	11.51024923	4.229971227	6.277833578	6.578135769	7.099755853	6.567666815	6.457466858	8.376633251	similar to uniprot|P09436 Saccharomyces cerevisiae YBL076c ILS1 isoleucyl-tRNA synthetase		39	"123,699,996,948,242"
YALI1_E17214g			115.5691875	68.20075392	57.24011276	69.29684249	84.75790939	78.64499974	98.88832803	75.39661192	65.85164124	104.8830296	57.26456772	No description in CLIB122		89	26
YALI1_F12013g	Q6C2E3	YALI0F08613g1_1	32.18349439	27.96874121	26.5021631	34.88179895	32.67588695	37.34880904	32.34387804	27.2589864	20.76983429	37.52299746	45.61314831	uniprot|Q6C2E3 Yarrowia lipolytica YALI0F08613g QCR2 Ubiquinol-cytochrome-c reductase chain II		69	"447,999,992,370,606"
YALI1_D29481g	Q6C844	YALI0D22891g1_1	39.78471104	29.24333746	40.07472666	35.13016607	22.79683099	34.25417977	26.15188712	33.69711456	27.84201025	27.3748446	32.50218564	"highly similar to uniprot|P38999 Saccharomyces cerevisiae YNR050C LYS9 Saccharopine dehydrogenase (NADP+, L-glutamate-forming)"		69	"48,5"
YALI1_D20676g	Q6C8V3	YALI0D16753g1_1	63.18013187	35.32657517	48.03244349	50.80424589	50.62500926	35.56667537	33.68735469	45.03360459	44.21451943	66.80044869	30.29519621	uniprot|Q6C8V3 Yarrowia lipolytica YALI0D16753g MDH1 Mitochondrial malate dehydrogenase	1.1.1.37	74	"357,000,007,629,395"
YALI1_E18927g	Q6C5R9	YALI0E15708g1_1	28.78082093	39.20043936	36.28003651	25.41365747	21.10772141	17.6213766	20.84634707	15.48314395	14.45778788	16.66549845	15.96639715	"uniprot|Q6C5R9 Yarrowia lipolytica YALI0E15708g MLS1 Malate synthase, putative"	2.3.3.9	51	"643,000,030,517,578"
YALI1_F26873g	Q6C109	YALI0F20218g1_1	7.325664325	10.19655014	13.59891192	7.939857217	6.08499859	4.275024787	4.878652541	5.80357494	7.304399037	8.541051527	9.585392341	similar to uniprot|P07806 Saccharomyces cerevisiae YGR094w VAS1 valyl-tRNA synthetase		39	"117,800,003,051,758"
YALI1_D32268g	Q6C7Y1	YALI0D24431g1_1	22.1621957	18.69992278	28.07903908	17.33323733	17.75813582	13.46341498	19.17848009	26.79713805	28.91903267	31.0170476	35.16652548	uniprot|Q6C7Y1 Yarrowia lipolytica YALI0D24431g ACL2 ATP citrate lyase		63	54
YALI1_E22238g	Q05493	YALI0E18568g1_1	53.6008325	41.91011561	49.41735357	36.27193229	29.80451107	28.54482465	27.73384676	19.67013768	23.15625745	26.11958913	30.38741608	"uniprot|Q05493 Yarrowia lipolytica YALI0E18568g POT1 3-ketoacyl-CoA thiolase with broad chain length specificity, putative"	2.3.1.16	62	"429,000,015,258,789"
YALI1_F38629g			5.571587222	17.44324951	39.9492229	18.56023895	13.88834063	14.06056057	14.73315201	26.21734342	24.90447371	12.17123643	31.35448329	No description in CLIB122		69	"375,999,984,741,211"
YALI1_E41251g	Q6C3H7	YALI0E34749g1_1	13.35777564	21.99063192	25.11831008	11.79500527	3.967385609	2.787292646	2.446394566	2.338675619	5.628264547	3.690194469	2.082552061	uniprot|Q6C3H7 Yarrowia lipolytica YALI0E34749g CTT1 Catalase T	1.11.1.6	43	"597,999,992,370,606"
YALI1_F14882g	Q6C234	YALI0F11231g1_1	15.35853437	17.41623738	23.22764806	14.89218018	10.39349372	10.67260549	8.332991999	14.28468914	13.86685476	13.56448841	19.13747547	similar to uniprot|P04801 Saccharomyces cerevisiae YIL078w THS1 threonyl tRNA synthetase		44	86
YALI1_F11049g	Q6C2I1	YALI0F07711g1_1	33.17041334	25.93571393	21.22192189	26.93028599	18.44426487	17.66471878	16.00758954	16.4071423	13.36546883	17.660057	29.35223765	highly similar to uniprot|P12709 Saccharomyces cerevisiae YBR196c PGI1 glucose-6-phosphate isomerase	5.3.1.9	51	"617,999,992,370,605"
YALI1_D26360g	Q6C8C6	YALI0D20768g1_1	24.64999528	30.86957747	36.39915572	15.10451255	21.95299751	25.97884156	21.8398606	18.21385615	19.44452758	24.7623846	20.13785451	uniprot|Q6C8C6 Yarrowia lipolytica YALI0D20768g LPD1 Dihydrolipoamide dehydrogenase	1.8.1.4	50	53
YALI1_F12917g	Q6C2B3	YALI0F09273g1_1	11.86270285	12.70936403	18.17348602	13.77010864	25.29772111	19.75385928	22.26909725	21.28855073	25.29775984	29.88215653	12.74000887	uniprot|Q6C2B3 Yarrowia lipolytica YALI0F09273g DAK2 dihydroxyacetone kinase		64	"602,999,992,370,606"
YALI1_D14260g	Q6C9G6	YALI0D11374g1_1	12.33063997	11.99734546	18.74329748	10.8880376	14.9099513	12.44728703	12.23146458	9.484654236	10.21260936	9.812106517	13.84342277	uniprot|Q6C9G6 Yarrowia lipolytica YALI0D11374g SDH1 Succinate dehydrogenase	1.3.5.1	51	"776,999,969,482,422"
YALI1_F20914g	Q6C1K2	YALI0F15587g1_1	79.66787024	69.23455914	36.28003651	48.81722418	44.29897466	35.4804427	46.99362906	16.30394599	27.65844873	32.01284094	45.16535674	highly similar to uniprot|P15019 Saccharomyces cerevisiae YLR354C (ohnolog of YGR043C) TAL1 transaldolase	2.2.1.2	63	"355,999,984,741,211"
YALI1_E17574g	Q6C5W5	YALI0E14597g1_1	27.32477451	26.58619183	16.13973657	24.12795874	7.221921492	7.311475668	13.05272506	12.4779912	10.8983173	10.13686407	12.86744887	similar to uniprot|P38088 Saccharomyces cerevisiae YBR121C (ohnolog of YPR081C) GRS1 glycine--tRNA ligase		39	"739,000,015,258,789"
YALI1_E19557g	Q6C5P5	YALI0E16346g1_1	6.043933012	20.41962704	10.82300624	16.60238479	16.46028989	8.728013848	9.289945319	7.866101495	9.652140585	9.441675955	7.90828881	"highly similar to uniprot|O13426 Candida albicans Serine hydroxymethyltransferase, cytosolic"	2.1.2.1	41	"515,999,984,741,211"
YALI1_D28569g	Q6C859	YALI0D22484g1_1	7.516135852	11.71279897	5.383792003	3.825587343	6.4991852	6.77678777	6.973640289	6.666578952	5.049464	13.5393118	11.01076069	"similar to uniprot|P37292 Saccharomyces cerevisiae YBR263w SHM1 serine hydroxymethyltransferase precursor, mitochondrial"	2.1.2.1	46	"529,000,015,258,789"
YALI1_F27556g	Q6C0Y7	YALI0F20702g1_1	40.33730264	27.35153206	53.59063751	25.352543	20.18017464	24.27713988	18.77815978	21.3312762	32.32154453	25.79474667	36.39255065	uniprot|Q6C0Y7 Yarrowia lipolytica YALI0F20702g PDA1 Pyruvate Dehydrogenase Alpha subunit	1.2.4.1	59	"434,000,015,258,789"
YALI1_F32232g	Q6C0G7	YALI0F24893g1_1	11.41692943	16.14210835	13.30497877	10.08122508	8.76724444	6.699080294	7.466976998	9.187610929	8.65958486	12.30591682	14.4711911	similar to uniprot|P00931 Saccharomyces cerevisiae YGL026c TRP5 tryptophan synthase	4.2.1.20	37	"739,000,015,258,789"
YALI1_E24201g	Q6C577	YALI0E20405g1_1	14.49987882	22.95277173	13.36818114	9.739544522	19.79484371	18.36720006	18.41959966	14.52010895	17.28828329	22.91126879	22.05008457	"uniprot|Q6C577 Yarrowia lipolytica YALI0E20405g AAL7 Acyl/aryl-CoA ligase, putative"		50	"659,000,015,258,789"
YALI1_A09766g	Q6CHD8	YALI0A09900g1_1	19.43307471	12.52953771	9.224209371	13.57527371	15.00880062	16.57539496	16.10447671	18.66998199	16.3064218	21.06671638	21.39853667	Highly similar to uniprot|P17255 Saccharomyces cerevisiae YDL185W VMA1 Subunit A of the V1 peripheral membrane domain of V-ATPase		54	"634,000,015,258,789"
YALI1_F21850g	Q6C1G8	YALI0F16379g1_1	2.70845861	2.516458955	5.763294257	6.452091483	5.008958488	3.143154755	3.687386166	3.525024232	2.34200145	2.511908724	1.641618981	similar to uniprot|P54861 Saccharomyces cerevisiae YLL001w DNM1 dynamin-related protein		27	"853,000,030,517,578"
YALI1_D12282g	Q6C9N5	YALI0D09713g1_1	3.394057518	3.15345651	3.129155511	4.800093681	3.777441843	3.060190493	3.007130112	3.874734065	2.510790503	3.817285526	4.441013333	highly similar to uniprot|P21576 Saccharomyces cerevisiae YKR001c VPS1 member of the dynamin family of GTPases		25	"740,999,984,741,211"
YALI1_F37775g	Q6BZX2	YALI0F30217g1_1	3.435941059	2.215334099	3.167770093	2.250937846	3.271527814	2.29841672	2.561877754	2.449073885	2.971054795	3.186598565	3.612903493	highly similar to uniprot|Q8X230 Emericella nidulans VpsA GTPase		25	"733,000,030,517,578"
YALI1_E33150g	Q6C4B9	YALI0E28153g1_1	2.866628188	2.840065076	2.64289139	4.738878342	0.512383335	0.830833104	1.223083611	3.637361536	2.703970471	3.583432388	2.602915834	similar to uniprot|P37297 Saccharomyces cerevisiae YLR305c STT4 phosphatidylinositol-4-kinase		28	"206,899,993,896,484"
YALI1_E33633g	Q6C4A4	YALI0E28468g1_1	9.827852522	21.76949123	17.59895567	13.89917894	11.76376171	10.10194722	11.73647962	13.60614611	9.799323762	10.06582939	15.59463831	"similar to uniprot|P46655 Saccharomyces cerevisiae YGL245w Glutamyl-tRNA synthetase, cytoplasmic"		49	"791,999,969,482,422"
YALI1_C32184g	Q6CAY4	YALI0C23364g1_1	8.933557995	6.985086442	9.389654467	7.888391488	4.743545042	4.579759694	4.941865962	12.36804227	7.158297003	9.149879936	10.51707426	similar to uniprot|P31382 Saccharomyces cerevisiae YAL023C (ohnolog of YOR321W) PMT2 mannosyltransferase		27	"840,999,984,741,211"
YALI1_A09372g	Q6CHF1	YALI0A09592g1_1	0.35679097	0.446814953	0.328943874	0.315048814	0.45789401	0.624832247	1.325500544	1.825986305	1.59482226	1.999413686	0.291480974	similar to uniprot|P10823 Saccharomyces cerevisiae YER020w GPA2 guanine nucleotide-binding regulatory protein		27	"487,000,007,629,395"
YALI1_C24850g	Q6CBL6	YALI0C17545g1_1	26.89997584	33.68726357	21.75417603	30.02429405	12.52890906	13.28303853	16.0214889	36.72185528	33.90363673	26.53811899	30.8743319	weakly similar to uniprot|Q06705 Saccharomyces cerevisiae YLR380w CSR1 weak similarity to SEC14 protein		59	"46,5"
YALI1_E19603g	Q6C5P4	YALI0E16368g1_1	6.605016398	6.426484248	5.393674731	5.165838183	7.508063063	7.793574016	6.551892228	6.263401181	7.373457807	6.305818436	6.04129554	similar to uniprot|P39692 Saccharomyces cerevisiae YFR030w MET10 sulfite reductase flavin-binding subunit		47	"112,5"
YALI1_B18645g	Q6CEP4	YALI0B14102g1_1	18.30319844	7.368074268	12.93213114	13.60099431	7.550770294	10.87191618	12.18933077	5.147519678	10.17742991	5.910385038	14.95282831	weakly similar to uniprot|P15891 Saccharomyces cerevisiae YCR088w ABP1 Actin binding protein		52	"839,000,015,258,789"
YALI1_C24367g	Q6CBN4	YALI0C16995g1_1	16.33606152	25.85938102	19.03760141	10.9729054	13.64379142	11.20435612	11.67318232	12.13686905	17.32692248	14.67645252	18.74964455	uniprot|Q6CBN4 Yarrowia lipolytica YALI0C16995g PCK1 Phosphoenolpyruvate carboxykinase		54	"619,000,015,258,789"
YALI1_A10318g	Q6CHC0	YALI0A10362g1_1	8.232079027	13.03107654	6.657332978	7.268980866	4.292701809	6.510608698	3.99446694	8.243564367	8.208182555	9.650461937	10.4343282	similar to uniprot|F7VZU0 Sordaria macrospora hypothetical protein SMAC_03745		37	95
YALI1_D05873g	Q6CA97	YALI0D04741g1_1	30.86174426	34.52029427	14.64900407	24.34022785	18.74896707	13.17211464	18.97489445	15.26520108	18.51873442	12.4011362	25.21255313	"uniprot|Q6CA97 Yarrowia lipolytica YALI0D04741g LSC2 Succinyl-CoA ligase beta subunit mitochondrial precursor, putative"	6.2.1.5	48	"469,000,015,258,789"
YALI1_D16029g	O59950	YALI0D12903g1_1	71.67881342	62.29174989	81.11486313	43.92185575	36.2958324	38.89317795	30.58268329	60.71098984	43.01120827	55.9438221	30.14857907	uniprot|O59950 Yarrowia lipolytica YALI0D12903g RPS4/RPS7 Ribosomal 40S subunit protein S4 (S7)		57	"291,000,003,814,697"
YALI1_E32332g	Q6C4E9	YALI0E27346g1_1	16.40040788	26.4352116	19.46152621	12.55874158	14.35772557	11.88315301	14.53073794	15.04614104	13.14134756	18.44548575	17.24508363	"highly similar to uniprot|P16140 Saccharomyces cerevisiae YBR127c VMA2 H+-ATPase V1 domain 60 KD subunit, vacuolar"		57	57
YALI1_E29319g	Q6C4Q2	YALI0E24607g1_1	5.189949284	3.559534751	5.402168919	4.582759946	3.321895663	3.828350187	5.070626376	4.507088613	4.539242548	5.594068404	5.956742031	"similar to uniprot|P26637 Saccharomyces cerevisiae YPL160w CDC60 leucine--tRNA ligase, cytosolic"		29	126
YALI1_A17085g	Q6CGR5	YALI0A17020g1_1	8.873884083	8.839850488	6.507872326	7.835699024	7.27997621	4.416581184	5.263126063	0	0.980259526	0.030284802	0.258174364	hypothetical protein conserved in the Yarrowia clade  required for ribosome biogenesis and translation initiation and termination		40	"147,600,006,103,516"
YALI1_B11532g	Q6CFB6	YALI0B08536g1_1	25.39563612	23.59536738	26.69219233	25.56467588	22.23259184	22.89751538	24.37171498	28.99224184	25.32191646	28.5623899	23.65226056	"uniprot|Q6CFB6 Yarrowia lipolytica YALI0B08536g ERG10 Acetyl-CoA C-acetyltransferase (acetoacetyl-CoA thiolase), putative"		66	"402,999,992,370,606"
YALI1_C09033g	Q6CCT2	YALI0C06776g1_1	19.50113641	21.42182979	11.70050138	15.10451255	20.47530161	18.70362472	17.71533699	13.32126026	12.65417974	22.86117201	13.9745901	uniprot|Q6CCT2 Yarrowia lipolytica YALI0C06776g FUM1 Fumarate hydratase mitochondrial precursor (Fumarase)		45	54
YALI1_F19090g	Q6C1Q9	YALI0F14223g1_1	31.96481638	45.19424707	22.41766851	39.65386547	20.45950338	15.78402487	19.03808219	19.9853241	20.74179286	20.89702398	36.68748091	similar to uniprot|P40035 Saccharomyces cerevisiae YER053c related to mitochondrial phosphate carrier protein		50	"392,999,992,370,605"
YALI1_C24124g	P41555	YALI0C16885g1_1	22.44017224	28.10218126	20.68874445	22.37109683	20.30055309	12.106487	17.43982035	19.48763644	18.3055567	22.1383084	31.23386014	uniprot|P41555 Yarrowia lipolytica YALI0C16885g ICL1 Isocitrate lyase	4.1.3.1; 4.1.3.30	42	"502,999,992,370,606"
YALI1_B19276g	Q6CEL9	YALI0B14641g1_1	3.59687101	3.714367849	4.606030547	2.618997365	7.393370881	5.194223681	5.966203779	11.6329508	8.734123834	8.339521435	11.76582426	similar to uniprot|P32454 Saccharomyces cerevisiae YKL157W (ohnolog of YHR047C) APE2 aminopeptidase yscII	3.4.11.-	35	"108,400,001,525,879"
YALI1_E35988g	Q6C414	YALI0E30635g1_1	4.156530807	5.934198219	5.522211978	5.288945833	4.626042225	3.250032829	3.099157881	3.520525627	4.724824485	5.555034692	6.595499314	uniprot|Q8J0E5 Yarrowia lipolytica YALI0E30635g SEC31 Component of the COPII coat of ER-golgi vesicles		32	"124,800,003,051,758"
YALI1_D07665g	Q6CA45	YALI0D05995g1_1	15.88913118	17.62450379	20.13119735	9.453166959	7.338786346	5.730530119	7.590052046	15.06733625	9.132236132	9.200581587	16.15283409	"uniprot|Q6CA45 Yarrowia lipolytica YALI0D05995g SAC1 Phosphatidylinositol phosphate (PtdInsP) phosphatase, putative"		51	"686,999,969,482,422"
YALI1_B02345g	Q6CG29	YALI0B01364g1_1	9.729625627	10.68790965	15.28295013	7.5360353	10.21566205	7.177028532	6.952452627	7.829777287	8.509742236	7.121445917	11.16713608	uniprot|Q6CG29 Yarrowia lipolytica YALI0B01364g LEU1 3-isopropylmalate dehydratase		40	"830,999,984,741,211"
YALI1_E23691g	Q6C5A1	YALI0E19767g1_1	2.78151746	4.695067406	4.980925626	3.77406332	5.144071775	5.414068814	3.054127025	4.280068207	4.811491915	5.010531062	4.413655847	similar to uniprot|P53622 Saccharomyces cerevisiae YDL145c RET1 coatomer complex alpha chain of secretory pathway vesicles		40	"139,300,003,051,758"
YALI1_F08431g	Q6C2R9	YALI0F05676g1_1	58.53852893	73.3087221	47.34046866	51.68991275	41.14425392	37.20502872	41.82960011	27.1540485	34.92544678	42.84635235	41.9489372	highly similar to uniprot|P23248 Saccharomyces cerevisiae YML063W (ohnolog of YLR441C) Ribosomal protein of the small (40S) subunit		65	29
YALI1_E02616g	Q6C7B8	YALI0E02090g1_1	10.63646095	11.55150247	8.50418266	9.392066197	7.761349213	10.25307981	9.423889208	6.251720244	9.197337143	7.927323435	11.1842742	similar to uniprot|P37012 Saccharomyces cerevisiae YMR105C (ohnolog of YKL127W) PGM2 phosphoglucomutase		44	"723,000,030,517,578"
YALI1_E36758g	Q6C3Y8	YALI0E31196g1_1	1.92439006	1.240756709	2.841630299	1.6992493	1.021813586	1.618299307	1.992965604	2.348787527	2.91756853	2.36469408	2.265497484	weakly similar to uniprot|Q7SEG5 Neurospora crassa NCU03263.5		23	"206,699,996,948,242"
YALI1_F21769g	Q6C1H2	YALI0F16291g1_1	19.1604695	14.44020474	9.094813093	16.91882278	9.702241937	7.485051085	9.91390432	7.815097693	11.49732961	11.09484596	13.98114312	"highly similar to uniprot|P15180 Saccharomyces cerevisiae YDR037w KRS1 lysyl-tRNA synthetase, cytosolic"	6.1.1.6	38	"666,999,969,482,422"
YALI1_B02696g	Q6CG14	YALI0B01738g1_1	34.99501943	38.8170911	28.57703004	20.82012903	16.16331112	13.93831166	18.46120843	19.37974792	16.92633363	20.26382234	19.26263877	weakly similar to uniprot|Q04947 Saccharomyces cerevisiae YDR233c RTN1 (ohnolog of YDL204W) ER membrane protein that interacts with exocyst subunit Sec6p and with Yip3p		49	"39,5"
YALI1_D08082g	Q6CA33	YALI0D06303g1_1	31.96481638	40.03004319	22.41766851	28.22514676	26.69684409	20.31571229	20.90584427	21.83522177	15.89576579	26.00379086	33.00847746	"uniprot|Q6CA33 Yarrowia lipolytica YALI0D06303g IDH2 Isocitrate dehydrogenase (NAD+) subunit 2 mitochondrial, putative"		62	"399,000,015,258,789"
YALI1_D07981g	Q6CA37	(YALI0D06215g1_1-YALI0D06215g2_1)	21.28681093	14.59959223	22.15723933	8.488619745	19.25716215	21.66890488	19.33748994	13.30912746	14.96162119	15.58054529	11.31731917	"uniprot|Q6CA37 Yarrowia lipolytica YALI0D06215g EHD3 Enoyl-CoA hydratase, putative"	3.1.2.4	48	"52,5"
YALI1_A20063g	Q6CGI3	YALI0A19074g1_1	2.840285618	1.471645879	6.043807251	6.269900143	2.275865552	2.560892088	3.391885886	1.843629648	2.455992131	1.874970096	2.645303908	"similar to uniprot|O93808 Saccharomyces cerevisiae YPR184W GDB1 Glycogen debranching enzyme containing glucanotranferase and alpha-1,6-amyloglucosidase activities, required for glycogen degradation"		30	"167,800,003,051,758"
