genes	logFC	logCPM	PValue	FDR	Portein_names	gene_names	Funcition
YIL122W	1.782708507	6.449760681	4.14633E-40	5.672E-38	Transcriptional activator POG1 (Promoter of growth protein 1)	RPS7A RPS30 YOR096W YOR3177W	"FUNCTION: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel (PubMed:22096102). eS7 is involved in nucleolar processing of pre-18S ribosomal RNA and ribosome assembly (PubMed:15590835). {ECO:0000269|PubMed:15590835, ECO:0000305|PubMed:22096102}."
YML063W	-3.219188664	10.56502294	5.62431E-40	7.52283E-38	40S ribosomal protein S1-B (RP10B) (Small ribosomal subunit protein eS1-B)	ACC1 ABP2 FAS3 MTR7 YNR016C N3175	"FUNCTION: Carries out three functions: biotin carboxyl carrier protein, biotin carboxylase and carboxyltransferase. Involved in the synthesis of very-long-chain fatty acid synthesis which is required to maintain a functional nuclear envelope. Required for acylation and vacuolar membrane association of VAC8 which is necessary to maintain a normal morphology of the vacuole. {ECO:0000269|PubMed:10757783, ECO:0000269|PubMed:12730220, ECO:0000269|PubMed:6103540, ECO:0000269|PubMed:6108218, ECO:0000269|PubMed:8943372}."
YPL231W	-2.81004184	9.44404859	6.04602E-40	7.91109E-38	Fatty acid synthase subunit alpha (EC 2.3.1.86) [Includes: Acyl carrier; 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (Beta-ketoacyl reductase); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41) (Beta-ketoacyl synthase)]	YMR119W-A	
YNL301C	-3.657964563	7.401371523	1.13409E-39	1.45235E-37	60S ribosomal protein L18-B (Large ribosomal subunit protein eL18-B) (RP28)	RPL27B RPL27 YDR471W D8035.14	"FUNCTION: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel. {ECO:0000305|PubMed:22096102}."
YNR016C	-2.937801148	9.168465401	7.26477E-39	9.10971E-37	Acetyl-CoA carboxylase (ACC) (EC 6.4.1.2) (Fatty acid synthetase 3) (mRNA transport-defective protein 7) [Includes: Biotin carboxylase (EC 6.3.4.14)]	RPL12A RPL15B YEL054C	"FUNCTION: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel. {ECO:0000305|PubMed:22096102}."
YLR448W	-2.88896364	8.621923656	1.97383E-38	2.42459E-36	60S ribosomal protein L6-B (L17) (Large ribosomal subunit protein eL6-B) (RP18) (YL16)	RPL6A RPL17A YL16A YML073C	"FUNCTION: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel. {ECO:0000305|PubMed:22096102}."
YPL249C-A	-2.806526367	4.00936862	3.46602E-38	4.17239E-36	60S ribosomal protein L36-B (L39) (Large ribosomal subunit protein eL36-B) (YL39)	RPL34A YER056C-A YER056BC	"FUNCTION: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel. {ECO:0000305|PubMed:22096102}."
YGR023W	1.913738591	6.917435743	4.5419E-38	5.36034E-36	Protein MTL1 (MID two-like protein 1)	YOR121C O3272	
YJR129C	-2.524381316	3.927274195	5.54105E-38	6.41376E-36	Protein-lysine N-methyltransferase EFM3 (EC 2.1.1.-) (Elongation factor methyltransferase 3)		
YBL075C	2.654013305	8.203194094	8.22633E-38	9.34231E-36	Heat shock protein SSA3	RPL6B RPL16B RPL17B YL16B YLR448W L9324.4	"FUNCTION: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel. {ECO:0000305|PubMed:22096102}."
YER117W	-3.068270689	9.300725957	2.35839E-37	2.62873E-35	60S ribosomal protein L23-B (L17a) (Large ribosomal subunit protein uL14-B) (YL32)	ADE1 YAR015W	
YML073C	-2.913068333	8.762906576	5.32786E-37	5.83062E-35	60S ribosomal protein L6-A (L17) (Large ribosomal subunit protein eL6-A) (RP18) (YL16)	RPS31 RPS37 UBI3 YLR167W L9470.14	"FUNCTION: Ubiquitin: Exists either covalently attached to another protein, or free (unanchored). When covalently bound, it is conjugated to target proteins via an isopeptide bond either as a monomer (monoubiquitin), a polymer linked via different Lys residues of the ubiquitin (polyubiquitin chains) or a linear polymer linked via the initiator Met of the ubiquitin (linear polyubiquitin chains). Polyubiquitin chains, when attached to a target protein, have different functions depending on the Lys residue of the ubiquitin that is linked: Lys-6-linked may be involved in DNA repair; Lys-11-linked is involved in ERAD (endoplasmic reticulum-associated degradation) and in cell-cycle regulation; Lys-29-linked is involved in lysosomal degradation; Lys-33-linked is involved in kinase modification; Lys-48-linked is involved in protein degradation via the proteasome; Lys-63-linked is involved in endocytosis, and DNA-damage responses. Linear polymer chains formed via attachment by the initiator Met lead to cell signaling. Ubiquitin is usually conjugated to Lys residues of target proteins, however, in rare cases, conjugation to Cys or Ser residues has been observed. When polyubiquitin is free (unanchored-polyubiquitin), it also has distinct roles, such as in activation of protein kinases, and in signaling (By similarity). {ECO:0000250}.; FUNCTION: 40S ribosomal protein S31: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel. {ECO:0000305|PubMed:22096102}."
YGL188C-A	-3.401042827	3.33899908	6.59549E-37	7.08898E-35	Uncharacterized protein YGL188C-A	RPL32 YBL092W YBL0838	"FUNCTION: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel. {ECO:0000305|PubMed:22096102}."
YGR161C	2.732076589	7.84154989	8.5004E-37	8.97612E-35	Protein phosphatase type 2A regulatory subunit RTS3	RPS13 RPS13C YDR064W D4252 YD9609.18	"FUNCTION: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel. {ECO:0000305|PubMed:22096102}."
YJL191W	-1.849570639	6.773826136	2.38687E-36	2.477E-34	40S ribosomal protein S14-B (RP59B) (Small ribosomal subunit protein uS11-B)	ATR1 SNQ1 YML116W YM8339.03	FUNCTION: Putative component of the machinery responsible for pumping aminotriazole (and possibly other toxic compounds) out of the cell. Probable ATP-dependent export permease. Appears to confer resistance only to aminotriazole.
YMR194W	-1.870034153	7.001886974	5.41985E-36	5.52916E-34	60S ribosomal protein L36-A (L39) (Large ribosomal subunit protein eL36-A) (YL39)	RPL15A RPL10A RPL13A YL10A YLR029C	"FUNCTION: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel. {ECO:0000305|PubMed:22096102}."
YGR148C	-2.526041468	9.281116415	7.4651E-36	7.48874E-34	60S ribosomal protein L24-B (L30) (Large ribosomal subunit protein eL24-B) (RP29) (YL21)	RPL30 RPL32 YGL030W	"FUNCTION: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel. {ECO:0000305|PubMed:22096102}."
