Orthogroup	A_s288c	B_s288c
OG0001665	P32350 KNS1_YEAST Dual specificity protein kinase KNS1 GN=KNS1 PE=1 SV=2	P32350 KNS1_YEAST Dual specificity protein kinase KNS1 GN=KNS1 PE=1 SV=2
OG0001666	Q12446 LAS17_YEAST Proline-rich protein LAS17 GN=LAS17 PE=1 SV=1	Q12446 LAS17_YEAST Proline-rich protein LAS17 GN=LAS17 PE=1 SV=1
OG0001667	P36004 KKQ8_YEAST Probable serine/threonine-protein kinase KKQ8 GN=KKQ8 PE=1 SV=2	P36004 KKQ8_YEAST Probable serine/threonine-protein kinase KKQ8 GN=KKQ8 PE=1 SV=2
OG0001668	P24583 KPC1_YEAST Protein kinase C-like 1 GN=PKC1 PE=1 SV=3	P24583 KPC1_YEAST Protein kinase C-like 1 GN=PKC1 PE=1 SV=3
OG0001669	P27810 KTR1_YEAST Alpha-1_2 mannosyltransferase KTR1 GN=KTR1 PE=1 SV=1	P27810 KTR1_YEAST Alpha-1_2 mannosyltransferase KTR1 GN=KTR1 PE=1 SV=1
OG0001670	P43638 MHP1_YEAST MAP-homologous protein 1 GN=MHP1 PE=1 SV=1	P43638 MHP1_YEAST MAP-homologous protein 1 GN=MHP1 PE=1 SV=1
OG0001671	Q06630 MHR1_YEAST Mitochondrial homologous recombination protein 1 GN=MHR1 PE=1 SV=1	Q06630 MHR1_YEAST Mitochondrial homologous recombination protein 1 GN=MHR1 PE=1 SV=1
OG0001672	P38703 LAG1_YEAST Sphingosine N-acyltransferase LAG1 GN=LAG1 PE=1 SV=1	P38703 LAG1_YEAST Sphingosine N-acyltransferase LAG1 GN=LAG1 PE=1 SV=1
OG0001673	P25045 LCB1_YEAST Serine palmitoyltransferase 1 GN=LCB1 PE=1 SV=2	P25045 LCB1_YEAST Serine palmitoyltransferase 1 GN=LCB1 PE=1 SV=2
OG0001674	P31379 LDS1_YEAST Outer spore wall protein LDS1 GN=LDS1 PE=1 SV=1	P31379 LDS1_YEAST Outer spore wall protein LDS1 GN=LDS1 PE=1 SV=1
OG0001675	P43614 KEG1_YEAST Beta-1_6-glucan synthesis-associated protein KEG1 GN=KEG1 PE=1 SV=1	P43614 KEG1_YEAST Beta-1_6-glucan synthesis-associated protein KEG1 GN=KEG1 PE=1 SV=1
OG0001676	P32435 MFAL2_YEAST Mating factor alpha-2 GN=MF_ALPHA_2 PE=1 SV=1	P32435 MFAL2_YEAST Mating factor alpha-2 GN=MF_ALPHA_2 PE=1 SV=1
OG0001677	P13185 KIN1_YEAST Serine/threonine protein kinase KIN1 GN=KIN1 PE=1 SV=3	P13185 KIN1_YEAST Serine/threonine protein kinase KIN1 GN=KIN1 PE=1 SV=3
OG0001678	Q8TGJ3 KISH_YEAST Protein kish GN=KSH1 PE=3 SV=1	Q8TGJ3 KISH_YEAST Protein kish GN=KSH1 PE=3 SV=1
OG0001679	P07277 KIME_YEAST Mevalonate kinase GN=ERG12 PE=1 SV=1	P07277 KIME_YEAST Mevalonate kinase GN=ERG12 PE=1 SV=1
OG0001680	P33441 MFT1_YEAST THO complex subunit MFT1 GN=MFT1 PE=1 SV=1	P33441 MFT1_YEAST THO complex subunit MFT1 GN=MFT1 PE=1 SV=1
OG0001681	P40026 KRE29_YEAST DNA repair protein KRE29 GN=KRE29 PE=1 SV=1	P40026 KRE29_YEAST DNA repair protein KRE29 GN=KRE29 PE=1 SV=1
OG0001682	P38800 LAM4_YEAST Membrane-anchored lipid-binding protein LAM4 GN=LAM4 PE=1 SV=1	P38800 LAM4_YEAST Membrane-anchored lipid-binding protein LAM4 GN=LAM4 PE=1 SV=1
OG0001683	Q12246 LCB4_YEAST Sphingoid long chain base kinase 4 GN=LCB4 PE=1 SV=1	Q12246 LCB4_YEAST Sphingoid long chain base kinase 4 GN=LCB4 PE=1 SV=1
OG0001684	Q06147 LCB5_YEAST Sphingoid long chain base kinase 5 GN=LCB5 PE=1 SV=1	Q06147 LCB5_YEAST Sphingoid long chain base kinase 5 GN=LCB5 PE=1 SV=1
OG0001685	P50112 KNH1_YEAST Cell wall synthesis protein KNH1 GN=KNH1 PE=3 SV=2	P50112 KNH1_YEAST Cell wall synthesis protein KNH1 GN=KNH1 PE=3 SV=2
OG0001686	P38689 KPR3_YEAST Ribose-phosphate pyrophosphokinase 3 GN=PRS3 PE=1 SV=1	P38689 KPR3_YEAST Ribose-phosphate pyrophosphokinase 3 GN=PRS3 PE=1 SV=1
OG0001687	P00549 KPYK1_YEAST Pyruvate kinase 1 GN=CDC19 PE=1 SV=2	P00549 KPYK1_YEAST Pyruvate kinase 1 GN=CDC19 PE=1 SV=2
OG0001688	P38691 KSP1_YEAST Serine/threonine-protein kinase KSP1 GN=KSP1 PE=1 SV=1	P38691 KSP1_YEAST Serine/threonine-protein kinase KSP1 GN=KSP1 PE=1 SV=1
OG0001689	P28321 MGLL_YEAST Monoglyceride lipase GN=YJU3 PE=1 SV=2	P28321 MGLL_YEAST Monoglyceride lipase GN=YJU3 PE=1 SV=2
OG0001690	P32266 MGM1_YEAST Dynamin-like GTPase MGM1_ mitochondrial GN=MGM1 PE=1 SV=3	P32266 MGM1_YEAST Dynamin-like GTPase MGM1_ mitochondrial GN=MGM1 PE=1 SV=3
OG0001691	P34253 KTI12_YEAST Protein KTI12 GN=KTI12 PE=1 SV=2	P34253 KTI12_YEAST Protein KTI12 GN=KTI12 PE=1 SV=2
OG0001692	P40504 KTR7_YEAST Probable mannosyltransferase KTR7 GN=KTR7 PE=1 SV=1	P40504 KTR7_YEAST Probable mannosyltransferase KTR7 GN=KTR7 PE=1 SV=1
OG0001693	P38130 KTR3_YEAST Probable mannosyltransferase KTR3 GN=KTR3 PE=1 SV=1	P38130 KTR3_YEAST Probable mannosyltransferase KTR3 GN=KTR3 PE=1 SV=1
OG0001694	P00572 KTHY_YEAST Thymidylate kinase GN=CDC8 PE=1 SV=2	P00572 KTHY_YEAST Thymidylate kinase GN=CDC8 PE=1 SV=2
OG0001695	Q12525 MHT1_YEAST Homocysteine S-methyltransferase 1 GN=MHT1 PE=1 SV=1	Q12525 MHT1_YEAST Homocysteine S-methyltransferase 1 GN=MHT1 PE=1 SV=1
OG0001696	Q05979 KYNU_YEAST Kynureninase GN=BNA5 PE=1 SV=1	Q05979 KYNU_YEAST Kynureninase GN=BNA5 PE=1 SV=1
OG0001697	P39526 LAA1_YEAST AP-1 accessory protein LAA1 GN=LAA1 PE=1 SV=1	P39526 LAA1_YEAST AP-1 accessory protein LAA1 GN=LAA1 PE=1 SV=1
OG0001698	Q92325 LAG2_YEAST Cullin-associated NEDD8-dissociated protein 1 homolog GN=LAG2 PE=1 SV=2	Q92325 LAG2_YEAST Cullin-associated NEDD8-dissociated protein 1 homolog GN=LAG2 PE=1 SV=2
OG0001699	P35844 KES1_YEAST Oxysterol-binding protein homolog 4 GN=KES1 PE=1 SV=1	P35844 KES1_YEAST Oxysterol-binding protein homolog 4 GN=KES1 PE=1 SV=1
OG0001700	P09620 KEX1_YEAST Pheromone-processing carboxypeptidase KEX1 GN=KEX1 PE=1 SV=1	P09620 KEX1_YEAST Pheromone-processing carboxypeptidase KEX1 GN=KEX1 PE=1 SV=1
OG0001701	P53086 KIP3_YEAST Kinesin-like protein KIP3 GN=KIP3 PE=1 SV=1	P53086 KIP3_YEAST Kinesin-like protein KIP3 GN=KIP3 PE=1 SV=1
OG0001702	Q04922 MFB1_YEAST Mitochondrial F-box protein MFB1 GN=MFB1 PE=1 SV=1	Q04922 MFB1_YEAST Mitochondrial F-box protein MFB1 GN=MFB1 PE=1 SV=1
OG0001703	P14681 KSS1_YEAST Mitogen-activated protein kinase KSS1 GN=KSS1 PE=1 SV=1	P14681 KSS1_YEAST Mitogen-activated protein kinase KSS1 GN=KSS1 PE=1 SV=1
OG0001704	P40081 MGDP1_YEAST Putative magnesium-dependent phosphatase YER134C GN=YER134C PE=1 SV=1	P40081 MGDP1_YEAST Putative magnesium-dependent phosphatase YER134C GN=YER134C PE=1 SV=1
OG0001705	P25573 MGR1_YEAST Mitochondrial inner membrane i-AAA protease supercomplex subunit MGR1 GN=MGR1 PE=1 SV=1	P25573 MGR1_YEAST Mitochondrial inner membrane i-AAA protease supercomplex subunit MGR1 GN=MGR1 PE=1 SV=1
OG0001706	Q02889 MGR2_YEAST Protein MGR2 GN=MGR2 PE=1 SV=1	Q02889 MGR2_YEAST Protein MGR2 GN=MGR2 PE=1 SV=1
OG0001707	Q12265 KPR5_YEAST Ribose-phosphate pyrophosphokinase 5 GN=PRS5 PE=1 SV=1	Q12265 KPR5_YEAST Ribose-phosphate pyrophosphokinase 5 GN=PRS5 PE=1 SV=1
OG0001708	P17260 KRE1_YEAST Protein KRE1 GN=KRE1 PE=1 SV=1	P17260 KRE1_YEAST Protein KRE1 GN=KRE1 PE=1 SV=1
OG0001709	P40578 MGA2_YEAST Protein MGA2 GN=MGA2 PE=1 SV=1	P40578 MGA2_YEAST Protein MGA2 GN=MGA2 PE=1 SV=1
OG0001710	Q08001 LAM6_YEAST Membrane-anchored lipid-binding protein LAM6 GN=LAM6 PE=1 SV=1	Q08001 LAM6_YEAST Membrane-anchored lipid-binding protein LAM6 GN=LAM6 PE=1 SV=1
OG0001711	P30624 LCF1_YEAST Long-chain-fatty-acid--CoA ligase 1 GN=FAA1 PE=1 SV=1	P30624 LCF1_YEAST Long-chain-fatty-acid--CoA ligase 1 GN=FAA1 PE=1 SV=1
OG0001712	P25587 LDB16_YEAST Protein LDB16 GN=LDB16 PE=1 SV=2	P25587 LDB16_YEAST Protein LDB16 GN=LDB16 PE=1 SV=2
OG0001713	P38439 LEO1_YEAST RNA polymerase-associated protein LEO1 GN=LEO1 PE=1 SV=1	P38439 LEO1_YEAST RNA polymerase-associated protein LEO1 GN=LEO1 PE=1 SV=1
OG0001714	P15496 IDI1_YEAST Isopentenyl-diphosphate Delta-isomerase GN=IDI1 PE=1 SV=2	P15496 IDI1_YEAST Isopentenyl-diphosphate Delta-isomerase GN=IDI1 PE=1 SV=2
OG0001715	P43610 IRC5_YEAST Uncharacterized ATP-dependent helicase IRC5 GN=IRC5 PE=1 SV=2	P43610 IRC5_YEAST Uncharacterized ATP-dependent helicase IRC5 GN=IRC5 PE=1 SV=2
OG0001716	P47026 GWT1_YEAST GPI-anchored wall transfer protein 1 GN=GWT1 PE=1 SV=2	P47026 GWT1_YEAST GPI-anchored wall transfer protein 1 GN=GWT1 PE=1 SV=2
OG0001717	Q04322 GYL1_YEAST Probable GTPase-activating protein GYL1 GN=GYL1 PE=1 SV=1	Q04322 GYL1_YEAST Probable GTPase-activating protein GYL1 GN=GYL1 PE=1 SV=1
OG0001718	Q03937 HED1_YEAST Meiosis-specific protein HED1 GN=HED1 PE=1 SV=1	Q03937 HED1_YEAST Meiosis-specific protein HED1 GN=HED1 PE=1 SV=1
OG0001719	Q03281 HEH2_YEAST Inner nuclear membrane protein HEH2 GN=HEH2 PE=1 SV=1	Q03281 HEH2_YEAST Inner nuclear membrane protein HEH2 GN=HEH2 PE=1 SV=1
OG0001720	P38199 HEK2_YEAST Heterogeneous nuclear rnp K-like protein 2 GN=HEK2 PE=1 SV=1	P38199 HEK2_YEAST Heterogeneous nuclear rnp K-like protein 2 GN=HEK2 PE=1 SV=1
OG0001721	Q12320 GLO4_YEAST Hydroxyacylglutathione hydrolase_ mitochondrial GN=GLO4 PE=3 SV=1	Q12320 GLO4_YEAST Hydroxyacylglutathione hydrolase_ mitochondrial GN=GLO4 PE=3 SV=1
OG0001722	P48813 GNP1_YEAST High-affinity glutamine permease GN=GNP1 PE=1 SV=2	P48813 GNP1_YEAST High-affinity glutamine permease GN=GNP1 PE=1 SV=2
OG0001723	P54839 HMCS_YEAST Hydroxymethylglutaryl-CoA synthase GN=ERG13 PE=1 SV=1	P54839 HMCS_YEAST Hydroxymethylglutaryl-CoA synthase GN=ERG13 PE=1 SV=1
OG0001724	P39717 GPB2_YEAST Guanine nucleotide-binding protein subunit beta 2 GN=GPB2 PE=1 SV=4	P39717 GPB2_YEAST Guanine nucleotide-binding protein subunit beta 2 GN=GPB2 PE=1 SV=4
OG0001725	P32191 GPDM_YEAST Glycerol-3-phosphate dehydrogenase_ mitochondrial GN=GUT2 PE=1 SV=2	P32191 GPDM_YEAST Glycerol-3-phosphate dehydrogenase_ mitochondrial GN=GUT2 PE=1 SV=2
OG0001726	P38875 GPI16_YEAST GPI transamidase component GPI16 GN=GPI16 PE=1 SV=2	P38875 GPI16_YEAST GPI transamidase component GPI16 GN=GPI16 PE=1 SV=2
OG0001727	P38523 GRPE_YEAST GrpE protein homolog_ mitochondrial GN=MGE1 PE=1 SV=1	P38523 GRPE_YEAST GrpE protein homolog_ mitochondrial GN=MGE1 PE=1 SV=1
OG0001728	P32806 GYP6_YEAST GTPase-activating protein GYP6 GN=GYP6 PE=1 SV=2	P32806 GYP6_YEAST GTPase-activating protein GYP6 GN=GYP6 PE=1 SV=2
OG0001729	P28817 HIBCH_YEAST 3-hydroxyisobutyryl-CoA hydrolase_ mitochondrial GN=EHD3 PE=1 SV=2	P28817 HIBCH_YEAST 3-hydroxyisobutyryl-CoA hydrolase_ mitochondrial GN=EHD3 PE=1 SV=2
OG0001730	Q00582 GTR1_YEAST GTP-binding protein GTR1 GN=GTR1 PE=1 SV=1	Q00582 GTR1_YEAST GTP-binding protein GTR1 GN=GTR1 PE=1 SV=1
OG0001731	Q08484 GYP1_YEAST GTPase-activating protein GYP1 GN=GYP1 PE=1 SV=1	Q08484 GYP1_YEAST GTPase-activating protein GYP1 GN=GYP1 PE=1 SV=1
OG0001732	P53258 GYP2_YEAST GTPase-activating protein GYP2 GN=MDR1 PE=1 SV=1	P53258 GYP2_YEAST GTPase-activating protein GYP2 GN=MDR1 PE=1 SV=1
OG0001733	Q05580 HEL2_YEAST E3 ubiquitin-protein ligase HEL2 GN=HEL2 PE=1 SV=1	Q05580 HEL2_YEAST E3 ubiquitin-protein ligase HEL2 GN=HEL2 PE=1 SV=1
OG0001734	P32477 GSH1_YEAST Glutamate--cysteine ligase GN=GSH1 PE=1 SV=1	P32477 GSH1_YEAST Glutamate--cysteine ligase GN=GSH1 PE=1 SV=1
OG0001735	Q08929 GUP2_YEAST Glycerol uptake protein 2 GN=GUP2 PE=3 SV=1	Q08929 GUP2_YEAST Glycerol uptake protein 2 GN=GUP2 PE=3 SV=1
OG0001736	P48365 GYP7_YEAST GTPase-activating protein GYP7 GN=GYP7 PE=1 SV=1	P48365 GYP7_YEAST GTPase-activating protein GYP7 GN=GYP7 PE=1 SV=1
OG0001737	P53834 HCH1_YEAST Hsp90 co-chaperone HCH1 GN=HCH1 PE=1 SV=1	P53834 HCH1_YEAST Hsp90 co-chaperone HCH1 GN=HCH1 PE=1 SV=1
OG0001738	P32769 HBS1_YEAST Elongation factor 1 alpha-like protein GN=HBS1 PE=1 SV=2	P32769 HBS1_YEAST Elongation factor 1 alpha-like protein GN=HBS1 PE=1 SV=2
OG0001739	P46943 GUF1_YEAST Translation factor GUF1_ mitochondrial GN=GUF1 PE=1 SV=2	P46943 GUF1_YEAST Translation factor GUF1_ mitochondrial GN=GUF1 PE=1 SV=2
OG0001740	P40857 HACD_YEAST Very-long-chain _3R_-3-hydroxyacyl-CoA dehydratase PHS1 GN=PHS1 PE=1 SV=1	P40857 HACD_YEAST Very-long-chain _3R_-3-hydroxyacyl-CoA dehydratase PHS1 GN=PHS1 PE=1 SV=1
OG0001741	P06774 HAP2_YEAST Transcriptional activator HAP2 GN=HAP2 PE=1 SV=1	P06774 HAP2_YEAST Transcriptional activator HAP2 GN=HAP2 PE=1 SV=1
OG0001742	Q96VH4 HBN1_YEAST Putative nitroreductase HBN1 GN=HBN1 PE=1 SV=1	Q96VH4 HBN1_YEAST Putative nitroreductase HBN1 GN=HBN1 PE=1 SV=1
OG0001743	P36113 HEL1_YEAST E3 ubiquitin-protein ligase HEL1 GN=HEL1 PE=1 SV=1	P36113 HEL1_YEAST E3 ubiquitin-protein ligase HEL1 GN=HEL1 PE=1 SV=1
OG0001744	P35843 HES1_YEAST Protein HES1 GN=HES1 PE=1 SV=1	P35843 HES1_YEAST Protein HES1 GN=HES1 PE=1 SV=1
OG0001745	Q12276 HER1_YEAST HMG2-induced ER-remodeling protein 1 GN=HER1 PE=1 SV=1	Q12276 HER1_YEAST HMG2-induced ER-remodeling protein 1 GN=HER1 PE=1 SV=1
OG0001746	Q12390 GST2_YEAST Glutathione S-transferase 2 GN=GTT2 PE=1 SV=1	Q12390 GST2_YEAST Glutathione S-transferase 2 GN=GTT2 PE=1 SV=1
OG0001747	P53154 GUP1_YEAST Glycerol uptake protein 1 GN=GUP1 PE=1 SV=1	P53154 GUP1_YEAST Glycerol uptake protein 1 GN=GUP1 PE=1 SV=1
OG0001748	P43570 GYP8_YEAST GTPase-activating protein GYP8 GN=GYP8 PE=1 SV=1	P43570 GYP8_YEAST GTPase-activating protein GYP8 GN=GYP8 PE=1 SV=1
OG0001749	P32480 HIR2_YEAST Protein HIR2 GN=HIR2 PE=1 SV=2	P32480 HIR2_YEAST Protein HIR2 GN=HIR2 PE=1 SV=2
OG0001750	P48239 GTO1_YEAST Glutathione S-transferase omega-like 1 GN=GTO1 PE=1 SV=1	P48239 GTO1_YEAST Glutathione S-transferase omega-like 1 GN=GTO1 PE=1 SV=1
OG0001751	P36156 GTO2_YEAST Glutathione S-transferase omega-like 2 GN=ECM4 PE=1 SV=1	P36156 GTO2_YEAST Glutathione S-transferase omega-like 2 GN=ECM4 PE=1 SV=1
OG0001752	P40531 GVP36_YEAST Protein GVP36 GN=GVP36 PE=1 SV=1	P40531 GVP36_YEAST Protein GVP36 GN=GVP36 PE=1 SV=1
OG0001753	P02309 H4_YEAST Histone H4 GN=HHF1 PE=1 SV=2	P02309 H4_YEAST Histone H4 GN=HHF1 PE=1 SV=2
OG0001754	P13434 HAP3_YEAST Transcriptional activator HAP3 GN=HAP3 PE=1 SV=1	P13434 HAP3_YEAST Transcriptional activator HAP3 GN=HAP3 PE=1 SV=1
OG0001755	P25364 HCM1_YEAST Forkhead transcription factor HCM1 GN=HCM1 PE=1 SV=3	P25364 HCM1_YEAST Forkhead transcription factor HCM1 GN=HCM1 PE=1 SV=3
OG0001756	P47171 HIR3_YEAST Histone transcription regulator 3 GN=HIR3 PE=1 SV=1	P47171 HIR3_YEAST Histone transcription regulator 3 GN=HIR3 PE=1 SV=1
OG0001757	Q12373 HIF1_YEAST HAT1-interacting factor 1 GN=HIF1 PE=1 SV=1	Q12373 HIF1_YEAST HAT1-interacting factor 1 GN=HIF1 PE=1 SV=1
OG0001758	Q04806 GTO3_YEAST Glutathione S-transferase omega-like 3 GN=GTO3 PE=1 SV=1	Q04806 GTO3_YEAST Glutathione S-transferase omega-like 3 GN=GTO3 PE=1 SV=1
OG0001759	Q02516 HAP5_YEAST Transcriptional activator HAP5 GN=HAP5 PE=1 SV=1	Q02516 HAP5_YEAST Transcriptional activator HAP5 GN=HAP5 PE=1 SV=1
OG0001760	P09950 HEM1_YEAST 5-aminolevulinate synthase_ mitochondrial GN=HEM1 PE=1 SV=1	P09950 HEM1_YEAST 5-aminolevulinate synthase_ mitochondrial GN=HEM1 PE=1 SV=1
OG0001761	P14064 HAP4_YEAST Transcriptional activator HAP4 GN=HAP4 PE=1 SV=2	P14064 HAP4_YEAST Transcriptional activator HAP4 GN=HAP4 PE=1 SV=2
OG0001762	P30606 ITR2_YEAST Myo-inositol transporter 2 GN=ITR2 PE=1 SV=2	P30606 ITR2_YEAST Myo-inositol transporter 2 GN=ITR2 PE=1 SV=2
OG0001763	P47119 ITPA_YEAST Inosine triphosphate pyrophosphatase GN=HAM1 PE=1 SV=1	P47119 ITPA_YEAST Inosine triphosphate pyrophosphatase GN=HAM1 PE=1 SV=1
OG0001764	P33417 IXR1_YEAST Intrastrand cross-link recognition protein GN=IXR1 PE=1 SV=2	P33417 IXR1_YEAST Intrastrand cross-link recognition protein GN=IXR1 PE=1 SV=2
OG0001765	P53193 JAC1_YEAST J-type co-chaperone JAC1_ mitochondrial GN=JAC1 PE=1 SV=1	P53193 JAC1_YEAST J-type co-chaperone JAC1_ mitochondrial GN=JAC1 PE=1 SV=1
OG0001766	Q12358 JLP1_YEAST Alpha-ketoglutarate-dependent sulfonate dioxygenase GN=JLP1 PE=1 SV=1	Q12358 JLP1_YEAST Alpha-ketoglutarate-dependent sulfonate dioxygenase GN=JLP1 PE=1 SV=1
OG0001767	Q06214 JIP5_YEAST WD repeat-containing protein JIP5 GN=JIP5 PE=1 SV=2	Q06214 JIP5_YEAST WD repeat-containing protein JIP5 GN=JIP5 PE=1 SV=2
OG0001768	P53863 JJJ1_YEAST J protein JJJ1 GN=JJJ1 PE=1 SV=1	P53863 JJJ1_YEAST J protein JJJ1 GN=JJJ1 PE=1 SV=1
OG0001769	Q12055 KAD6_YEAST Adenylate kinase isoenzyme 6 homolog FAP7 GN=FAP7 PE=1 SV=1	Q12055 KAD6_YEAST Adenylate kinase isoenzyme 6 homolog FAP7 GN=FAP7 PE=1 SV=1
OG0001770	Q02932 KA120_YEAST Importin beta-like protein KAP120 GN=KAP120 PE=1 SV=1	Q02932 KA120_YEAST Importin beta-like protein KAP120 GN=KAP120 PE=1 SV=1
OG0001771	Q12393 GEP5_YEAST Genetic interactor of prohibitin 5_ mitochondrial GN=GEP5 PE=1 SV=1	Q12393 GEP5_YEAST Genetic interactor of prohibitin 5_ mitochondrial GN=GEP5 PE=1 SV=1
OG0001772	P41913 GDS1_YEAST Protein GDS1 GN=GDS1 PE=1 SV=1	P41913 GDS1_YEAST Protein GDS1 GN=GDS1 PE=1 SV=1
OG0001773	P40036 GIP2_YEAST GLC7-interacting protein 2 GN=GIP2 PE=1 SV=1	P40036 GIP2_YEAST GLC7-interacting protein 2 GN=GIP2 PE=1 SV=1
OG0001774	P32190 GLPK_YEAST Glycerol kinase GN=GUT1 PE=3 SV=1	P32190 GLPK_YEAST Glycerol kinase GN=GUT1 PE=3 SV=1
OG0001775	P25373 GLRX1_YEAST Glutaredoxin-1 GN=GRX1 PE=1 SV=1	P25373 GLRX1_YEAST Glutaredoxin-1 GN=GRX1 PE=1 SV=1
OG0001776	Q08886 GPB1_YEAST Guanine nucleotide-binding protein subunit beta 1 GN=GPB1 PE=1 SV=1	Q08886 GPB1_YEAST Guanine nucleotide-binding protein subunit beta 1 GN=GPB1 PE=1 SV=1
OG0001777	Q06543 GPN3_YEAST GPN-loop GTPase 3 GN=GPN3 PE=1 SV=1	Q06543 GPN3_YEAST GPN-loop GTPase 3 GN=GPN3 PE=1 SV=1
OG0001778	P38068 GLRX7_YEAST Monothiol glutaredoxin-7 GN=GRX7 PE=1 SV=1	P38068 GLRX7_YEAST Monothiol glutaredoxin-7 GN=GRX7 PE=1 SV=1
OG0001779	P40367 GPI7_YEAST GPI ethanolamine phosphate transferase 2 GN=LAS21 PE=1 SV=1	P40367 GPI7_YEAST GPI ethanolamine phosphate transferase 2 GN=LAS21 PE=1 SV=1
OG0001780	Q08227 INP54_YEAST Phosphatidylinositol 4_5-bisphosphate 5-phosphatase INP54 GN=INP54 PE=1 SV=1	Q08227 INP54_YEAST Phosphatidylinositol 4_5-bisphosphate 5-phosphatase INP54 GN=INP54 PE=1 SV=1
OG0001781	P53877 IPI3_YEAST Pre-rRNA-processing protein IPI3 GN=IPI3 PE=1 SV=1	P53877 IPI3_YEAST Pre-rRNA-processing protein IPI3 GN=IPI3 PE=1 SV=1
OG0001782	P40006 IRC22_YEAST Increased recombination centers protein 22 GN=IRC22 PE=1 SV=1	P40006 IRC22_YEAST Increased recombination centers protein 22 GN=IRC22 PE=1 SV=1
OG0001783	P43623 METC_YEAST Putative cystathionine beta-lyase GN=IRC7 PE=1 SV=1	P43623 METC_YEAST Putative cystathionine beta-lyase GN=IRC7 PE=1 SV=1
OG0001784	P17119 KAR3_YEAST Kinesin-like protein KAR3 GN=KAR3 PE=1 SV=1	P17119 KAR3_YEAST Kinesin-like protein KAR3 GN=KAR3 PE=1 SV=1
OG0001785	Q08220 GSHB_YEAST Glutathione synthetase GN=GSH2 PE=1 SV=1	Q08220 GSHB_YEAST Glutathione synthetase GN=GSH2 PE=1 SV=1
OG0001786	P53290 GTR2_YEAST GTP-binding protein GTR2 GN=GTR2 PE=1 SV=1	P53290 GTR2_YEAST GTP-binding protein GTR2 GN=GTR2 PE=1 SV=1
OG0001787	Q07729 GUAD_YEAST Probable guanine deaminase GN=GUD1 PE=1 SV=1	Q07729 GUAD_YEAST Probable guanine deaminase GN=GUD1 PE=1 SV=1
OG0001788	P00498 HIS1_YEAST ATP phosphoribosyltransferase GN=HIS1 PE=1 SV=1	P00498 HIS1_YEAST ATP phosphoribosyltransferase GN=HIS1 PE=1 SV=1
OG0001789	P06633 HIS7_YEAST Imidazoleglycerol-phosphate dehydratase GN=HIS3 PE=1 SV=2	P06633 HIS7_YEAST Imidazoleglycerol-phosphate dehydratase GN=HIS3 PE=1 SV=2
OG0001790	P46973 HIT1_YEAST Protein HIT1 GN=HIT1 PE=1 SV=1	P46973 HIT1_YEAST Protein HIT1 GN=HIT1 PE=1 SV=1
OG0001791	P38074 HMT1_YEAST Protein arginine N-methyltransferase 1 GN=HMT1 PE=1 SV=1	P38074 HMT1_YEAST Protein arginine N-methyltransferase 1 GN=HMT1 PE=1 SV=1
OG0001792	P53843 IST1_YEAST Vacuolar protein sorting-associated protein IST1 GN=IST1 PE=1 SV=1	P53843 IST1_YEAST Vacuolar protein sorting-associated protein IST1 GN=IST1 PE=1 SV=1
OG0001793	P38250 IST2_YEAST Increased sodium tolerance protein 2 GN=IST2 PE=1 SV=2	P38250 IST2_YEAST Increased sodium tolerance protein 2 GN=IST2 PE=1 SV=2
OG0001794	P36224 JNM1_YEAST Nuclear migration protein JNM1 GN=JNM1 PE=1 SV=2	P36224 JNM1_YEAST Nuclear migration protein JNM1 GN=JNM1 PE=1 SV=2
OG0001795	P07170 KAD2_YEAST Adenylate kinase GN=ADK1 PE=1 SV=2	P07170 KAD2_YEAST Adenylate kinase GN=ADK1 PE=1 SV=2
OG0001796	Q03020 ISU1_YEAST Iron sulfur cluster assembly protein 1_ mitochondrial GN=ISU1 PE=1 SV=1	Q03020 ISU1_YEAST Iron sulfur cluster assembly protein 1_ mitochondrial GN=ISU1 PE=1 SV=1
OG0001797	P53125 ITC1_YEAST Imitation switch two complex protein 1 GN=ITC1 PE=1 SV=1	P53125 ITC1_YEAST Imitation switch two complex protein 1 GN=ITC1 PE=1 SV=1
OG0001798	Q12442 IZH2_YEAST ADIPOR-like receptor IZH2 GN=IZH2 PE=1 SV=2	Q12442 IZH2_YEAST ADIPOR-like receptor IZH2 GN=IZH2 PE=1 SV=2
OG0001799	P43615 IRC6_YEAST Increased recombination centers protein 6 GN=IRC6 PE=1 SV=1	P43615 IRC6_YEAST Increased recombination centers protein 6 GN=IRC6 PE=1 SV=1
OG0001800	P0CT04 IPB2_YEAST Protease B inhibitor 2 GN=PBI2 PE=1 SV=1	P0CT04 IPB2_YEAST Protease B inhibitor 2 GN=PBI2 PE=1 SV=1
OG0001801	Q04934 IVY1_YEAST Protein IVY1 GN=IVY1 PE=1 SV=1	Q04934 IVY1_YEAST Protein IVY1 GN=IVY1 PE=1 SV=1
OG0001802	Q07532 IWR1_YEAST RNA polymerase II nuclear localization protein IWR1 GN=IWR1 PE=1 SV=2	Q07532 IWR1_YEAST RNA polymerase II nuclear localization protein IWR1 GN=IWR1 PE=1 SV=2
OG0001803	P47135 JSN1_YEAST Protein JSN1 GN=JSN1 PE=1 SV=1	P47135 JSN1_YEAST Protein JSN1 GN=JSN1 PE=1 SV=1
