W29_NCBI	CLIB122_NCBI	CLIB122_UNIPROT	standard_A	standard_B	standard_C	standard_D	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	LowpH_D	Protein_name	ec_number
YALI1_B26112g	YALI0B19998g1_1	Q6CDZ4	63.50245432	44.9304671	70.16357936	54.92556395	45.46989879	47.72583601	62.22843455	95.57779233	101.1351367	115.1896609	111.729954	similar to uniprot|Q12680 Saccharomyces cerevisiae YDL171c GLT1 glutamate synthase (NAPDPH) (GOGAT	
YALI1_C29810g	YALI0C21560g1_1	Q6CB65	390.9596161	428.4756463	338.8197435	366.4183251	440.3972328	310.235831	342.6484607	542.4838477	402.9704509	459.6402262	491.2807868	highly similar to uniprot|P14126 Saccharomyces cerevisiae YOR063w TCM1 60S large subunit ribosomal protein L3.e	
YALI1_B25427g	YALI0B19382g1_1	Q6CE16	107.7728992	64.48126492	90.05811895	98.18744066	79.00455654	90.71623107	72.50251208	107.4487611	123.1544471	112.4555269	114.5199121	"uniprot|Q6CE16 Yarrowia lipolytica YALI0B19382g FAS2 Fatty acid synthase subunit alpha, putative"	
YALI1_E19557g	YALI0E16346g1_1	Q6C5P5	237.0135293	333.1495623	180.6188843	246.4138392	194.8874362	189.7230031	203.0961176	170.2435049	181.6800967	227.7822465	179.7754748	"highly similar to uniprot|O13426 Candida albicans Serine hydroxymethyltransferase, cytosolic"	2.1.2.1
YALI1_D28569g	YALI0D22484g1_1	Q6C859	159.069197	256.4990655	186.261575	119.2912233	102.3384444	115.2139866	165.1963359	150.5391396	159.7931684	132.70769	204.2384551	"similar to uniprot|P37292 Saccharomyces cerevisiae YBR263w SHM1 serine hydroxymethyltransferase precursor, mitochondrial"	2.1.2.1
YALI1_D10535g	YALI0D08228g1_1	F2Z694	394.3653282	242.4950424	401.3189095	383.1503038	470.3811042	345.0079087	396.1389238	328.8476912	556.7118457	614.4340401	444.5674553	uniprot|F2Z694 Yarrowia lipolytica YALI0D08228g AAC1 ADP/ATP carrier protein	
YALI1_A10708g	YALI0A10659g1_1	F2Z5Z3	372.2527958	244.942201	435.8882382	387.0168967	501.2274914	399.1153183	440.8138448	306.2273506	518.4174866	518.1438463	373.134665	uniprot|Q8J0M2 Yarrowia lipolytica YALI0A10659g AAC2 ADP/ATP carrier protein	
YALI1_F37463g	YALI0F29909g1_1	Q6BZY5	315.9276665	322.5539904	361.7667483	491.1620582	314.8358669	333.5837673	386.1345004	142.0228625	105.4981031	74.9165124	22.99931181	weakly similar to uniprot|Q03104 Saccharomyces cerevisiae YML128c GIN3 unknown function	
YALI1_E31947g	YALI0E27005g1_1	Q6C4G4	414.5983945	497.7560679	353.4743065	424.5588285	454.1421896	372.3389154	334.739335	392.8772744	429.1000967	417.4114653	411.4623681	"uniprot|Q6C4G4 Yarrowia lipolytica YALI0E27005g PDB1 Pyruvate Dehydrogenase Beta subunit, putative"	
YALI1_D20222g	YALI0D16357g1_1	P59680	189.1810806	136.7464399	173.7306804	177.4185277	196.6792463	195.4372272	175.2553697	135.7462747	138.5918248	129.445455	139.7409466	uniprot|P59680 Yarrowia lipolytica YALI0D16357g PFK1 6-phosphofructokinase	2.7.1.11
YALI1_C15991g	YALI0C11407g1_1	Q6CC91	56.48370831	49.53299202	68.1159002	53.58943171	57.97060877	59.71166163	56.90725218	74.86396442	78.27030263	91.48980388	93.4452445	uniprot|Q6CC91 Yarrowia lipolytica YALI0C11407g ACC1 Acetyl-CoA-carboxylase	
YALI1_E23912g	YALI0E20031g1_1	Q6C592	517.1204084	696.1546064	462.7616071	425.7875444	442.3742641	572.860207	397.7949466	552.1230284	319.7306264	387.2940086	517.3658775	similar to uniprot|P38011 Saccharomyces cerevisiae YMR116c ASC1 40S small subunit ribosomal protein	
YALI1_F12874g	YALI0F09229g1_1	Q6C2B5	628.9263405	1407.647503	709.7298114	874.6660205	740.5938809	676.6044355	843.1090722	1038.243688	856.458567	984.0215033	946.1803228	highly similar to uniprot|P36010 Saccharomyces cerevisiae YKL067w YNK1 nucleoside diphosphate kinase	2.7.4.6
YALI1_A10827g	YALI0A10725g1_1	Q6CHA6	631.0654621	1095.441866	666.3604741	858.4719104	835.4344345	793.1496703	762.8796406	1022.483058	774.9588105	820.8527911	856.1427321	"similar to uniprot|P26786 Saccharomyces cerevisiae YOR096W RPS7A (ohnolog of YNL096C) Protein component of the small (40S) ribosomal subunit, nearly identical to Rps7Bp"	
YALI1_A02775g	YALI0A02310g1_1	Q6CI26	359.3222872	231.7936568	337.2645021	344.4237441	350.1744882	310.1365559	266.3021058	271.4001914	330.8653329	277.7209592	225.4161211	highly similar to uniprot|P32861 Saccharomyces cerevisiae YKL035W (ohnolog of YHL012W) UGP1 UTP--glucose- 1-phosphate uridylyltransferase	2.7.7.9
YALI1_F38629g			495.58265	427.0908001	454.2160021	379.3596237	469.9897749	422.6988934	415.2498436	470.2011783	420.3421329	513.6251257	535.7067957	No description in CLIB122	
YALI1_D32209g	YALI0D24409g1_1	Q6C7Y2	266.844203	271.243042	199.4694537	211.1826886	259.4916933	227.6002789	196.8948206	240.3238575	276.7051467	283.7638853	228.4493736	highly similar to uniprot|P38009 Saccharomyces cerevisiae YMR120C ADE17 (ohnolog of YLR028C) Enzyme of de novo purine biosynthesis	
YALI1_E22238g	YALI0E18568g1_1	Q05493	355.5660105	339.216598	438.6174712	413.8232914	392.2559266	465.1139465	359.3930048	307.1665871	365.6731089	323.0905647	303.8804807	"uniprot|Q05493 Yarrowia lipolytica YALI0E18568g POT1 3-ketoacyl-CoA thiolase with broad chain length specificity, putative"	2.3.1.16
YALI1_E03584g	YALI0E03036g1_1	Q6C781	229.0100941	277.7771708	250.0086135	263.4506036	220.493194	267.3745932	334.739335	368.0381745	264.7116341	229.9309571	284.9908094	similar to uniprot|P55059 Humicola insolens disulfide isomerase precursor	5.3.4.1
YALI1_E18927g	YALI0E15708g1_1	Q6C5R9	234.2704863	257.4959956	282.28162	223.1263917	233.460882	306.6223311	285.715543	192.9516359	186.0941199	178.4408804	154.6473318	"uniprot|Q6C5R9 Yarrowia lipolytica YALI0E15708g MLS1 Malate synthase, putative"	2.3.3.9
YALI1_B28292g	YALI0B21662g1_1	Q6CDS1	108.566899	39.09196332	101.3427765	100.0150293	114.4745971	105.3246741	93.1431228	114.5260882	107.3027508	128.3619059	141.2346689	weakly similar to uniprot|P06105 Saccharomyces cerevisiae YJL080c SCP160 required for maintenance of exact ploidy	
YALI1_F06197g	YALI0F04095g1_1	Q6C2Y4	268.4614873	286.7523941	282.4479453	308.835037	258.4773873	357.7022151	297.6926225	340.2976171	259.5401914	330.4855877	376.5470799	"uniprot|Q6C2Y4 Yarrowia lipolytica YALI0F04095g IDP1 Isocitrate dehydrogenase, putative"	1.1.1.42
YALI1_F25001g	YALI0F18766g1_1	Q6C169	547.9271707	585.2587259	488.5543784	537.4577341	513.4217629	515.686331	433.3013571	660.7006983	630.9047938	612.2748393	657.6811958	highly similar to uniprot|P0CX37 Saccharomyces cerevisiae YPL090C (ohnolog of YBR181C) RPS10B ribosomal protein	
YALI1_A20408g	YALI0A19470g1_1	Q6CGG9	208.6775621	147.647527	187.1839224	224.8270534	180.9025832	197.1737616	166.0143706	164.7740202	202.9556283	184.6802559	198.9333477	"similar to uniprot|Q06440 Saccharomyces cerevisiae YLR429w CRN1 a coronin, that promotes actin polymerization and crosslinking to microtubules"	
YALI1_F32305g	YALI0F24959g1_1	Q6C0G4	651.7494007	846.3935003	575.6228758	615.8153623	629.5090598	554.5112926	614.3954706	669.7957605	594.3000996	661.0849341	712.8590785	similar to uniprot|P0CX40 Saccharomyces cerevisiae YER102W (ohnolog of YBL072C) RPS8B ribosomal protein	
YALI1_C33458g	YALI0C24420g1_1	Q6CAT7	210.8057587	204.390438	201.3223269	153.919893	248.9295473	223.4091855	188.6345888	161.7449198	181.3809517	159.6413951	189.07899	similar to uniprot|P29547 Saccharomyces cerevisiae YPL048w CAM1 translation elongation factor eEF1 gamma homologue	
YALI1_B16544g	YALI0B12562g1_1	Q6CEV6	162.2328519	162.9366404	155.9632529	122.7023656	190.6918167	204.5102884	218.9257228	152.0847062	170.5479763	148.8362361	200.3822416	"uniprot|Q6CEV6 Yarrowia lipolytica YALI0B12562g TEF4 Gamma subunit of translational elongation factor eEF1B, glutathione transferase"	
YALI1_D19252g	YALI0D15708g1_1	Q6C8Y9	284.2522073	174.7865396	409.3177401	276.1685975	255.4453625	311.9435337	353.3236972	301.9792617	286.5855927	286.434322	320.4370958	uniprot|Q6C8Y9 Yarrowia lipolytica YALI0D15708g ACD2 Acyl CoA dehydrogenase	
YALI1_C24891g	YALI0C17567g1_1	Q6CBL5	747.8772787	219.2173677	609.560912	838.5051406	353.6141806	300.578025	259.6079094	279.0381923	615.8117191	750.8845369	413.5591187	some similarities with uniprot|P18899 Saccharomyces cerevisiae DNA damage-responsive protein 48	
YALI1_A17177g	YALI0A17127g1_1	Q6CGR2	61.95193269	68.66316824	88.94463408	74.28624874	64.06123704	60.10180984	88.60741449	75.73112649	74.47877212	69.22746609	83.08174602	similar to uniprot|P22137 Saccharomyces cerevisiae YGL206c CHC1 Clathrin heavy chain	
YALI1_A22454g	YALI0A21439g1_1	Q6CG80	238.0178444	333.0059229	278.7062448	199.9145113	373.9006852	466.9070391	411.6482645	258.2771127	266.110733	336.5847958	277.4048111	similar to uniprot|Q7S5S1 Neurospora crassa NCU09800 putative dioxygenase	
YALI1_F19090g	YALI0F14223g1_1	Q6C1Q9	335.63776	245.0171226	318.2775401	304.2924071	398.272819	284.3118168	304.3522674	270.9946126	375.2525808	363.1517671	267.3473267	similar to uniprot|P40035 Saccharomyces cerevisiae YER053c related to mitochondrial phosphate carrier protein	
YALI1_D14058g	YALI0D11176g1_1	Q6C9H5	74.17882304	67.74855206	99.47769521	103.1626309	60.53352116	85.03474653	96.63536178	79.32473326	91.96766872	100.9618302	73.9229736	similar to uniprot|P47169 Saccharomyces cerevisiae YJR137c ECM17 involved in cell wall biogenesis and architecture	
YALI1_E13899g	YALI0E11099g1_1	Q6L8K7	301.7160175	81.40540275	295.4879491	250.6477636	320.3880699	331.1086361	323.6077521	340.2747033	271.1145897	315.0651977	409.3267514	uniprot|Q6L8K7 Yarrowia lipolytica YALI0E11099g PAT1 Acetyl-CoA C-acetyltransferase (acetoacetyl-CoA thiolase)	2.3.1.9
YALI1_D14260g	YALI0D11374g1_1	Q6C9G6	150.5277684	219.2621101	163.4784066	168.0622966	182.7119135	183.1855154	184.7203477	144.632053	162.1905619	174.3094994	156.359801	uniprot|Q6C9G6 Yarrowia lipolytica YALI0D11374g SDH1 Succinate dehydrogenase	1.3.5.1
YALI1_E31389g	YALI0E26455g1_1	Q6C4I7	1192.753073	1582.689681	891.5981726	1378.352169	758.8021107	905.7167288	820.521996	816.2977677	787.2864822	1043.237704	687.4906594	similar to uniprot|P02293 Saccharomyces cerevisiae YDR224c HTB1 histone H2B	
YALI1_E32332g	YALI0E27346g1_1	Q6C4E9	263.5797701	224.4374463	219.2862773	218.1720707	232.2037164	218.6451178	186.5862337	224.6978619	217.8861988	268.9071985	244.8920739	"highly similar to uniprot|P16140 Saccharomyces cerevisiae YBR127c VMA2 H+-ATPase V1 domain 60 KD subunit, vacuolar"	
YALI1_B27320g	YALI0B20922g1_1	Q6CDV4	293.3329958	270.9291494	343.4773471	294.6435214	292.3192801	429.6039306	304.631802	322.1808485	250.3781416	250.2459826	341.8734612	highly similar to uniprot|P47943 Schizosaccharomyces pombe Eukaryotic initiation factor 4A (eIF-4A) (eIF4A)	3.6.4.13
YALI1_B13948g	YALI0B10340g1_1	Q6CF46	183.4503666	156.2074805	200.2713984	164.2323009	207.6022189	196.0641683	177.6217194	176.7072836	205.1027378	170.3371353	184.881225	"uniprot|Q6CF46 Yarrowia lipolytica YALI0B10340g CAT2 Peroxisomal carnitine acetyl transferase, putative"	
YALI1_D30506g	YALI0D23595g1_1	Q6C816	151.9021488	125.6953818	167.8360087	154.4261255	159.9236558	139.0530924	122.2105173	134.3676437	217.8486152	208.120665	167.0522895	similar to uniprot|P32468 Saccharomyces cerevisiae YHR107C CDC12 Component of the septin ring of the mother- bud neck that is required for cytokinesis	
YALI1_D35768g	YALI0D27148g1_1	Q6C7L3	99.68226725	106.4738524	93.04933477	107.3966468	79.1904176	96.70537158	72.05793597	160.1976533	145.4839802	145.4071882	222.9883049	similar to uniprot|P32468 Saccharomyces cerevisiae YHR107c CDC12 septin	
YALI1_D05873g	YALI0D04741g1_1	Q6CA97	256.9511765	226.4591295	195.8125975	238.0929759	282.9924773	258.0116288	238.8309832	328.1093186	287.2787379	287.1271013	299.471213	"uniprot|Q6CA97 Yarrowia lipolytica YALI0D04741g LSC2 Succinyl-CoA ligase beta subunit mitochondrial precursor, putative"	6.2.1.5
YALI1_B11532g	YALI0B08536g1_1	Q6CFB6	235.6581506	315.7543502	334.4301971	275.4018488	185.2327103	296.4985014	265.4656655	394.7568762	241.1845448	285.6390718	309.562253	"uniprot|Q6CFB6 Yarrowia lipolytica YALI0B08536g ERG10 Acetyl-CoA C-acetyltransferase (acetoacetyl-CoA thiolase), putative"	
YALI1_B27874g	YALI0B21428g1_1	Q6CDT1	154.2740502	128.981403	134.8703511	154.1602076	170.4872046	215.0185768	189.3176024	159.3916565	159.9750836	153.6457219	166.7646297	highly similar to uniprot|P14742 Saccharomyces cerevisiae YKL104C GFA1 (ohnolog of YMR084W) Glutamine- fructose-6-phosphate amidotransferase	
YALI1_E11943g	YALI0E09603g1_1	Q6C6H1	116.2439286	53.61650887	131.7956975	121.2653892	108.4913375	94.89655723	101.5855855	104.8659239	125.8394827	134.0198272	122.5877326	similar to uniprot|P33327 Saccharomyces cerevisiae YDL215c GDH2 NAD-specific glutamate dehydrogenase (NAD)	1.4.1.2
YALI1_F12917g	YALI0F09273g1_1	Q6C2B3	262.8843401	215.1024633	164.1372279	261.1114753	227.8944403	182.1445487	237.4933805	227.9969482	209.9115624	225.0318028	242.6556034	uniprot|Q6C2B3 Yarrowia lipolytica YALI0F09273g DAK2 dihydroxyacetone kinase	
YALI1_D07379g	YALI0D05753g1_1	Q6CA55	734.5844031	1050.945849	666.3604741	791.4336607	704.5125845	793.1496703	619.5967029	1008.635925	667.0335066	759.1248575	791.7610034	"highly similar to uniprot|P06367 Saccharomyces cerevisiae YCR031C (ohnolog of YJL191W) RPS14A Ribosomal protein 59 of the small subunit, required for ribosome assembly and 20S pre-rRNA processing"	
YALI1_D07981g	(YALI0D06215g1_1-YALI0D06215g2_1)	Q6CA37	269.0956964	296.2795801	256.9899993	280.9987372	243.4200449	253.0254724	227.9257344	194.1376753	199.2897618	199.1845691	179.0033353	"uniprot|Q6CA37 Yarrowia lipolytica YALI0D06215g EHD3 Enoyl-CoA hydratase, putative"	3.1.2.4
YALI1_E07676g	YALI0E06457g1_1	Q6C6T5	70.28749851	77.90172357	91.60011603	70.03237181	83.23905531	93.90996119	70.24944838	64.80639552	66.77199245	75.58788138	66.53277409	similar to uniprot|P07702 Saccharomyces cerevisiae LYS2 YBR115C Alpha aminoadipate reductase	
YALI1_F18105g	YALI0F13541g1_1	Q6C1T4	357.6133116	304.5067472	291.4744204	411.3942801	284.0981477	323.4517694	358.8161803	320.3500295	291.7688133	345.5469051	290.113365	"highly similar to uniprot|P00817 Saccharomyces cerevisiae YBR011c IPP1 inorganic pyrophosphatase, cytoplasmic"	3.6.1.1
YALI1_E02906g			523.2290403	892.9840743	420.0590674	504.5339428	357.4947961	348.021338	259.3206445	613.1355962	667.0335066	564.2019202	652.5560504	No description in CLIB122	
YALI1_C22922g	YALI0C15895g1_1	Q6CBS7	637.3594728	634.7060965	569.7761251	524.2517388	549.225563	576.4747635	438.4540932	570.9466603	520.0075361	519.7330565	617.2428888	highly similar to uniprot|P46990 Saccharomyces cerevisiae YJL177W (ohnolog of YKL180W) RPL20B 60s large subunit ribosomal protein L17.e	
YALI1_E33056g	YALI0E27962g1_1	Q6C4C2	128.9677628	109.8156938	156.1291079	143.6545912	154.6715828	154.8224678	152.0940947	72.21071807	90.66316927	76.10063621	79.37233973	highly similar to uniprot|P31539 Saccharomyces cerevisiae YLL026w HSP104 heat shock protein	
YALI1_C28513g	YALI0C20449g1_1	Q6CBA9	394.0624579	257.0418941	443.4040627	407.9766431	500.3095655	487.0515775	457.2499316	300.9625898	406.1686164	405.9542253	369.6999288	"similar to uniprot|P42940 Saccharomyces cerevisiae YGR207c ETF-BETA electron-transferring flavoprotein, beta chain"	
YALI1_A17085g	YALI0A17020g1_1	Q6CGR5	109.1979984	61.97336965	118.3668207	123.4806882	100.7370766	121.7023359	90.96388687	0	26.16477468	20.25900189	11.96793773	hypothetical protein conserved in the Yarrowia clade	
YALI1_E14988g	YALI0E12133g1_1	Q6C662	1048.842525	705.3394196	532.2125733	878.512435	1071.118907	866.4450245	793.0812129	376.5364065	450.8579784	479.2427678	499.8462782	similar to uniprot|P00445 Saccharomyces cerevisiae YJR104c SOD1 copper-zinc superoxide dismutase	1.15.1.1
YALI1_B18707g	YALI0B14146g1_1	Q6CEP2	257.7824479	342.0570691	360.3363837	331.5459658	306.6673047	286.4142543	319.584167	394.2460576	330.0766563	357.8467569	431.6266242	highly similar to uniprot|P05317 Saccharomyces cerevisiae YLR340w RPLA0 acidic ribosomal protein L10.e singleton	
YALI1_E06015g	YALI0E05137g1_1	Q6C6Z1	274.0754462	384.4521551	346.019617	272.2271097	283.8024649	234.7554512	351.468538	166.8690396	306.4241595	318.2315225	282.024908	"uniprot|Q6C6Z1 Yarrowia lipolytica YALI0E05137g IDH1 Isocitrate dehydrogenase (NAD+) subunit 1 mitochondrial, putative"	
YALI1_D14199g	YALI0D11330g1_1	Q6C9G8	359.2171905	467.3431404	314.0369268	344.9323609	332.0169421	424.4665804	346.0015341	358.1368077	241.9220603	299.6864537	312.5705146	uniprot|Q6C9G8 Yarrowia lipolytica YALI0D11330g MCR1  Cytochrome-b5 reductase	1.6.2.2
YALI1_B18645g	YALI0B14102g1_1	Q6CEP4	133.8723549	19.80887987	134.0365077	102.4768849	152.7903901	172.3774922	133.9865813	99.64813477	127.9790245	133.3271187	133.4106171	weakly similar to uniprot|P15891 Saccharomyces cerevisiae YCR088w ABP1 Actin binding protein	
YALI1_E19014g	YALI0E15818g1_1	Q6C5R5	171.2607333	216.7605758	172.7903638	201.5656289	194.3341844	212.2664395	177.8574744	210.230911	226.8862145	209.0582158	190.3879863	some similarities with uniprot|P10127 Saccharomyces cerevisiae YGL256w ADH4 alcohol dehydrogenase IV	
YALI1_E24442g	YALI0E20581g1_1	Q6C569	1180.672484	281.6079126	545.0503137	867.0725914	903.9413413	780.7560073	694.4870382	1040.595245	747.657504	1013.601589	937.9660409	similar to uniprot|P38701 Saccharomyces cerevisiae YHL015w URP2 ribosomal protein	
YALI1_D13238g	YALI0D10593g1_1	Q6C9K0	280.6961621	213.0216445	269.1492121	269.5338432	198.744544	282.1954594	259.8093708	229.1647297	291.0689901	222.8549313	256.0649287	similar to uniprot|P40495 Saccharomyces cerevisiae YIL094c LYS12 homo-isocitrate dehydrogenase	
YALI1_E29319g	YALI0E24607g1_1	Q6C4Q2	77.69056468	57.39767009	103.0368552	98.50940996	70.5881483	112.1076406	98.52878871	87.72982422	98.38033261	102.1711966	86.54907844	"similar to uniprot|P26637 Saccharomyces cerevisiae YPL160w CDC60 leucine--tRNA ligase, cytosolic"	
YALI1_D29481g	YALI0D22891g1_1	Q6C844	180.0740398	370.1179556	292.673042	241.0150087	170.7746577	200.0748005	214.1775881	196.9137239	230.5751902	230.4534839	260.720839	"highly similar to uniprot|P38999 Saccharomyces cerevisiae YNR050C LYS9 Saccharopine dehydrogenase (NADP+, L-glutamate-forming)"	
YALI1_F30459g	YALI0F23221g1_1	Q6C0N3	196.2687429	170.2665259	186.65576	211.4579196	173.5348166	190.4074038	173.1924027	158.9264054	161.7745242	202.8255444	202.9525674	"similar to uniprot|P16120 Saccharomyces cerevisiae YCR053w THR4 Threonine synthase, conserved protein that catalyzes formation of threonine from 0-phosphohomoserine"	
YALI1_E26336g	YALI0E22352g1_1	Q6C4Z8	315.4007435	604.386735	272.2738995	301.4910779	302.4891244	237.0422423	278.3174323	314.4521432	379.1755814	445.4345578	298.5521872	highly similar to uniprot|P26321 Saccharomyces cerevisiae YPL131w RPL1 60S large subunit ribosomal protein L5.e	
YALI1_F37559g	YALI0F30019g1_1	Q6BZY1	77.55769373	67.28263947	87.40023048	58.47568414	71.47750135	72.41159044	77.51570789	65.70222956	86.71171184	70.38847171	70.02606149	similar to uniprot|P38972 Saccharomyces cerevisiae YGR061c ADE6 5 -phosphoribosylformyl glycinamidine synthetase	
YALI1_F26873g	YALI0F20218g1_1	Q6C109	108.9731927	53.66852836	114.6505395	97.55727665	90.23673992	109.2994296	105.5108595	82.94575059	88.90882435	88.86189492	88.40437031	similar to uniprot|P07806 Saccharomyces cerevisiae YGR094w VAS1 valyl-tRNA synthetase	
YALI1_E16649g	YALI0E13618g1_1	Q6C603	403.6712545	532.4206464	252.0404246	451.9081037	370.862392	299.9964545	370.130617	355.33054	468.9539396	398.2577774	378.7146709	highly similar to uniprot|O60143 Schizosaccharomyces pombe 60S ribosomal protein L7-C	
YALI1_B22853g	YALI0B17666g1_1	Q6CE87	106.7208034	133.315034	119.6770031	100.3952825	137.9281705	112.3035148	120.2195172	110.9046941	109.2235016	104.1271707	108.6037854	similar to uniprot|Q01217 Saccharomyces cerevisiae YER069w ARG5_6 acetylglutamate kinase and acetylglutamyl- phosphate reductase	
YALI1_D17206g	YALI0D13882g1_1	Q6C955	567.5768688	915.2176486	692.7409579	585.6281433	469.9897749	597.2675919	489.7857985	518.0010856	715.2183098	527.0058583	493.8733408	highly similar to uniprot|P0CX53 Saccharomyces cerevisiae YEL054C (ohnolog of YDR418W) RPL12A Ribosomal Protein of the Large subunit	
YALI1_E17466g	YALI0E14465g1_1	Q6C5W9	313.4765941	157.5860393	384.8265539	305.0880531	312.393265	348.2943298	436.0467124	418.6109083	384.4067672	384.2038628	418.4255396	similar to uniprot|P25443 Saccharomyces cerevisiae YGL123w SUP44 40S small subunit ribosomal protein	
YALI1_A09766g	YALI0A09900g1_1	Q6CHD8	172.603878	141.2313845	186.3271577	164.1860401	151.8657911	167.4492627	151.2750951	205.7492071	140.3235374	170.2891549	161.9328107	Highly similar to uniprot|P17255 Saccharomyces cerevisiae YDL185W VMA1 Subunit A of the V1 peripheral membrane domain of V-ATPase	
YALI1_A20370g	YALI0A19426g1_1	Q6CGH1	419.8737218	524.5039179	367.06443	356.8043846	312.393265	390.0998853	417.5970804	560.6916861	370.2629372	489.0477519	468.6489012	similar to uniprot|P34227 Saccharomyces cerevisiae YBL064C PRX1 Mitochondrial peroxiredoxin with thioredoxin peroxidase activity	
