W29_NCBI	CLIB122_UNIPROT	CLIB122_NCBI	standard_A	standard_B	standard_C	standard_D	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	LowpH_D	Protein_name	ec_number
YALI1_E19557g	Q6C5P5	YALI0E16346g1_1	2936.623928	779.5782577	2750.129386	3029.661359	2934.776487	2969.797114	2679.786366	2637.426295	2248.357215	2187.773851	2650.170961	"highly similar to uniprot|O13426 Candida albicans Serine hydroxymethyltransferase, cytosolic"	2.1.2.1
YALI1_D28569g	Q6C859	YALI0D22484g1_1	1308.528803	625.9175704	1186.226502	1186.582203	1301.735859	1200.711797	1124.788675	1703.079622	1578.713957	1364.031673	1280.403816	"similar to uniprot|P37292 Saccharomyces cerevisiae YBR263w SHM1 serine hydroxymethyltransferase precursor, mitochondrial"	2.1.2.1
YALI1_D10535g	F2Z694	YALI0D08228g1_1	328.9585635	236.6348627	204.174092	395.5756815	337.0610438	189.0493325	184.6773597	333.1212062	511.6527733	652.6948751	298.3596469	uniprot|F2Z694 Yarrowia lipolytica YALI0D08228g AAC1 ADP/ATP carrier protein	
YALI1_A10708g	F2Z5Z3	YALI0A10659g1_1	854.8571875	779.1886385	633.37098	772.5979262	1287.563887	792.7112435	861.4943158	409.3748464	817.5067707	782.1696672	471.0647723	uniprot|Q8J0M2 Yarrowia lipolytica YALI0A10659g AAC2 ADP/ATP carrier protein	
YALI1_F37463g	Q6BZY5	YALI0F29909g1_1	8171.715643	2068.981851	8744.385676	14614.87235	9707.792526	9334.341446	14043.48016	2453.165026	1980.373586	885.0103276	492.8817822	weakly similar to uniprot|Q03104 Saccharomyces cerevisiae YML128c GIN3 unknown function	
YALI1_E31947g	Q6C4G4	YALI0E27005g1_1	14943.14166	7715.339849	10249.28451	13582.85902	18008.01055	16069.87969	11062.22935	16003.10356	11610.80607	13872.34558	11688.94077	"uniprot|Q6C4G4 Yarrowia lipolytica YALI0E27005g PDB1 Pyruvate Dehydrogenase Beta subunit, putative"	
YALI1_D20222g	P59680	YALI0D16357g1_1	3656.818733	504.0458273	3266.001302	3122.288632	3900.335121	4406.481963	3739.374108	2235.518968	2349.89356	2717.432721	2046.90892	uniprot|P59680 Yarrowia lipolytica YALI0D16357g PFK1 6-phosphofructokinase	2.7.1.11
YALI1_C15991g	Q6CC91	YALI0C11407g1_1	1398.530987	58.60751592	1019.119084	1031.491932	1155.065784	1385.46927	966.8396525	1654.108483	1533.018112	1725.621732	1553.481458	uniprot|Q6CC91 Yarrowia lipolytica YALI0C11407g ACC1 Acetyl-CoA-carboxylase	
YALI1_E23912g	Q6C592	YALI0E20031g1_1	15089.61052	8478.406148	12096.20299	13420.71494	15512.14118	14783.0695	12134.18912	14461.3756	12214.63179	12589.86569	13232.32396	similar to uniprot|P38011 Saccharomyces cerevisiae YMR116c ASC1 40S small subunit ribosomal protein	
YALI1_F12874g	Q6C2B5	YALI0F09229g1_1	15917.42015	13295.30771	10595.98689	15122.87536	17331.16345	17543.03311	12810.34487	24045.0862	15580.27603	16060.18236	15655.43014	highly similar to uniprot|P36010 Saccharomyces cerevisiae YKL067w YNK1 nucleoside diphosphate kinase	2.7.4.6
YALI1_A10827g	Q6CHA6	YALI0A10725g1_1	12372.51177	9103.47934	10243.98702	13214.51236	14669.76116	14444.80564	13101.13577	19259.16947	14113.68763	12955.51619	12682.81834	"similar to uniprot|P26786 Saccharomyces cerevisiae YOR096W RPS7A (ohnolog of YNL096C) Protein component of the small (40S) ribosomal subunit, nearly identical to Rps7Bp"	
YALI1_A02775g	Q6CI26	YALI0A02310g1_1	6877.700153	1752.604564	4002.394791	5538.740042	5413.358921	4911.838969	3358.945746	4090.746737	4693.949821	5170.126072	3195.465441	highly similar to uniprot|P32861 Saccharomyces cerevisiae YKL035W (ohnolog of YHL012W) UGP1 UTP--glucose- 1-phosphate uridylyltransferase	2.7.7.9
YALI1_F38629g			10661.28969	2827.326101	7691.256142	7422.895577	9297.762145	9764.813654	8449.303686	10161.49844	8519.740355	10975.96453	10331.99067	No description in CLIB122	
YALI1_D32209g	Q6C7Y2	YALI0D24409g1_1	4048.113429	1395.152548	3123.361178	3236.959377	4036.992204	4075.111642	2849.157975	4553.817842	3801.069883	3796.724407	3239.215633	highly similar to uniprot|P38009 Saccharomyces cerevisiae YMR120C ADE17 (ohnolog of YLR028C) Enzyme of de novo purine biosynthesis	
YALI1_E22238g	Q05493	YALI0E18568g1_1	10495.56572	3503.906537	7906.637892	7588.80264	11100.14359	11512.63105	8871.723542	6943.855595	4932.681209	4538.715205	5244.454229	"uniprot|Q05493 Yarrowia lipolytica YALI0E18568g POT1 3-ketoacyl-CoA thiolase with broad chain length specificity, putative"	2.3.1.16
YALI1_E03584g	Q6C781	YALI0E03036g1_1	2430.640494	922.6038529	2415.087967	3408.238612	2604.870351	3518.64059	4572.271616	5503.242434	2939.577617	2331.029784	3266.298389	similar to uniprot|P55059 Humicola insolens disulfide isomerase precursor	5.3.4.1
YALI1_E18927g	Q6C5R9	YALI0E15708g1_1	8341.197989	2945.415781	7436.461924	7210.398515	9133.727019	9373.890905	8176.995605	6254.764988	4807.253169	3982.705774	4428.190417	"uniprot|Q6C5R9 Yarrowia lipolytica YALI0E15708g MLS1 Malate synthase, putative"	2.3.3.9
YALI1_B28292g	Q6CDS1	YALI0B21662g1_1	1881.573804	58.06827694	1422.313272	1179.22993	1981.17559	1935.538005	1303.030346	1913.569223	1405.567848	1543.561206	1800.601437	weakly similar to uniprot|P06105 Saccharomyces cerevisiae YJL080c SCP160 required for maintenance of exact ploidy	
YALI1_F06197g	Q6C2Y4	YALI0F04095g1_1	6974.877051	2448.299401	6909.553177	5511.517345	6077.948634	6882.212061	5218.977935	6895.582993	4903.171763	5573.457942	6898.45145	"uniprot|Q6C2Y4 Yarrowia lipolytica YALI0F04095g IDP1 Isocitrate dehydrogenase, putative"	1.1.1.42
YALI1_F25001g	Q6C169	YALI0F18766g1_1	22496.71057	6292.007746	15686.5493	17142.23745	20868.90198	18377.94238	15792.04904	27173.2871	16459.2063	20530.51493	20081.05497	highly similar to uniprot|P0CX37 Saccharomyces cerevisiae YPL090C (ohnolog of YBR181C) RPS10B ribosomal protein	
YALI1_A20408g	Q6CGG9	YALI0A19470g1_1	2600.938286	463.6219231	1946.37322	2245.604559	2247.359877	2478.850072	2287.004628	2262.88516	1971.047114	2281.198776	2153.504959	"similar to uniprot|Q06440 Saccharomyces cerevisiae YLR429w CRN1 a coronin, that promotes actin polymerization and crosslinking to microtubules"	
YALI1_F32305g	Q6C0G4	YALI0F24959g1_1	17594.50169	9354.491675	14518.27611	15965.69717	17349.85896	16782.31859	14273.26983	21183.56735	15300.60056	17832.37615	17234.54171	similar to uniprot|P0CX40 Saccharomyces cerevisiae YER102W (ohnolog of YBL072C) RPS8B ribosomal protein	
YALI1_C33458g	Q6CAT7	YALI0C24420g1_1	1073.110529	413.4478014	982.9902042	919.7972551	1310.276843	1187.998111	977.2760362	748.093594	981.1352631	1144.729796	853.9216577	similar to uniprot|P29547 Saccharomyces cerevisiae YPL048w CAM1 translation elongation factor eEF1 gamma homologue	
YALI1_B16544g	Q6CEV6	YALI0B12562g1_1	1700.498229	625.6689576	1366.7879	1389.675277	1752.469222	1776.699689	1430.613195	1046.476404	909.5027447	968.4048289	928.2561108	"uniprot|Q6CEV6 Yarrowia lipolytica YALI0B12562g TEF4 Gamma subunit of translational elongation factor eEF1B, glutathione transferase"	
YALI1_D19252g	Q6C8Y9	YALI0D15708g1_1	4743.961772	1677.399488	3782.51169	4056.847626	5115.190167	5830.512832	4730.922648	5441.355243	3584.953355	4098.734661	4579.003079	uniprot|Q6C8Y9 Yarrowia lipolytica YALI0D15708g ACD2 Acyl CoA dehydrogenase	
YALI1_C24891g	Q6CBL5	YALI0C17567g1_1	5472.820551	435.5396547	4136.230235	4863.261096	715.0966077	399.3593771	577.4237461	376.6335081	3164.019192	4455.209668	631.6567993	some similarities with uniprot|P18899 Saccharomyces cerevisiae DNA damage-responsive protein 48	
YALI1_A17177g	Q6CGR2	YALI0A17127g1_1	1326.293865	96.79126552	1299.074906	1165.551992	1371.260701	1440.128888	1303.529293	1238.058375	1057.885483	1249.134175	1094.684184	similar to uniprot|P22137 Saccharomyces cerevisiae YGL206c CHC1 Clathrin heavy chain	
YALI1_A22454g	Q6CG80	YALI0A21439g1_1	3200.107456	688.5004019	1586.190456	2249.317059	8332.353358	8668.525266	7490.147369	3374.114909	2754.640817	3843.90512	1962.175776	similar to uniprot|Q7S5S1 Neurospora crassa NCU09800 putative dioxygenase	
YALI1_F19090g	Q6C1Q9	YALI0F14223g1_1	7481.689084	1485.749658	5453.722931	5920.302767	8920.710739	7275.820595	5883.212023	4181.845	5999.126396	6498.387409	4422.897807	similar to uniprot|P40035 Saccharomyces cerevisiae YER053c related to mitochondrial phosphate carrier protein	
YALI1_D14058g	Q6C9H5	YALI0D11176g1_1	3283.888096	509.3348533	2682.473906	2751.842838	3349.420743	3083.572204	2623.328338	1932.282433	2431.09214	3372.252421	2075.311111	similar to uniprot|P47169 Saccharomyces cerevisiae YJR137c ECM17 involved in cell wall biogenesis and architecture	
YALI1_E13899g	Q6L8K7	YALI0E11099g1_1	4514.184279	215.979247	4838.394182	2885.892385	4292.417516	6060.077624	4860.224127	4652.559642	2682.22835	3506.655291	4572.138474	uniprot|Q6L8K7 Yarrowia lipolytica YALI0E11099g PAT1 Acetyl-CoA C-acetyltransferase (acetoacetyl-CoA thiolase)	2.3.1.9
YALI1_D14260g	Q6C9G6	YALI0D11374g1_1	4983.019991	2111.312756	4125.666762	4416.912021	5665.167454	5669.088166	4579.876499	4255.753661	3323.587302	4321.027792	3629.98397	uniprot|Q6C9G6 Yarrowia lipolytica YALI0D11374g SDH1 Succinate dehydrogenase	1.3.5.1
YALI1_E31389g	Q6C4I7	YALI0E26455g1_1	24876.78441	16201.19024	19781.45513	22965.33557	17887.86291	20588.9828	17062.16187	19320.80817	14250.7385	16624.44118	17238.90824	similar to uniprot|P02293 Saccharomyces cerevisiae YDR224c HTB1 histone H2B	
YALI1_E32332g	Q6C4E9	YALI0E27346g1_1	3805.742749	843.040718	2444.987802	2725.630414	3423.492116	4109.880362	2467.688717	3365.273317	2625.947179	3050.179944	2933.98082	"highly similar to uniprot|P16140 Saccharomyces cerevisiae YBR127c VMA2 H+-ATPase V1 domain 60 KD subunit, vacuolar"	
YALI1_B27320g	Q6CDV4	YALI0B20922g1_1	6381.295874	1992.968755	5601.203265	4554.230064	6631.449281	7573.501989	6186.059609	5817.097595	3428.721758	4735.891445	4170.548693	highly similar to uniprot|P47943 Schizosaccharomyces pombe Eukaryotic initiation factor 4A (eIF-4A) (eIF4A)	3.6.4.13
YALI1_B13948g	Q6CF46	YALI0B10340g1_1	3703.74656	435.193612	2525.116209	2521.519207	3296.040983	3250.721485	2593.947329	2564.787733	2330.057057	2651.255471	1792.130074	"uniprot|Q6CF46 Yarrowia lipolytica YALI0B10340g CAT2 Peroxisomal carnitine acetyl transferase, putative"	
YALI1_D30506g	Q6C816	YALI0D23595g1_1	1139.503123	110.0012318	927.8571508	893.9045805	1071.161799	1057.612885	817.3514394	1226.123458	1109.821152	1130.31583	1291.00585	similar to uniprot|P32468 Saccharomyces cerevisiae YHR107C CDC12 Component of the septin ring of the mother- bud neck that is required for cytokinesis	
YALI1_D35768g	Q6C7L3	YALI0D27148g1_1	515.8026796	37.34848688	481.124578	433.8868555	431.0596062	546.6982345	366.3507455	596.121775	526.4006969	650.5920983	731.8984651	similar to uniprot|P32468 Saccharomyces cerevisiae YHR107c CDC12 septin	
YALI1_D05873g	Q6CA97	YALI0D04741g1_1	4476.470531	1637.458235	3276.542142	3799.046155	4336.342107	4623.157887	3706.543769	4933.692882	5035.850944	5576.801488	4768.388699	"uniprot|Q6CA97 Yarrowia lipolytica YALI0D04741g LSC2 Succinyl-CoA ligase beta subunit mitochondrial precursor, putative"	6.2.1.5
YALI1_B11532g	Q6CFB6	YALI0B08536g1_1	3821.820512	1148.857648	3687.680642	3367.746478	2590.254581	3659.341073	2164.663464	5163.186594	3143.560353	3713.277424	4847.692352	"uniprot|Q6CFB6 Yarrowia lipolytica YALI0B08536g ERG10 Acetyl-CoA C-acetyltransferase (acetoacetyl-CoA thiolase), putative"	
YALI1_B27874g	Q6CDT1	YALI0B21428g1_1	5037.753432	1665.593534	7286.543562	4155.934128	6290.160205	9535.192616	8366.495089	6768.781551	4034.603251	3958.038432	6128.661014	highly similar to uniprot|P14742 Saccharomyces cerevisiae YKL104C GFA1 (ohnolog of YMR084W) Glutamine- fructose-6-phosphate amidotransferase	
YALI1_E11943g	Q6C6H1	YALI0E09603g1_1	2413.484687	276.2015996	2010.497614	2256.267934	2087.303265	1919.736143	1506.663257	1838.617007	2066.899241	2138.322984	1740.39423	similar to uniprot|P33327 Saccharomyces cerevisiae YDL215c GDH2 NAD-specific glutamate dehydrogenase (NAD)	1.4.1.2
YALI1_F12917g	Q6C2B3	YALI0F09273g1_1	3599.773705	1048.754161	3196.583921	3136.220969	3148.510255	3622.558405	2577.080607	4582.048825	2531.979925	3448.853111	3265.615029	uniprot|Q6C2B3 Yarrowia lipolytica YALI0F09273g DAK2 dihydroxyacetone kinase	
YALI1_D07379g	Q6CA55	YALI0D05753g1_1	18624.34471	8713.528465	12931.42788	16568.42808	19173.65027	18084.41315	15862.85385	21573.9179	14441.94262	15857.45092	16453.80954	"highly similar to uniprot|P06367 Saccharomyces cerevisiae YCR031C (ohnolog of YJL191W) RPS14A Ribosomal protein 59 of the small subunit, required for ribosome assembly and 20S pre-rRNA processing"	
YALI1_D07981g	Q6CA37	(YALI0D06215g1_1-YALI0D06215g2_1)	3887.627853	1421.368027	3741.31371	3527.595862	4938.022516	5637.325594	4595.346557	3018.411836	2483.827565	3200.86999	3304.806165	"uniprot|Q6CA37 Yarrowia lipolytica YALI0D06215g EHD3 Enoyl-CoA hydratase, putative"	3.1.2.4
YALI1_E07676g	Q6C6T5	YALI0E06457g1_1	1763.553474	77.38878899	1364.516394	1263.689445	1420.844425	1557.230799	1384.394954	1231.931149	1045.423227	1061.86993	1175.919375	similar to uniprot|P07702 Saccharomyces cerevisiae LYS2 YBR115C Alpha aminoadipate reductase	
YALI1_F18105g	Q6C1T4	YALI0F13541g1_1	3698.436716	1504.134742	2797.533113	4679.487253	3786.903232	4258.472142	4911.159317	4463.82087	3744.701721	3043.924096	3189.307484	"highly similar to uniprot|P00817 Saccharomyces cerevisiae YBR011c IPP1 inorganic pyrophosphatase, cytoplasmic"	3.6.1.1
YALI1_E02906g			10812.95306	4908.620338	6654.205407	7691.351412	4140.094676	4670.593001	2525.788316	13639.87037	11367.49096	12815.25417	10826.75235	No description in CLIB122	
YALI1_C22922g	Q6CBS7	YALI0C15895g1_1	13373.55485	6256.053161	12285.96763	11800.22719	14349.92677	15082.28198	10844.71613	17041.06103	8667.670671	12191.52227	12819.49929	highly similar to uniprot|P46990 Saccharomyces cerevisiae YJL177W (ohnolog of YKL180W) RPL20B 60s large subunit ribosomal protein L17.e	
YALI1_E33056g	Q6C4C2	YALI0E27962g1_1	2135.782982	328.3805208	1953.360031	1766.307374	3293.985879	3784.904326	3023.251995	1084.479118	916.5458913	627.6553984	959.1351392	highly similar to uniprot|P31539 Saccharomyces cerevisiae YLL026w HSP104 heat shock protein	
YALI1_C28513g	Q6CBA9	YALI0C20449g1_1	4259.607284	595.6489504	3462.88172	4041.244356	5337.186563	5617.183659	4767.525959	4075.135852	4063.551274	3973.105798	2957.329063	"similar to uniprot|P42940 Saccharomyces cerevisiae YGR207c ETF-BETA electron-transferring flavoprotein, beta chain"	
YALI1_A17085g	Q6CGR5	YALI0A17020g1_1	1277.575954	7.779942036	1065.214898	816.9958522	1060.875979	1261.937755	1023.514994	67.42098391	78.02535858	31.63983828	48.98606613	hypothetical protein conserved in the Yarrowia clade	
YALI1_E14988g	Q6C662	YALI0E12133g1_1	25192.67089	7570.838531	16020.05076	17904.51118	25652.94498	23259.87571	19395.77673	4239.241158	7275.564442	5067.052058	8339.566237	similar to uniprot|P00445 Saccharomyces cerevisiae YJR104c SOD1 copper-zinc superoxide dismutase	1.15.1.1
YALI1_B18707g	Q6CEP2	YALI0B14146g1_1	8429.956442	4333.404445	8490.106529	8298.429808	8836.239798	9959.191947	8528.216019	11221.67944	7710.731741	8348.601922	8776.687779	highly similar to uniprot|P05317 Saccharomyces cerevisiae YLR340w RPLA0 acidic ribosomal protein L10.e singleton	
YALI1_E06015g	Q6C6Z1	YALI0E05137g1_1	4165.529172	1838.937446	2576.980905	3194.884446	3667.270142	3093.977105	2452.845904	1818.465025	2904.415577	3482.574286	1789.381073	"uniprot|Q6C6Z1 Yarrowia lipolytica YALI0E05137g IDH1 Isocitrate dehydrogenase (NAD+) subunit 1 mitochondrial, putative"	
YALI1_D14199g	Q6C9G8	YALI0D11330g1_1	3538.624619	1078.881489	3243.419113	3116.660254	3910.820849	5469.42481	5278.048132	4912.713644	2342.819759	2241.461174	3005.826797	uniprot|Q6C9G8 Yarrowia lipolytica YALI0D11330g MCR1  Cytochrome-b5 reductase	1.6.2.2
YALI1_B18645g	Q6CEP4	YALI0B14102g1_1	750.1533101	4.972157577	578.7458957	593.2208168	542.6573768	862.1032295	666.242597	508.7140731	500.4172359	646.8686387	680.6695806	weakly similar to uniprot|P15891 Saccharomyces cerevisiae YCR088w ABP1 Actin binding protein	
YALI1_E19014g	Q6C5R5	YALI0E15818g1_1	2976.223937	837.0996105	2499.509881	2901.270829	3667.310355	3691.650144	3012.093865	3117.887127	3057.595691	3199.269451	2924.715479	some similarities with uniprot|P10127 Saccharomyces cerevisiae YGL256w ADH4 alcohol dehydrogenase IV	
YALI1_E24442g	Q6C569	YALI0E20581g1_1	21927.42994	8238.896851	12390.32764	16192.84739	21086.48458	18453.87188	14373.04582	23850.79109	16177.36618	19379.30122	17343.89756	similar to uniprot|P38701 Saccharomyces cerevisiae YHL015w URP2 ribosomal protein	
YALI1_D13238g	Q6C9K0	YALI0D10593g1_1	5601.637319	1438.125093	4046.95313	5551.526085	4313.809915	4347.958496	4494.359395	3929.174981	4584.473379	4404.559791	4078.194641	similar to uniprot|P40495 Saccharomyces cerevisiae YIL094c LYS12 homo-isocitrate dehydrogenase	
YALI1_E29319g	Q6C4Q2	YALI0E24607g1_1	930.9673552	32.17984983	782.9571487	695.1543765	999.1069035	972.3994594	831.5136825	750.3495713	847.7875525	896.9486732	835.7562109	"similar to uniprot|P26637 Saccharomyces cerevisiae YPL160w CDC60 leucine--tRNA ligase, cytosolic"	
YALI1_D29481g	Q6C844	YALI0D22891g1_1	3132.757464	1767.500115	2937.477928	2615.014303	2226.178245	2395.713807	2283.1649	1835.426666	2226.910596	2157.670454	2400.415885	"highly similar to uniprot|P38999 Saccharomyces cerevisiae YNR050C LYS9 Saccharopine dehydrogenase (NADP+, L-glutamate-forming)"	
YALI1_F30459g	Q6C0N3	YALI0F23221g1_1	1675.516352	309.0965019	1406.914555	1254.088598	1412.972862	1435.577583	1481.121869	1261.743948	944.4194593	1228.419583	1206.497986	"similar to uniprot|P16120 Saccharomyces cerevisiae YCR053w THR4 Threonine synthase, conserved protein that catalyzes formation of threonine from 0-phosphohomoserine"	
YALI1_E26336g	Q6C4Z8	YALI0E22352g1_1	3316.098932	2404.635471	2495.341911	3927.28358	3671.85943	3378.694775	2526.285243	3800.663209	4328.760617	4698.75712	3460.841643	highly similar to uniprot|P26321 Saccharomyces cerevisiae YPL131w RPL1 60S large subunit ribosomal protein L5.e	
YALI1_F37559g	Q6BZY1	YALI0F30019g1_1	1657.838696	306.9053225	1034.635544	1268.006876	1576.507886	1263.226855	1106.155145	768.0729373	1091.584964	1139.805065	716.9919999	similar to uniprot|P38972 Saccharomyces cerevisiae YGR061c ADE6 5 -phosphoribosylformyl glycinamidine synthetase	
YALI1_F26873g	Q6C109	YALI0F20218g1_1	1661.618637	158.7208928	1183.872838	1228.827413	1761.233357	1989.324709	1280.196211	1207.169431	986.2360559	1046.033409	1055.748169	similar to uniprot|P07806 Saccharomyces cerevisiae YGR094w VAS1 valyl-tRNA synthetase	
YALI1_E16649g	Q6C603	YALI0E13618g1_1	8354.691484	3518.602782	4039.954417	8609.212931	7244.510231	4276.825416	5804.93529	6203.510915	8464.107036	7777.767319	5226.104807	highly similar to uniprot|O60143 Schizosaccharomyces pombe 60S ribosomal protein L7-C	
YALI1_B22853g	Q6CE87	YALI0B17666g1_1	1779.168019	330.7993694	1485.721706	1497.394845	1819.948935	1812.535205	1591.821232	1780.12241	1442.431655	1622.826846	1456.85756	similar to uniprot|Q01217 Saccharomyces cerevisiae YER069w ARG5_6 acetylglutamate kinase and acetylglutamyl- phosphate reductase	
YALI1_D17206g	Q6C955	YALI0D13882g1_1	5427.937186	3265.193277	3380.625926	5340.076055	4741.086579	3929.054045	3185.890514	4884.225914	3918.515692	5165.146286	3785.854302	highly similar to uniprot|P0CX53 Saccharomyces cerevisiae YEL054C (ohnolog of YDR418W) RPL12A Ribosomal Protein of the Large subunit	
YALI1_E17466g	Q6C5W9	YALI0E14465g1_1	11737.27381	2829.627278	7263.261106	11582.97481	11972.78853	10411.45406	10077.05152	11299.48909	12001.82993	12263.19249	8997.782251	similar to uniprot|P25443 Saccharomyces cerevisiae YGL123w SUP44 40S small subunit ribosomal protein	
YALI1_A09766g	Q6CHD8	YALI0A09900g1_1	2757.464459	527.6522739	2531.330491	1971.123436	2505.473693	3234.927665	2287.399496	2440.376954	1627.154282	2095.46566	2267.339127	Highly similar to uniprot|P17255 Saccharomyces cerevisiae YDL185W VMA1 Subunit A of the V1 peripheral membrane domain of V-ATPase	
YALI1_A20370g	Q6CGH1	YALI0A19426g1_1	7775.830952	3985.81958	7092.712684	9932.740814	8965.876155	12353.96819	16032.90183	18781.59489	14018.43779	16172.44918	13922.41642	similar to uniprot|P34227 Saccharomyces cerevisiae YBL064C PRX1 Mitochondrial peroxiredoxin with thioredoxin peroxidase activity	
YALI1_F32232g	Q6C0G7	YALI0F24893g1_1	2386.534258	329.2075658	1897.46106	2215.442555	2665.681815	2354.858587	1902.966279	2319.566981	1905.833764	2334.401162	2105.940387	similar to uniprot|P00931 Saccharomyces cerevisiae YGL026c TRP5 tryptophan synthase	4.2.1.20
YALI1_F27731g	Q6C0Y0	YALI0F20856g1_1	4094.66283	4052.543283	2445.16797	4485.955812	4014.476423	4676.411485	2946.89674	5195.060621	4145.364443	3887.304498	4683.675381	"highly similar to uniprot|Q03048 Saccharomyces cerevisiae YLL050c COF1 cofilin, actin binding and severing protein"	
YALI1_E41185g	Q6C3H9	YALI0E34687g1_1	21.18237803	NA	37.01528617	27.64253864	29.77861032	64.15725562	69.36033196	79.81447103	11.76139507	11.70056891	65.35975389	"similar to uniprot|P53250 Saccharomyces cerevisiae YGR080w TWF1 twinfilin, an actin monomer sequestering protein"	
