Sequence Name,Annotation GO Term
KMXK0E05650,box C/D snoRNP assembly
KMXK0H02160,box C/D snoRNP assembly
KMXK0B04900,box H/ACA snoRNA 3'-end processing
KMXK0F02920,box H/ACA snoRNA processing
KMXK0F03200,box H/ACA snoRNP assembly
KMXK0G01550,box H/ACA snoRNP assembly
KMXK0A03270,branched-chain amino acid catabolic process
KMXK0F05000,branched-chain amino acid catabolic process
KMXK0B06090,branched-chain amino acid catabolic process to alcohol via Ehrlich pathway
KMXK0A02370,budding cell apical bud growth
KMXK0A07490,budding cell apical bud growth
KMXK0B04330,budding cell apical bud growth
KMXK0B07770,budding cell apical bud growth
KMXK0D05620,budding cell apical bud growth
KMXK0E01220,budding cell apical bud growth
KMXK0E01350,budding cell apical bud growth
KMXK0F00310,budding cell apical bud growth
KMXK0F03140,budding cell apical bud growth
KMXK0F04250,budding cell apical bud growth
KMXK0G03900,budding cell apical bud growth
KMXK0H00550,budding cell apical bud growth
KMXK0A07790,budding cell bud growth
KMXK0D03370,budding cell bud growth
KMXK0D04040,budding cell bud growth
KMXK0E00800,budding cell bud growth
KMXK0F00650,budding cell bud growth
KMXK0F02860,budding cell bud growth
KMXK0H02680,budding cell bud growth
KMXK0E01350,budding cell isotropic bud growth
KMXK0F04250,budding cell isotropic bud growth
KMXK0H00490,budding cell isotropic bud growth
KMXK0E00220,butanediol biosynthetic process
KMXK0A06070,C-terminal protein lipidation
KMXK0B06620,C-terminal protein lipidation
KMXK0D04550,C-terminal protein lipidation
KMXK0F01090,C-terminal protein lipidation
KMXK0C06510,C-terminal protein methylation
KMXK0D06280,C-terminal protein methylation
KMXK0F01330,CAAX-box protein processing
KMXK0A01620,cadmium ion transport
KMXK0C05830,cadmium ion transport
KMXK0A02030,calcium ion homeostasis
KMXK0B06230,calcium ion homeostasis
KMXK0E01880,calcium ion homeostasis
KMXK0D03400,calcium ion import
KMXK0F05100,calcium ion import
KMXK0A03820,calcium ion transmembrane transport
KMXK0C06100,calcium ion transmembrane transport
KMXK0F00760,calcium ion transmembrane transport
KMXK0A01280,calcium ion transport
KMXK0A03270,calcium ion transport
KMXK0E01720,calcium ion transport
KMXK0G02200,calcium ion transport
KMXK0G04190,calcium ion transport
KMXK0H03920,calcium ion transport
KMXK0A05210,calcium-mediated signaling
KMXK0C04230,calcium-mediated signaling
KMXK0D02210,calcium-mediated signaling
KMXK0D02780,calcium-mediated signaling
KMXK0D04140,calcium-mediated signaling
KMXK0F02780,calcium-mediated signaling
KMXK0C02270,cAMP biosynthetic process
KMXK0F01660,cAMP catabolic process
KMXK0A02830,cAMP-mediated signaling
KMXK0C02570,cAMP-mediated signaling
KMXK0F01660,cAMP-mediated signaling
KMXK0F04220,cAMP-mediated signaling
KMXK0F04420,cAMP-mediated signaling
KMXK0F02890,carbamoyl phosphate biosynthetic process
KMXK0F05420,carbamoyl phosphate biosynthetic process
KMXK0D04040,carbohydrate catabolic process
KMXK0F02860,carbohydrate catabolic process
KMXK0G00470,carbohydrate derivative biosynthetic process
KMXK0A05420,carbohydrate metabolic process
KMXK0A06100,carbohydrate metabolic process
KMXK0A07210,carbohydrate metabolic process
KMXK0B00600,carbohydrate metabolic process
KMXK0B00720,carbohydrate metabolic process
KMXK0B02870,carbohydrate metabolic process
KMXK0B05630,carbohydrate metabolic process
KMXK0B06260,carbohydrate metabolic process
KMXK0C00110,carbohydrate metabolic process
KMXK0C03110,carbohydrate metabolic process
KMXK0C06080,carbohydrate metabolic process
KMXK0C07350,carbohydrate metabolic process
KMXK0C07360,carbohydrate metabolic process
KMXK0D01280,carbohydrate metabolic process
KMXK0D01570,carbohydrate metabolic process
KMXK0D03100,carbohydrate metabolic process
KMXK0D04210,carbohydrate metabolic process
KMXK0E02010,carbohydrate metabolic process
KMXK0E03340,carbohydrate metabolic process
KMXK0F00450,carbohydrate metabolic process
KMXK0F01900,carbohydrate metabolic process
KMXK0F05610,carbohydrate metabolic process
KMXK0G00470,carbohydrate metabolic process
KMXK0G00610,carbohydrate metabolic process
KMXK0G00830,carbohydrate metabolic process
KMXK0G01960,carbohydrate metabolic process
KMXK0G02050,carbohydrate metabolic process
KMXK0G02060,carbohydrate metabolic process
KMXK0G02080,carbohydrate metabolic process
KMXK0H03180,carbohydrate metabolic process
KMXK0A05230,carbohydrate phosphorylation
KMXK0A06980,carbohydrate phosphorylation
KMXK0A08010,carbohydrate phosphorylation
KMXK0B03480,carbohydrate phosphorylation
KMXK0E01980,carbohydrate phosphorylation
KMXK0E02610,carbohydrate phosphorylation
KMXK0F01020,carbohydrate phosphorylation
KMXK0F01580,carbohydrate phosphorylation
KMXK0G01620,carbohydrate phosphorylation
KMXK0H01570,carbohydrate phosphorylation
KMXK0H03030,carbohydrate phosphorylation
KMXK0F05020,carbohydrate transmembrane transport
KMXK0A02920,carbohydrate transport
KMXK0A02930,carbohydrate transport
KMXK0A02940,carbohydrate transport
KMXK0A02950,carbohydrate transport
KMXK0A02960,carbohydrate transport
KMXK0B00480,carbohydrate transport
KMXK0B08450,carbohydrate transport
KMXK0C00120,carbohydrate transport
KMXK0C06070,carbohydrate transport
KMXK0C06860,carbohydrate transport
KMXK0C07340,carbohydrate transport
KMXK0D04850,carbohydrate transport
KMXK0E00380,carbohydrate transport
KMXK0E03430,carbohydrate transport
KMXK0A04850,carbon catabolite activation of transcription from RNA polymerase II promoter
KMXK0B00470,carbon catabolite activation of transcription from RNA polymerase II promoter
KMXK0C05850,carbon catabolite activation of transcription from RNA polymerase II promoter
KMXK0F02310,carbon catabolite activation of transcription from RNA polymerase II promoter
KMXK0H02210,carbon catabolite activation of transcription from RNA polymerase II promoter
KMXK0C07280,carbon catabolite regulation of transcription from RNA polymerase II promoter
KMXK0D03390,carbon catabolite regulation of transcription from RNA polymerase II promoter
KMXK0E06260,carbon catabolite repression of transcription
KMXK0A00800,carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
KMXK0B00720,carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
KMXK0D01390,carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
KMXK0D05610,carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
KMXK0H00820,carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
KMXK0H03040,carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
KMXK0H04460,carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
KMXK0A06100,carbon utilization
KMXK0A07880,carbon utilization
KMXK0B05250,carbon utilization
KMXK0G01510,carbon utilization
KMXK0C04230,carboxylic acid metabolic process
KMXK0C00950,cardiolipin acyl-chain remodeling
KMXK0H02840,cardiolipin acyl-chain remodeling
KMXK0A03960,cardiolipin biosynthetic process
KMXK0A07450,cardiolipin biosynthetic process
KMXK0F04850,cardiolipin biosynthetic process
KMXK0E03110,cardiolipin metabolic process
KMXK0E05580,cardiolipin metabolic process
KMXK0D02870,cargo loading into COPII-coated vesicle
KMXK0G01640,cargo loading into COPII-coated vesicle
KMXK0A03040,carnitine biosynthetic process
KMXK0E04190,carnitine biosynthetic process
KMXK0A06690,carnitine metabolic process
KMXK0C06530,carnitine metabolic process
KMXK0F01240,carnitine metabolic process
KMXK0B02120,catabolic process
KMXK0B07250,catabolic process
KMXK0E06280,catabolic process
KMXK0A01300,cation transport
KMXK0A02780,cation transport
KMXK0B04140,cation transport
KMXK0B06570,cation transport
KMXK0B06970,cation transport
KMXK0C02390,cation transport
KMXK0C02930,cation transport
KMXK0D04430,cation transport
KMXK0E01260,cation transport
KMXK0E02950,cation transport
KMXK0G00810,cation transport
KMXK0G02410,cation transport
KMXK0H01920,cation transport
KMXK0H02290,cation transport
KMXK0F03120,CDP-choline pathway
KMXK0F04860,CDP-choline pathway
KMXK0F03000,CDP-diacylglycerol biosynthetic process
KMXK0B07840,cell adhesion
KMXK0C05820,cell adhesion
KMXK0D06510,cell adhesion
KMXK0A01970,cell adhesion involved in single-species biofilm formation
KMXK0A02830,cell adhesion involved in single-species biofilm formation
KMXK0A02600,cell aging
KMXK0A03330,cell budding
KMXK0A04370,cell budding
KMXK0A07530,cell budding
KMXK0B04570,cell budding
KMXK0C01430,cell budding
KMXK0E04060,cell budding
KMXK0G03000,cell budding
KMXK0C05840,cell communication
KMXK0A01590,cell cycle
KMXK0A01600,cell cycle
KMXK0A03680,cell cycle
KMXK0A03930,cell cycle
KMXK0A04120,cell cycle
KMXK0A05000,cell cycle
KMXK0A07600,cell cycle
KMXK0B01590,cell cycle
KMXK0B02180,cell cycle
KMXK0B04910,cell cycle
KMXK0B07690,cell cycle
KMXK0B07850,cell cycle
KMXK0C02610,cell cycle
KMXK0C03750,cell cycle
KMXK0C04200,cell cycle
KMXK0C05320,cell cycle
KMXK0C06380,cell cycle
KMXK0D01120,cell cycle
KMXK0D05230,cell cycle
KMXK0E02460,cell cycle
KMXK0E02510,cell cycle
KMXK0E03460,cell cycle
KMXK0E04290,cell cycle
KMXK0E06130,cell cycle
KMXK0F01190,cell cycle
KMXK0F01780,cell cycle
KMXK0F02770,cell cycle
KMXK0F05690,cell cycle
KMXK0G02480,cell cycle
KMXK0G03890,cell cycle
KMXK0G04220,cell cycle
KMXK0H00790,cell cycle
KMXK0H02830,cell cycle
KMXK0H03450,cell cycle
KMXK0H04090,cell cycle
KMXK0B00520,cell cycle arrest
KMXK0E04460,cell cycle DNA replication
KMXK0B01250,cell cycle process
KMXK0D01650,cell cycle process
KMXK0E02630,cell differentiation
KMXK0A01590,cell division
KMXK0A01600,cell division
KMXK0A02010,cell division
KMXK0A06610,cell division
KMXK0A06680,cell division
KMXK0A06940,cell division
KMXK0A07600,cell division
KMXK0B06990,cell division
KMXK0B07170,cell division
KMXK0B07220,cell division
KMXK0C02990,cell division
KMXK0C04200,cell division
KMXK0D00350,cell division
KMXK0D01930,cell division
KMXK0D02390,cell division
KMXK0E02510,cell division
KMXK0E02900,cell division
KMXK0E03260,cell division
KMXK0E03460,cell division
KMXK0E04570,cell division
KMXK0E04630,cell division
KMXK0E05530,cell division
KMXK0F00480,cell division
KMXK0F00700,cell division
KMXK0F05690,cell division
KMXK0G02480,cell division
KMXK0G02700,cell division
KMXK0G03890,cell division
KMXK0G04220,cell division
KMXK0H02120,cell division
KMXK0H02410,cell division
KMXK0H03450,cell division
KMXK0H04090,cell division
KMXK0C05680,cell growth
KMXK0E01350,cell growth mode switching, budding to filamentous
KMXK0F00420,cell growth mode switching, budding to filamentous
KMXK0F00420,cell migration
KMXK0A01970,cell morphogenesis
KMXK0A02670,cell morphogenesis
KMXK0B04540,cell morphogenesis
KMXK0B08300,cell morphogenesis
KMXK0B08310,cell morphogenesis
KMXK0D01090,cell morphogenesis
KMXK0D03370,cell morphogenesis
KMXK0F00310,cell morphogenesis
KMXK0F00420,cell morphogenesis
KMXK0F01420,cell morphogenesis
KMXK0F03140,cell morphogenesis
KMXK0C06090,cell morphogenesis involved in conjugation
KMXK0A00830,cell morphogenesis involved in conjugation with cellular fusion
KMXK0E02390,cell morphogenesis involved in conjugation with cellular fusion
KMXK0H01950,cell morphogenesis involved in conjugation with cellular fusion
KMXK0F02790,cell projection assembly
KMXK0A00540,cell redox homeostasis
KMXK0A01580,cell redox homeostasis
KMXK0A02250,cell redox homeostasis
KMXK0A07780,cell redox homeostasis
KMXK0A07940,cell redox homeostasis
KMXK0A08030,cell redox homeostasis
KMXK0B02590,cell redox homeostasis
KMXK0C02840,cell redox homeostasis
KMXK0C03600,cell redox homeostasis
KMXK0C03620,cell redox homeostasis
KMXK0C04060,cell redox homeostasis
KMXK0C05740,cell redox homeostasis
KMXK0D02010,cell redox homeostasis
KMXK0D06030,cell redox homeostasis
KMXK0E02830,cell redox homeostasis
KMXK0E04010,cell redox homeostasis
KMXK0E04100,cell redox homeostasis
KMXK0F01480,cell redox homeostasis
KMXK0F04350,cell redox homeostasis
KMXK0F04980,cell redox homeostasis
KMXK0G01720,cell redox homeostasis
KMXK0G02140,cell redox homeostasis
KMXK0G03640,cell redox homeostasis
KMXK0H00270,cell redox homeostasis
KMXK0H00870,cell redox homeostasis
KMXK0A06130,cell separation after cytokinesis
KMXK0B07770,cell separation after cytokinesis
KMXK0E01350,cell separation after cytokinesis
KMXK0F00240,cell separation after cytokinesis
KMXK0H00550,cell separation after cytokinesis
KMXK0B06340,cell surface receptor signaling pathway
KMXK0A04840,cell wall biogenesis
KMXK0F01150,cell wall biogenesis
KMXK0B04760,cell wall chitin catabolic process
KMXK0C02810,cell wall chitin metabolic process
KMXK0B05690,cell wall integrity MAPK cascade
KMXK0C00860,cell wall integrity MAPK cascade
KMXK0H02470,cell wall integrity MAPK cascade
KMXK0B01970,cell wall macromolecule catabolic process
KMXK0E05210,cell wall macromolecule catabolic process
KMXK0A04940,cell wall mannoprotein biosynthetic process
KMXK0A05120,cell wall mannoprotein biosynthetic process
KMXK0B04870,cell wall mannoprotein biosynthetic process
KMXK0C00330,cell wall mannoprotein biosynthetic process
KMXK0C02210,cell wall mannoprotein biosynthetic process
KMXK0C03430,cell wall mannoprotein biosynthetic process
KMXK0C05070,cell wall mannoprotein biosynthetic process
KMXK0E03890,cell wall mannoprotein biosynthetic process
KMXK0H00790,cell wall mannoprotein biosynthetic process
KMXK0D03100,cell wall organization
KMXK0A01970,cell-abiotic substrate adhesion
KMXK0A02830,cell-abiotic substrate adhesion
KMXK0F00120,cell-abiotic substrate adhesion
KMXK0B04410,cell-cell adhesion
KMXK0C03430,cell-cell adhesion
KMXK0E04130,cell-cell adhesion
KMXK0H02550,cell-cell adhesion
KMXK0F00420,cell-cell adhesion involved in flocculation
KMXK0C03430,cell-matrix adhesion
KMXK0A04850,cellular alcohol catabolic process
KMXK0B06880,cellular aldehyde metabolic process
KMXK0C01130,cellular aldehyde metabolic process
KMXK0D01720,cellular aldehyde metabolic process
KMXK0F00810,cellular amide metabolic process
KMXK0C04100,cellular amino acid biosynthetic process
KMXK0C04890,cellular amino acid biosynthetic process
KMXK0D01830,cellular amino acid catabolic process
KMXK0B06500,cellular amino acid metabolic process
KMXK0F02370,cellular amino acid metabolic process
KMXK0C05260,cellular aromatic compound metabolic process
KMXK0D06610,cellular aromatic compound metabolic process
KMXK0F00810,cellular aromatic compound metabolic process
KMXK0D03650,cellular biosynthetic process
KMXK0B03610,cellular bud neck septin ring organization
KMXK0D02340,cellular bud neck septin ring organization
KMXK0A01260,cellular bud site selection
KMXK0A03570,cellular bud site selection
KMXK0B04760,cellular bud site selection
KMXK0B06080,cellular bud site selection
KMXK0C04960,cellular bud site selection
KMXK0C05000,cellular bud site selection
KMXK0C06360,cellular bud site selection
KMXK0D01550,cellular bud site selection
KMXK0F00880,cellular bud site selection
KMXK0F02850,cellular bud site selection
KMXK0G02280,cellular bud site selection
KMXK0G02550,cellular bud site selection
KMXK0H00370,cellular bud site selection
KMXK0C05830,cellular cadmium ion homeostasis
KMXK0A00660,cellular calcium ion homeostasis
KMXK0A01280,cellular calcium ion homeostasis
KMXK0A01300,cellular calcium ion homeostasis
