W29 Uniprot	Annotation GO ID	Annotation GO Term	Annotation GO Category
A0A1H6PSX2	GO:0005739	mitochondrion	Cellular Component
A0A1H6PSX2	GO:0030488	tRNA methylation	Biological Process
A0A1H6PSX2	GO:0050660	flavin adenine dinucleotide binding	Molecular Function
A0A1H6PSX2	GO:0070899	mitochondrial tRNA wobble uridine modification	Biological Process
A0A1H6Q7E1	GO:0005737	cytoplasm	Cellular Component
A0A1H6Q7E1	GO:0008597	calcium-dependent protein serine/threonine phosphatase regulator activity	Molecular Function
A0A1H6Q7E1	GO:0043666	regulation of phosphoprotein phosphatase activity	Biological Process
A0A1H6Q7E1	GO:0070884	regulation of calcineurin-NFAT signaling cascade	Biological Process
A0A1D8N6Q2			
A0A1D8NNS4			
A0A1D8NJN0			
A0A1D8NMA7	GO:0016021	integral component of membrane	Cellular Component
A0A1H6PXG8	GO:0006904	vesicle docking involved in exocytosis	Biological Process
A0A1H6PZW5	GO:0005886	plasma membrane	Cellular Component
A0A1H6PZW5	GO:0016021	integral component of membrane	Cellular Component
A0A1H6PZW5	GO:0036177	filamentous growth of a population of unicellular organisms in response to pH	Biological Process
A0A1H6PZW5	GO:0071467	cellular response to pH	Biological Process
A0A1D8N460			
A0A1H6PZV7	GO:0005794	Golgi apparatus	Cellular Component
A0A1H6PZV7	GO:0005886	plasma membrane	Cellular Component
A0A1H6PZV7	GO:0006078	(1->6)-beta-D-glucan biosynthetic process	Biological Process
A0A1H6PZV7	GO:0015926	glucosidase activity	Molecular Function
A0A1H6PZV7	GO:0030133	transport vesicle	Cellular Component
A0A1H6PZV7	GO:0030176	integral component of endoplasmic reticulum membrane	Cellular Component
A0A1H6PZV7	GO:0030427	site of polarized growth	Cellular Component
A0A1H6PZV7	GO:0031505	fungal-type cell wall organization	Biological Process
A0A1D8NN06	GO:0004407	histone deacetylase activity	Molecular Function
A0A1D8NN06	GO:0005720	nuclear heterochromatin	Cellular Component
A0A1D8NN06	GO:0006342	chromatin silencing	Biological Process
A0A1D8NN06	GO:0016575	histone deacetylation	Biological Process
A0A1D8NN06	GO:0070403	NAD+ binding	Molecular Function
A0A1D8NN06	GO:0098687	chromosomal region	Cellular Component
A0A1D8NJR2			
A0A1D8N3W8	GO:0016021	integral component of membrane	Cellular Component
A0A1D8N5A6	GO:0003723	RNA binding	Molecular Function
A0A1D8ND10			
A0A1D8NDB8	GO:0005737	cytoplasm	Cellular Component
A0A1D8NDB8	GO:0048040	UDP-glucuronate decarboxylase activity	Molecular Function
A0A1D8NDB8	GO:0070403	NAD+ binding	Molecular Function
A0A1D8N848	GO:0001300	chronological cell aging	Biological Process
A0A1D8N848	GO:0016020	membrane	Cellular Component
A0A1D8N848	GO:0017121	phospholipid scrambling	Biological Process
A0A1D8N848	GO:0017128	phospholipid scramblase activity	Molecular Function
A0A1D8N848	GO:0034599	cellular response to oxidative stress	Biological Process
A0A1D8N848	GO:0034605	cellular response to heat	Biological Process
A0A1D8N848	GO:1903147	negative regulation of autophagy of mitochondrion	Biological Process
A0A1D8NPA7	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	Molecular Function
A0A1D8NPA7	GO:0001135	RNA polymerase II transcription regulator recruiting activity	Molecular Function
A0A1D8NPA7	GO:0005634	nucleus	Cellular Component
A0A1D8NPA7	GO:0006357	regulation of transcription by RNA polymerase II	Biological Process
A0A1D8NPA7	GO:0030154	cell differentiation	Biological Process
A0A1D8NPA7	GO:0043565	sequence-specific DNA binding	Molecular Function
A0A1D8NPA7	GO:0044212	transcription regulatory region DNA binding	Molecular Function
A0A1D8NPA7	GO:0090307	mitotic spindle assembly	Biological Process
A0A1D8NBC8			
A0A1H6Q422	GO:0003735	structural constituent of ribosome	Molecular Function
A0A1H6Q422	GO:0006412	translation	Biological Process
A0A1H6Q422	GO:0022625	cytosolic large ribosomal subunit	Cellular Component
A0A1H6Q422	GO:0046898	response to cycloheximide	Biological Process
A0A1D8NE58	GO:0006397	mRNA processing	Biological Process
A0A1D8NE58	GO:0016788	hydrolase activity, acting on ester bonds	Molecular Function
A0A1D8N4T8	GO:0016021	integral component of membrane	Cellular Component
A0A1D8N5B5			
A0A1H6PN34			
A0A1D8NME0			
A0A1H6PPE5	GO:0016021	integral component of membrane	Cellular Component
A0A1H6PVP3			
A0A1D8N4C6			
A0A1D8N3P5	GO:0005622	intracellular	Cellular Component
A0A1D8N3P5	GO:0032366	intracellular sterol transport	Biological Process
A0A1D8NCZ4	GO:0003924	GTPase activity	Molecular Function
A0A1D8NCZ4	GO:0005525	GTP binding	Molecular Function
A0A1D8NCZ4	GO:0005794	Golgi apparatus	Cellular Component
A0A1D8NCZ4	GO:0005829	cytosol	Cellular Component
A0A1D8NCZ4	GO:0006886	intracellular protein transport	Biological Process
A0A1D8NCZ4	GO:0034067	protein localization to Golgi apparatus	Biological Process
A0A1D8NCZ4	GO:0034976	response to endoplasmic reticulum stress	Biological Process
A0A1D8NCZ4	GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	Cellular Component
A0A1D8NCZ4	GO:0043001	Golgi to plasma membrane protein transport	Biological Process
A0A1D8N8C4			
A0A1D8N8F1	GO:0003677	DNA binding	Molecular Function
A0A1D8N8F1	GO:0043942	negative regulation of sexual sporulation resulting in formation of a cellular spore	Biological Process
A0A1D8N8F1	GO:0043945	positive regulation of asexual sporulation resulting in formation of a cellular spore	Biological Process
A0A1H6PN77	GO:0003777	microtubule motor activity	Molecular Function
A0A1H6PN77	GO:0005524	ATP binding	Molecular Function
A0A1H6PN77	GO:0005871	kinesin complex	Cellular Component
A0A1H6PN77	GO:0005874	microtubule	Cellular Component
A0A1H6PN77	GO:0007018	microtubule-based movement	Biological Process
A0A1H6PN77	GO:0008017	microtubule binding	Molecular Function
A0A1H6PN77	GO:0016887	ATPase activity	Molecular Function
A0A1D8NGX3			
A0A1D8NDV1			
A0A1D8NEL7	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NL91	GO:0005469	succinate:fumarate antiporter activity	Molecular Function
A0A1D8NL91	GO:0005743	mitochondrial inner membrane	Cellular Component
A0A1D8NL91	GO:0006839	mitochondrial transport	Biological Process
A0A1D8NL91	GO:0015741	fumarate transport	Biological Process
A0A1D8NL91	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NL91	GO:0071422	succinate transmembrane transport	Biological Process
A0A1D8NM85	GO:0005634	nucleus	Cellular Component
A0A1D8NM85	GO:0071171	site-specific DNA replication termination at RTS1 barrier	Biological Process
A0A1D8NM85	GO:1902979	mitotic DNA replication termination	Biological Process
A0A1D8NIZ1	GO:0016491	oxidoreductase activity	Molecular Function
A0A1D8NIZ1	GO:0055114	oxidation-reduction process	Biological Process
A0A1H6PW66	GO:0004252	serine-type endopeptidase activity	Molecular Function
A0A1H6PW66	GO:0006508	proteolysis	Biological Process
A0A1D8N898	GO:0003743	translation initiation factor activity	Molecular Function
A0A1D8N898	GO:0005669	transcription factor TFIID complex	Cellular Component
A0A1D8N898	GO:0005674	transcription factor TFIIF complex	Cellular Component
A0A1D8N898	GO:0006357	regulation of transcription by RNA polymerase II	Biological Process
A0A1D8N898	GO:0006413	translational initiation	Biological Process
A0A1D8N898	GO:0016514	SWI/SNF complex	Cellular Component
A0A1D8N898	GO:0017025	TBP-class protein binding	Molecular Function
A0A1D8N898	GO:0031011	Ino80 complex	Cellular Component
A0A1D8N898	GO:0033100	NuA3 histone acetyltransferase complex	Cellular Component
A0A1D8N898	GO:0043044	ATP-dependent chromatin remodeling	Biological Process
A0A1D8N898	GO:0060303	regulation of nucleosome density	Biological Process
A0A1D8N4X6	GO:0016021	integral component of membrane	Cellular Component
A0A1H6Q6T4			
A0A1D8N6G2	GO:0000155	phosphorelay sensor kinase activity	Molecular Function
A0A1D8N6G2	GO:0000160	phosphorelay signal transduction system	Biological Process
A0A1D8N6G2	GO:0005622	intracellular	Cellular Component
A0A1D8N6G2	GO:0016021	integral component of membrane	Cellular Component
A0A1D8N6G2	GO:0023014	signal transduction by protein phosphorylation	Biological Process
A0A1D8N6G2	GO:0046983	protein dimerization activity	Molecular Function
A0A1D8NGX7	GO:0005669	transcription factor TFIID complex	Cellular Component
A0A1D8NGX7	GO:0046982	protein heterodimerization activity	Molecular Function
A0A1H6Q9H1			
A0A1D8N4Z2	GO:0005774	vacuolar membrane	Cellular Component
A0A1D8N4Z2	GO:0016021	integral component of membrane	Cellular Component
A0A1D8N4Z2	GO:0055085	transmembrane transport	Biological Process
A0A1H6PPQ8	GO:0001525	angiogenesis	Biological Process
A0A1H6PPQ8	GO:0019408	dolichol biosynthetic process	Biological Process
A0A1H6PPQ8	GO:1904423	dehydrodolichyl diphosphate synthase complex	Cellular Component
A0A1H6PZ07	GO:0005789	endoplasmic reticulum membrane	Cellular Component
A0A1H6PZ07	GO:0015031	protein transport	Biological Process
A0A1H6PZ07	GO:0016788	hydrolase activity, acting on ester bonds	Molecular Function
A0A1D8NB36	GO:0016787	hydrolase activity	Molecular Function
A0A1H6PYR5	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NNZ0	GO:0005747	mitochondrial respiratory chain complex I	Cellular Component
A0A1D8NNZ0	GO:0032981	mitochondrial respiratory chain complex I assembly	Biological Process
A0A1H6PHQ8	GO:0001671	ATPase activator activity	Molecular Function
A0A1H6PHQ8	GO:0006950	response to stress	Biological Process
A0A1H6PHQ8	GO:0009987	cellular process	Biological Process
A0A1H6PHQ8	GO:0032781	positive regulation of ATPase activity	Biological Process
A0A1H6PHQ8	GO:0051087	chaperone binding	Molecular Function
A0A1H6PJP7			
A0A1H6PRF5	GO:0016192	vesicle-mediated transport	Biological Process
A0A1H6PRF5	GO:0030173	integral component of Golgi membrane	Cellular Component
A0A1H6PW03	GO:0000965	mitochondrial RNA 3'-end processing	Biological Process
A0A1H6PW03	GO:0004004	ATP-dependent RNA helicase activity	Molecular Function
A0A1H6PW03	GO:0006401	RNA catabolic process	Biological Process
A0A1H6PW03	GO:0045025	mitochondrial degradosome	Cellular Component
A0A1D8NC96			
A0A1D8N772	GO:0000001	mitochondrion inheritance	Biological Process
A0A1D8N772	GO:0000226	microtubule cytoskeleton organization	Biological Process
A0A1D8N772	GO:0000266	mitochondrial fission	Biological Process
A0A1D8N772	GO:0005543	phospholipid binding	Molecular Function
A0A1D8N772	GO:0005739	mitochondrion	Cellular Component
A0A1D8N772	GO:0005938	cell cortex	Cellular Component
A0A1D8N772	GO:0015631	tubulin binding	Molecular Function
A0A1D8N772	GO:0030989	dynein-driven meiotic oscillatory nuclear movement	Biological Process
A0A1D8N772	GO:0032065	cortical protein anchoring	Biological Process
A0A1D8NIX7			
A0A1D8N5R1			
A0A1D8NDY2	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NPZ9	GO:0003993	acid phosphatase activity	Molecular Function
A0A1D8NPZ9	GO:0009395	phospholipid catabolic process	Biological Process
A0A1D8NPZ9	GO:0016311	dephosphorylation	Biological Process
A0A1H6PKJ6	GO:0000492	box C/D snoRNP assembly	Biological Process
A0A1H6PKJ6	GO:0000812	Swr1 complex	Cellular Component
A0A1H6PKJ6	GO:0005524	ATP binding	Molecular Function
A0A1H6PKJ6	GO:0005724	nuclear telomeric heterochromatin	Cellular Component
A0A1H6PKJ6	GO:0006281	DNA repair	Biological Process
A0A1H6PKJ6	GO:0006357	regulation of transcription by RNA polymerase II	Biological Process
A0A1H6PKJ6	GO:0006364	rRNA processing	Biological Process
A0A1H6PKJ6	GO:0016573	histone acetylation	Biological Process
A0A1H6PKJ6	GO:0031011	Ino80 complex	Cellular Component
A0A1H6PKJ6	GO:0032508	DNA duplex unwinding	Biological Process
A0A1H6PKJ6	GO:0035267	NuA4 histone acetyltransferase complex	Cellular Component
A0A1H6PKJ6	GO:0043140	ATP-dependent 3'-5' DNA helicase activity	Molecular Function
A0A1H6PKJ6	GO:0043141	ATP-dependent 5'-3' DNA helicase activity	Molecular Function
A0A1H6PKJ6	GO:0043486	histone exchange	Biological Process
A0A1H6PKJ6	GO:0097255	R2TP complex	Cellular Component
A0A1H6PRM9			
A0A1H6PS36			
A0A1D8NMU8	GO:0005488	binding	Molecular Function
A0A1D8NMU8	GO:0035690	cellular response to drug	Biological Process
A0A1D8NC47			
A0A1D8NE51	GO:0003779	actin binding	Molecular Function
A0A1D8NE51	GO:0017048	Rho GTPase binding	Molecular Function
A0A1D8NE51	GO:0030036	actin cytoskeleton organization	Biological Process
A0A1D8NQ89			
A0A1D8N3B2			
A0A1H6Q0Z3			
A0A1D8NL41			
A0A1D8NKT8	GO:0004791	thioredoxin-disulfide reductase activity	Molecular Function
A0A1D8NKT8	GO:0005737	cytoplasm	Cellular Component
A0A1D8NKT8	GO:0006662	glycerol ether metabolic process	Biological Process
A0A1D8NKT8	GO:0015035	protein disulfide oxidoreductase activity	Molecular Function
A0A1D8NKT8	GO:0016671	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor	Molecular Function
A0A1D8NKT8	GO:0034599	cellular response to oxidative stress	Biological Process
A0A1D8NKT8	GO:0045454	cell redox homeostasis	Biological Process
A0A1D8NKT8	GO:0047134	protein-disulfide reductase activity	Molecular Function
A0A1D8NKT8	GO:0055114	oxidation-reduction process	Biological Process
A0A1D8NKT8	GO:0098869	cellular oxidant detoxification	Biological Process
A0A1D8NP76	GO:0000839	Hrd1p ubiquitin ligase ERAD-L complex	Cellular Component
A0A1D8NP76	GO:0030176	integral component of endoplasmic reticulum membrane	Cellular Component
A0A1D8NP76	GO:0030433	ubiquitin-dependent ERAD pathway	Biological Process
A0A1D8NP76	GO:0043130	ubiquitin binding	Molecular Function
A0A1D8NP76	GO:0050790	regulation of catalytic activity	Biological Process
A0A1D8NP76	GO:0097027	ubiquitin-protein transferase activator activity	Molecular Function
A0A1D8NKC9			
A0A1D8NCJ6	GO:0000131	incipient cellular bud site	Cellular Component
A0A1D8NCJ6	GO:0004100	chitin synthase activity	Molecular Function
A0A1D8NCJ6	GO:0005628	prospore membrane	Cellular Component
A0A1D8NCJ6	GO:0005935	cellular bud neck	Cellular Component
A0A1D8NCJ6	GO:0006038	cell wall chitin biosynthetic process	Biological Process
A0A1D8NCJ6	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NCJ6	GO:0030428	cell septum	Cellular Component
A0A1D8NCJ6	GO:0030476	ascospore wall assembly	Biological Process
A0A1D8NCJ6	GO:0045009	chitosome	Cellular Component
A0A1D8NCJ6	GO:0071944	cell periphery	Cellular Component
A0A1D8NCJ6	GO:0097271	protein localization to bud neck	Biological Process
A0A1H6PVB0			
A0A1H6Q182	GO:0044424	intracellular part	Cellular Component
A0A1H6Q182	GO:0065009	regulation of molecular function	Biological Process
A0A1H6Q182	GO:2000278	regulation of DNA biosynthetic process	Biological Process
A0A1D8NPP1			
A0A1D8NB64			
A0A1H6PVR5	GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	Molecular Function
A0A1H6PVR5	GO:0001077	proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific	Molecular Function
A0A1H6PVR5	GO:0005634	nucleus	Cellular Component
A0A1H6PVR5	GO:0008270	zinc ion binding	Molecular Function
A0A1H6PVR5	GO:0061414	positive regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source	Biological Process
A0A1H6PMI5			
A0A1D8NME2	GO:0004712	protein serine/threonine/tyrosine kinase activity	Molecular Function
A0A1D8NME2	GO:0005524	ATP binding	Molecular Function
A0A1D8NME2	GO:0006468	protein phosphorylation	Biological Process
A0A1D8NME2	GO:0007093	mitotic cell cycle checkpoint	Biological Process
A0A1D8NME2	GO:0051304	chromosome separation	Biological Process
A0A1H6Q154	GO:0000723	telomere maintenance	Biological Process
A0A1H6Q154	GO:0003682	chromatin binding	Molecular Function
A0A1H6Q154	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	Cellular Component
A0A1H6Q154	GO:0030846	termination of RNA polymerase II transcription, poly(A)-coupled	Biological Process
A0A1H6Q154	GO:0030847	termination of RNA polymerase II transcription, exosome-dependent	Biological Process
A0A1H6Q154	GO:0031124	mRNA 3'-end processing	Biological Process
A0A1H6Q154	GO:0031126	snoRNA 3'-end processing	Biological Process
A0A1H6Q154	GO:0034729	histone H3-K79 methylation	Biological Process
A0A1H6Q154	GO:0042800	histone methyltransferase activity (H3-K4 specific)	Molecular Function
A0A1H6Q154	GO:0048188	Set1C/COMPASS complex	Cellular Component
A0A1H6Q154	GO:0080182	histone H3-K4 trimethylation	Biological Process
A0A1D8NHS2			
A0A1D8NHL7			
A0A1D8NMJ2			
A0A1D8NNR5	GO:0000131	incipient cellular bud site	Cellular Component
A0A1D8NNR5	GO:0005078	MAP-kinase scaffold activity	Molecular Function
A0A1D8NNR5	GO:0005826	actomyosin contractile ring	Cellular Component
A0A1D8NNR5	GO:0005934	cellular bud tip	Cellular Component
A0A1D8NNR5	GO:0005935	cellular bud neck	Cellular Component
A0A1D8NNR5	GO:0007121	bipolar cellular bud site selection	Biological Process
A0A1D8NNR5	GO:0007124	pseudohyphal growth	Biological Process
A0A1D8NNR5	GO:0031382	mating projection assembly	Biological Process
A0A1D8NNR5	GO:0036267	invasive filamentous growth	Biological Process
A0A1D8NNR5	GO:0043332	mating projection tip	Cellular Component
A0A1D8NNR5	GO:0043410	positive regulation of MAPK cascade	Biological Process
A0A1D8NNR5	GO:1902716	cell cortex of growing cell tip	Cellular Component
A0A1D8N5Q6			
A0A1D8N8P1			
A0A1D8NCV9			
A0A1D8NHX4	GO:0003964	RNA-directed DNA polymerase activity	Molecular Function
A0A1D8NHX4	GO:0006278	RNA-dependent DNA biosynthetic process	Biological Process
