"ensembl_gene_id","name_1006"
"YDR353W","removal of superoxide radicals"
"YHR097C","biological_process"
"YPL047W","transcription, DNA-templated"
"YPL047W","regulation of transcription from RNA polymerase II promoter"
"YPL047W","histone deubiquitination"
"YPL047W","positive regulation of catalytic activity"
"YPL047W","positive regulation of transcription, DNA-templated"
"YPL014W","biological_process"
"YGR007W","phosphatidylethanolamine biosynthetic process"
"YGR007W","phospholipid biosynthetic process"
"YGR007W","biosynthetic process"
"YML116W","borate transport"
"YML116W","drug transmembrane transport"
"YML116W","transmembrane transport"
"YML116W","transport"
"YML116W","borate transmembrane transport"
"YOL137W","biological_process"
"YOL137W","transmembrane transport"
"YOL137W","transport"
"YGL155W","cellular calcium ion homeostasis"
"YGL155W","protein geranylgeranylation"
"YGL155W","small GTPase mediated signal transduction"
"YGL155W","establishment of cell polarity"
"YGL155W","metabolic process"
"YER061C","lipid biosynthetic process"
"YER061C","fatty acid biosynthetic process"
"YER061C","metabolic process"
"YER061C","biosynthetic process"
"YKL214C","poly(A)+ mRNA export from nucleus"
"YKL214C","mRNA transport"
"YKL214C","transport"
"YPL119C","translational initiation"
"YPL119C","translation"
"YDL125C","nucleotide metabolic process"
"YHR186C","cellular response to starvation"
"YHR186C","regulation of cell growth"
"YHR186C","TOR signaling"
"YKL011C","mitochondrial genome maintenance"
"YKL011C","DNA catabolic process, endonucleolytic"
"YLL019C","protein autophosphorylation"
"YLL019C","protein phosphorylation"
"YLL019C","phosphorylation"
"YLL019C","negative regulation of transcription from RNA polymerase III promoter"
"YLL019C","peptidyl-tyrosine phosphorylation"
"YNL257C","positive regulation of transcription from RNA polymerase II promoter"
"YJR092W","axial cellular bud site selection"
"YJR092W","cellular bud site selection"
"YJR092W","cell division"
"YJR092W","cell cycle"
"YJR092W","protein localization to bud neck"
"YBL059W","biological_process"
"YBR291C","mitochondrial citrate transport"
"YBR291C","transmembrane transport"
"YBR291C","transport"
"YBR291C","tricarboxylic acid transmembrane transport"
"YPL189C-A","mitochondrial respiratory chain complex IV assembly"
"YDR262W","biological_process"
"YFL012W","biological_process"
"YLR078C","vesicle fusion with Golgi apparatus"
"YLR078C","vesicle fusion"
"YLR078C","vesicle-mediated transport"
"YLR078C","protein transport"
"YLR078C","ER to Golgi vesicle-mediated transport"
"YLR078C","transport"
"YDR072C","sphingolipid biosynthetic process"
"YDR072C","mannosyl diphosphorylinositol ceramide metabolic process"
"YDR179C","adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion"
"YGR220C","translation"
"YGR220C","cytoplasmic translation"
"YGR220C","mitochondrial translation"
"YIL053W","dephosphorylation"
"YIL053W","metabolic process"
"YIL053W","response to osmotic stress"
"YIL053W","glycerol biosynthetic process"
"YMR161W","ubiquitin-dependent ERAD pathway"
"YMR161W","positive regulation of ATPase activity"
"YER011W","response to stress"
"YDR258C","obsolete ATP catabolic process"
"YDR258C","mitochondrial genome maintenance"
"YDR258C","cellular response to heat"
"YDR258C","protein refolding"
"YDR258C","protein stabilization"
"YDR258C","protein unfolding"
"YGL162W","regulation of transcription, DNA-templated"
"YGL162W","positive regulation of sterol import by positive regulation of transcription from RNA polymerase II promoter"
"YGL162W","positive regulation of induction of conjugation with cellular fusion by negative regulation of transcription from RNA polymerase II promoter by pheromones"
"YGL162W","negative regulation of filamentous growth of a population of unicellular organisms in response to starvation by negative regulation of transcription from RNA polymerase II promoter"
"YNL243W","fungal-type cell wall organization"
"YNL243W","endocytosis"
"YNL243W","exocytosis"
"YNL243W","actin filament organization"
"YNL243W","bipolar cellular bud site selection"
"YBR234C","actin nucleation"
"YBR234C","actin filament organization"
"YBR234C","regulation of actin filament polymerization"
"YBR234C","mitochondrion inheritance"
"YBR234C","Arp2/3 complex-mediated actin nucleation"
"YNL047C","eisosome assembly"
"YNL047C","regulation of cell growth"
"YNL047C","TOR signaling"
"YNL047C","establishment or maintenance of actin cytoskeleton polarity"
"YNL047C","actin cytoskeleton organization"
"YNL047C","actin filament bundle assembly"
"YNL047C","endosomal transport"
"YNL047C","TORC2 signaling"
"YKL038W","regulation of transcription, DNA-templated"
"YKL038W","negative regulation of transcription from RNA polymerase II promoter"
"YKL038W","glucose transport"
"YKL038W","glucose metabolic process"
"YKL038W","positive regulation of transcription from RNA polymerase II promoter"
"YKL038W","regulation of glucose import"
"YFL053W","glycerol catabolic process"
"YFL053W","glycerol metabolic process"
"YFL053W","phosphorylation"
"YFL053W","response to stress"
"YFL053W","cellular response to toxic substance"
"YFL053W","anaerobic glycerol catabolic process"
"YKR060W","ribosomal small subunit biogenesis"
"YKR060W","rRNA processing"
"YKR060W","ribosome biogenesis"
"YKR060W","translation"
"YPR200C","response to arsenic-containing substance"
"YPR200C","oxidation-reduction process"
"YLR411W","copper ion transmembrane transport"
"YLR411W","copper ion import"
"YLR411W","copper ion transport"
"YLR411W","ion transport"
"YLR411W","transport"
"YLR318W","telomere maintenance via telomerase"
"YLR318W","RNA-dependent DNA biosynthetic process"
"YLR318W","replicative cell aging"
"YHR150W","peroxisome organization"
"YGL219C","phospholipid transport"
"YGL219C","mitochondrion organization"
"YGL219C","mitochondrion-endoplasmic reticulum membrane tethering"
"YGL219C","mitochondrial genome maintenance"
"YFL009W","protein ubiquitination involved in ubiquitin-dependent protein catabolic process"
"YFL009W","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process"
"YFL009W","G2/M transition of mitotic cell cycle"
"YFL009W","G1/S transition of mitotic cell cycle"
"YFL009W","sporulation resulting in formation of a cellular spore"
"YFL009W","meiotic nuclear division"
"YFL009W","cell division"
"YFL009W","cell cycle"
"YFL009W","mitotic nuclear division"
"YFL009W","protein ubiquitination"
"YBR045C","regulation of phosphoprotein phosphatase activity"
"YBR045C","ascospore wall assembly"
"YMR039C","regulation of transcription, DNA-templated"
"YMR039C","regulation of transcription from RNA polymerase II promoter"
"YMR039C","positive regulation of transcription elongation from RNA polymerase II promoter"
"YMR039C","positive regulation of transcription from RNA polymerase II promoter"
"YMR039C","double-strand break repair via nonhomologous end joining"
"YMR039C","termination of RNA polymerase II transcription"
"YMR039C","regulation of transcription from RNA polymerase II promoter in response to stress"
"YMR039C","hyperosmotic response"
"YMR039C","RNA polymerase III transcriptional preinitiation complex assembly"
"YMR039C","positive regulation of transcription from RNA polymerase III promoter"
"YKL195W","protein transport"
"YKL195W","protein import into mitochondrial intermembrane space"
"YKL195W","transport"
"YKL195W","protein folding"
"YPR127W","biological_process"
"YPR127W","oxidation-reduction process"
"YPR127W","vitamin B6 catabolic process"
"YPL188W","cellular response to oxidative stress"
"YPL188W","metabolic process"
"YPL188W","NADP biosynthetic process"
"YPL188W","NAD metabolic process"
"YGL147C","cytoplasmic translation"
"YGL147C","translation"
"YDR217C","DNA repair"
"YDR217C","regulation of cell cycle"
"YDR217C","positive regulation of transcription from RNA polymerase II promoter"
"YDR217C","nucleotide-excision repair"
"YDR217C","positive regulation of catalytic activity"
"YDR217C","intra-S DNA damage checkpoint"
"YDR217C","DNA damage checkpoint"
"YDR217C","mitotic G1 DNA damage checkpoint"
"YDR217C","negative regulation of DNA replication"
"YDR217C","G1 DNA damage checkpoint"
"YML015C","regulation of transcription, DNA-templated"
"YML015C","RNA polymerase II transcriptional preinitiation complex assembly"
"YML015C","transcription from RNA polymerase II promoter"
"YML015C","transcription initiation from RNA polymerase II promoter"
"YJR126C","protein targeting to vacuole"
"YJR126C","protein transport"
"YJR126C","proteolysis"
"YJR126C","transport"
"YPR026W","trehalose catabolic process"
"YPR026W","carbohydrate metabolic process"
"YPR026W","metabolic process"
"YPR026W","response to stress"
"YPR026W","cellular response to ethanol"
"YPR026W","cellular response to freezing"
"YPR026W","cellular response to desiccation"
"YHR073W","positive regulation of phosphatase activity"
"YHR073W","sterol transport"
"YHR073W","maintenance of cell polarity"
"YHR073W","pseudohyphal growth"
"YHR073W","karyogamy involved in conjugation with cellular fusion"
"YHR073W","invasive growth in response to glucose limitation"
"YHR073W","lipid transport"
"YHR073W","endocytosis"
"YHR073W","exocytosis"
"YHR073W","transport"
"YHR073W","ER to Golgi ceramide transport"
"YMR274C","proteolysis"
"YMR274C","response to pheromone"
"YMR274C","peptide pheromone maturation"
"YMR274C","protein processing"
"YMR274C","CAAX-box protein processing"
"YMR008C","metabolic process"
"YMR008C","phospholipid catabolic process"
"YMR008C","glycerophospholipid metabolic process"
"YMR008C","phosphatidylcholine acyl-chain remodeling"
"YDL227C","protein splicing"
"YDL227C","mating type switching"
"YDL227C","intein-mediated protein splicing"
"YDL227C","gene conversion at mating-type locus, DNA double-strand break formation"
"YOR197W","apoptotic process"
"YOR197W","protein quality control for misfolded or incompletely synthesized proteins"
"YOR197W","proteolysis"
"YDR034C-C","transposition, RNA-mediated"
"YNL081C","mitochondrial translation"
"YNL081C","translation"
"YNL081C","regulation of sporulation resulting in formation of a cellular spore"
"YKL096W-A","regulation of pH"
"YKL096W-A","fungal-type cell wall organization"
"YDR532C","biological_process"
"YDR049W","mitochondria-associated ubiquitin-dependent protein catabolic process"
"YDR049W","ubiquitin-dependent ERAD pathway"
"YDR049W","nuclear protein quality control by the ubiquitin-proteasome system"
"YKL170W","mitochondrial translation"
"YKL170W","translation"
"YJL043W","biological_process"
"YGL047W","carbohydrate metabolic process"
"YGL047W","lipid glycosylation"
"YGL047W","dolichol-linked oligosaccharide biosynthetic process"
"YLR006C","phosphorelay signal transduction system"
"YLR006C","positive regulation of actin cytoskeleton reorganization"
"YLR006C","osmosensory signaling via phosphorelay pathway"
"YLR006C","positive regulation of protein autophosphorylation"
"YLR006C","activation of MAPKKK activity involved in osmosensory signaling pathway"
"YHR079C","fungal-type cell wall organization"
"YHR079C","regulation of transcription, DNA-templated"
"YHR079C","transcription, DNA-templated"
"YHR079C","mRNA processing"
"YHR079C","endoplasmic reticulum unfolded protein response"
"YHR079C","protein phosphorylation"
"YHR079C","RNA phosphodiester bond hydrolysis, endonucleolytic"
"YHR079C","protein homooligomerization"
"YHR079C","inositol metabolic process"
"YHR079C","protein trans-autophosphorylation"
"YPR171W","actin cortical patch localization"
"YPR171W","endocytosis"
"YML063W","cytoplasmic translation"
"YML063W","translation"
"YML063W","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YLR178C","regulation of proteolysis"
"YLR178C","regulation of Ras protein signal transduction"
"YHL029C","biological_process"
"YJL090C","positive regulation of protein phosphorylation"
"YJL090C","mitotic G2 DNA damage checkpoint"
"YJL090C","mating type switching"
"YJL090C","mismatch repair"
"YJL090C","leading strand elongation"
"YJL090C","recombinational repair"
"YJL090C","nucleotide-excision repair"
"YJL090C","lagging strand elongation"
"YJL090C","double-strand break repair via break-induced replication"
"YJL090C","DNA replication checkpoint"
"YJL090C","DNA replication initiation"
"YJL090C","cell cycle"
"YJL090C","DNA replication"
"YJL090C","positive regulation of protein kinase activity"
"YBR008C","drug transport"
"YBR008C","drug transmembrane transport"
"YBR008C","transmembrane transport"
"YBR008C","transport"
"YBR008C","fluconazole transport"
"YDR372C","retrograde vesicle-mediated transport, Golgi to ER"
"YDR372C","endoplasmic reticulum unfolded protein response"
"YDR372C","protein transport"
"YDR372C","transport"
"YDR372C","protein localization to Golgi apparatus"
"YDR372C","regulation of phosphatidylinositol dephosphorylation"
"YDR372C","Golgi vesicle transport"
