genes	Goterm
KMXK_0G03650	biological_process
KMXK_0H00220	biological_process
KMXK_0H02850	biological_process
KMXK_0H03360	biological_process
KMXK_0B00540	biosynthetic process
KMXK_0B04440	biosynthetic process
KMXK_0D03650	biosynthetic process
KMXK_0F01450	biosynthetic process
KMXK_0H01940	biosynthetic process
KMXK_0A05070	biotin biosynthetic process
KMXK_0B08460	biotin biosynthetic process
KMXK_0D01190	biotin biosynthetic process
KMXK_0E06300	biotin biosynthetic process
KMXK_0E06310	biotin biosynthetic process
KMXK_0E06320	biotin biosynthetic process
KMXK_0G02970	biotin biosynthetic process
KMXK_0E02820	biotin transport
KMXK_0C01120	bipolar cellular bud site selection
KMXK_0C01300	bipolar cellular bud site selection
KMXK_0C03820	bipolar cellular bud site selection
KMXK_0E02090	bipolar cellular bud site selection
KMXK_0E02240	bipolar cellular bud site selection
KMXK_0E02910	bipolar cellular bud site selection
KMXK_0E03730	bipolar cellular bud site selection
KMXK_0E05570	bipolar cellular bud site selection
KMXK_0F03740	bipolar cellular bud site selection
KMXK_0A07580	borate transport
KMXK_0A06580	box C/D snoRNA 3'-end processing
KMXK_0G02040	box C/D snoRNA 3'-end processing
KMXK_0F02920	box C/D snoRNA processing
KMXK_0C04930	box C/D snoRNP assembly
KMXK_0E03480	box C/D snoRNP assembly
KMXK_0E05650	box C/D snoRNP assembly
KMXK_0H02160	box C/D snoRNP assembly
KMXK_0B04900	box H/ACA snoRNA 3'-end processing
KMXK_0F02920	box H/ACA snoRNA processing
KMXK_0F03200	box H/ACA snoRNP assembly
KMXK_0G01550	box H/ACA snoRNP assembly
KMXK_0A03270	branched-chain amino acid catabolic process
KMXK_0F05000	branched-chain amino acid catabolic process
KMXK_0B06090	branched-chain amino acid catabolic process to alcohol via Ehrlich pathway
KMXK_0A02370	budding cell apical bud growth
KMXK_0A07490	budding cell apical bud growth
KMXK_0B04330	budding cell apical bud growth
KMXK_0B07770	budding cell apical bud growth
KMXK_0D05620	budding cell apical bud growth
KMXK_0E01220	budding cell apical bud growth
KMXK_0E01350	budding cell apical bud growth
KMXK_0F00310	budding cell apical bud growth
KMXK_0F03140	budding cell apical bud growth
KMXK_0F04250	budding cell apical bud growth
KMXK_0G03900	budding cell apical bud growth
KMXK_0H00550	budding cell apical bud growth
KMXK_0A07790	budding cell bud growth
KMXK_0D03370	budding cell bud growth
KMXK_0D04040	budding cell bud growth
KMXK_0E00800	budding cell bud growth
KMXK_0F00650	budding cell bud growth
KMXK_0F02860	budding cell bud growth
KMXK_0H02680	budding cell bud growth
KMXK_0E01350	budding cell isotropic bud growth
KMXK_0F04250	budding cell isotropic bud growth
KMXK_0H00490	budding cell isotropic bud growth
KMXK_0E00220	butanediol biosynthetic process
KMXK_0A06070	C-terminal protein lipidation
KMXK_0B06620	C-terminal protein lipidation
KMXK_0D04550	C-terminal protein lipidation
KMXK_0F01090	C-terminal protein lipidation
KMXK_0C06510	C-terminal protein methylation
KMXK_0D06280	C-terminal protein methylation
KMXK_0F01330	CAAX-box protein processing
KMXK_0A01620	cadmium ion transport
KMXK_0C05830	cadmium ion transport
KMXK_0A02030	calcium ion homeostasis
KMXK_0B06230	calcium ion homeostasis
KMXK_0E01880	calcium ion homeostasis
KMXK_0D03400	calcium ion import
KMXK_0F05100	calcium ion import
KMXK_0A03820	calcium ion transmembrane transport
KMXK_0C06100	calcium ion transmembrane transport
KMXK_0F00760	calcium ion transmembrane transport
KMXK_0A01280	calcium ion transport
KMXK_0A03270	calcium ion transport
KMXK_0E01720	calcium ion transport
KMXK_0G02200	calcium ion transport
KMXK_0G04190	calcium ion transport
KMXK_0H03920	calcium ion transport
KMXK_0A05210	calcium-mediated signaling
KMXK_0C04230	calcium-mediated signaling
KMXK_0D02210	calcium-mediated signaling
KMXK_0D02780	calcium-mediated signaling
KMXK_0D04140	calcium-mediated signaling
KMXK_0F02780	calcium-mediated signaling
KMXK_0C02270	cAMP biosynthetic process
KMXK_0F01660	cAMP catabolic process
KMXK_0A02830	cAMP-mediated signaling
KMXK_0C02570	cAMP-mediated signaling
KMXK_0F01660	cAMP-mediated signaling
KMXK_0F04220	cAMP-mediated signaling
KMXK_0F04420	cAMP-mediated signaling
KMXK_0F02890	carbamoyl phosphate biosynthetic process
KMXK_0F05420	carbamoyl phosphate biosynthetic process
KMXK_0D04040	carbohydrate catabolic process
KMXK_0F02860	carbohydrate catabolic process
KMXK_0G00470	carbohydrate derivative biosynthetic process
KMXK_0A05420	carbohydrate metabolic process
KMXK_0A06100	carbohydrate metabolic process
KMXK_0A07210	carbohydrate metabolic process
KMXK_0B00600	carbohydrate metabolic process
KMXK_0B00720	carbohydrate metabolic process
KMXK_0B02870	carbohydrate metabolic process
KMXK_0B05630	carbohydrate metabolic process
KMXK_0B06260	carbohydrate metabolic process
KMXK_0C00110	carbohydrate metabolic process
KMXK_0C03110	carbohydrate metabolic process
KMXK_0C06080	carbohydrate metabolic process
KMXK_0C07350	carbohydrate metabolic process
KMXK_0C07360	carbohydrate metabolic process
KMXK_0D01280	carbohydrate metabolic process
KMXK_0D01570	carbohydrate metabolic process
KMXK_0D03100	carbohydrate metabolic process
KMXK_0D04210	carbohydrate metabolic process
KMXK_0E02010	carbohydrate metabolic process
KMXK_0E03340	carbohydrate metabolic process
KMXK_0F00450	carbohydrate metabolic process
KMXK_0F01900	carbohydrate metabolic process
KMXK_0F05610	carbohydrate metabolic process
KMXK_0G00470	carbohydrate metabolic process
KMXK_0G00610	carbohydrate metabolic process
KMXK_0G00830	carbohydrate metabolic process
KMXK_0G01960	carbohydrate metabolic process
KMXK_0G02050	carbohydrate metabolic process
KMXK_0G02060	carbohydrate metabolic process
KMXK_0G02080	carbohydrate metabolic process
KMXK_0H03180	carbohydrate metabolic process
KMXK_0A05230	carbohydrate phosphorylation
KMXK_0A06980	carbohydrate phosphorylation
KMXK_0A08010	carbohydrate phosphorylation
KMXK_0B03480	carbohydrate phosphorylation
KMXK_0E01980	carbohydrate phosphorylation
KMXK_0E02610	carbohydrate phosphorylation
KMXK_0F01020	carbohydrate phosphorylation
KMXK_0F01580	carbohydrate phosphorylation
KMXK_0G01620	carbohydrate phosphorylation
KMXK_0H01570	carbohydrate phosphorylation
KMXK_0H03030	carbohydrate phosphorylation
KMXK_0F05020	carbohydrate transmembrane transport
KMXK_0A02920	carbohydrate transport
KMXK_0A02930	carbohydrate transport
KMXK_0A02940	carbohydrate transport
KMXK_0A02950	carbohydrate transport
KMXK_0A02960	carbohydrate transport
KMXK_0B00480	carbohydrate transport
KMXK_0B08450	carbohydrate transport
KMXK_0C00120	carbohydrate transport
KMXK_0C06070	carbohydrate transport
KMXK_0C06860	carbohydrate transport
KMXK_0C07340	carbohydrate transport
KMXK_0D04850	carbohydrate transport
KMXK_0E00380	carbohydrate transport
KMXK_0E03430	carbohydrate transport
KMXK_0A04850	carbon catabolite activation of transcription from RNA polymerase II promoter
KMXK_0B00470	carbon catabolite activation of transcription from RNA polymerase II promoter
KMXK_0C05850	carbon catabolite activation of transcription from RNA polymerase II promoter
KMXK_0F02310	carbon catabolite activation of transcription from RNA polymerase II promoter
KMXK_0H02210	carbon catabolite activation of transcription from RNA polymerase II promoter
KMXK_0C07280	carbon catabolite regulation of transcription from RNA polymerase II promoter
KMXK_0D03390	carbon catabolite regulation of transcription from RNA polymerase II promoter
KMXK_0E06260	carbon catabolite repression of transcription
KMXK_0A00800	carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
KMXK_0B00720	carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
KMXK_0D01390	carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
KMXK_0D05610	carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
KMXK_0H00820	carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
KMXK_0H03040	carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
KMXK_0H04460	carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
KMXK_0A06100	carbon utilization
KMXK_0A07880	carbon utilization
KMXK_0B05250	carbon utilization
KMXK_0G01510	carbon utilization
KMXK_0C04230	carboxylic acid metabolic process
KMXK_0C00950	cardiolipin acyl-chain remodeling
KMXK_0H02840	cardiolipin acyl-chain remodeling
KMXK_0A03960	cardiolipin biosynthetic process
KMXK_0A07450	cardiolipin biosynthetic process
KMXK_0F04850	cardiolipin biosynthetic process
KMXK_0E03110	cardiolipin metabolic process
KMXK_0E05580	cardiolipin metabolic process
KMXK_0D02870	cargo loading into COPII-coated vesicle
KMXK_0G01640	cargo loading into COPII-coated vesicle
KMXK_0A03040	carnitine biosynthetic process
KMXK_0E04190	carnitine biosynthetic process
KMXK_0A06690	carnitine metabolic process
KMXK_0C06530	carnitine metabolic process
KMXK_0F01240	carnitine metabolic process
KMXK_0B02120	catabolic process
KMXK_0B07250	catabolic process
KMXK_0E06280	catabolic process
KMXK_0A01300	cation transport
KMXK_0A02780	cation transport
KMXK_0B04140	cation transport
KMXK_0B06570	cation transport
KMXK_0B06970	cation transport
KMXK_0C02390	cation transport
KMXK_0C02930	cation transport
KMXK_0D04430	cation transport
KMXK_0E01260	cation transport
KMXK_0E02950	cation transport
KMXK_0G00810	cation transport
KMXK_0G02410	cation transport
KMXK_0H01920	cation transport
KMXK_0H02290	cation transport
KMXK_0F03120	CDP-choline pathway
KMXK_0F04860	CDP-choline pathway
KMXK_0F03000	CDP-diacylglycerol biosynthetic process
KMXK_0B07840	cell adhesion
KMXK_0C05820	cell adhesion
KMXK_0D06510	cell adhesion
KMXK_0A01970	cell adhesion involved in single-species biofilm formation
KMXK_0A02830	cell adhesion involved in single-species biofilm formation
KMXK_0A02600	cell aging
KMXK_0A03330	cell budding
KMXK_0A04370	cell budding
KMXK_0A07530	cell budding
KMXK_0B04570	cell budding
KMXK_0C01430	cell budding
KMXK_0E04060	cell budding
KMXK_0G03000	cell budding
KMXK_0C05840	cell communication
KMXK_0A01590	cell cycle
KMXK_0A01600	cell cycle
KMXK_0A03680	cell cycle
KMXK_0A03930	cell cycle
KMXK_0A04120	cell cycle
KMXK_0A05000	cell cycle
KMXK_0A07600	cell cycle
KMXK_0B01590	cell cycle
KMXK_0B02180	cell cycle
KMXK_0B04910	cell cycle
KMXK_0B07690	cell cycle
KMXK_0B07850	cell cycle
KMXK_0C02610	cell cycle
KMXK_0C03750	cell cycle
KMXK_0C04200	cell cycle
KMXK_0C05320	cell cycle
KMXK_0C06380	cell cycle
KMXK_0D01120	cell cycle
KMXK_0D05230	cell cycle
KMXK_0E02460	cell cycle
KMXK_0E02510	cell cycle
KMXK_0E03460	cell cycle
KMXK_0E04290	cell cycle
KMXK_0E06130	cell cycle
KMXK_0F01190	cell cycle
KMXK_0F01780	cell cycle
KMXK_0F02770	cell cycle
KMXK_0F05690	cell cycle
KMXK_0G02480	cell cycle
KMXK_0G03890	cell cycle
KMXK_0G04220	cell cycle
KMXK_0H00790	cell cycle
KMXK_0H02830	cell cycle
KMXK_0H03450	cell cycle
KMXK_0H04090	cell cycle
KMXK_0B00520	cell cycle arrest
KMXK_0E04460	cell cycle DNA replication
KMXK_0B01250	cell cycle process
KMXK_0D01650	cell cycle process
KMXK_0E02630	cell differentiation
KMXK_0A01590	cell division
KMXK_0A01600	cell division
KMXK_0A02010	cell division
KMXK_0A06610	cell division
KMXK_0A06680	cell division
KMXK_0A06940	cell division
KMXK_0A07600	cell division
KMXK_0B06990	cell division
KMXK_0B07170	cell division
KMXK_0B07220	cell division
KMXK_0C02990	cell division
KMXK_0C04200	cell division
KMXK_0D00350	cell division
KMXK_0D01930	cell division
KMXK_0D02390	cell division
KMXK_0E02510	cell division
KMXK_0E02900	cell division
KMXK_0E03260	cell division
KMXK_0E03460	cell division
KMXK_0E04570	cell division
KMXK_0E04630	cell division
KMXK_0E05530	cell division
KMXK_0F00480	cell division
KMXK_0F00700	cell division
KMXK_0F05690	cell division
KMXK_0G02480	cell division
KMXK_0G02700	cell division
KMXK_0G03890	cell division
KMXK_0G04220	cell division
KMXK_0H02120	cell division
KMXK_0H02410	cell division
KMXK_0H03450	cell division
KMXK_0H04090	cell division
KMXK_0C05680	cell growth
KMXK_0E01350	"cell growth mode switching, budding to filamentous"
KMXK_0F00420	"cell growth mode switching, budding to filamentous"
KMXK_0F00420	cell migration
KMXK_0A01970	cell morphogenesis
KMXK_0A02670	cell morphogenesis
KMXK_0B04540	cell morphogenesis
KMXK_0B08300	cell morphogenesis
KMXK_0B08310	cell morphogenesis
KMXK_0D01090	cell morphogenesis
KMXK_0D03370	cell morphogenesis
KMXK_0F00310	cell morphogenesis
KMXK_0F00420	cell morphogenesis
KMXK_0F01420	cell morphogenesis
KMXK_0F03140	cell morphogenesis
KMXK_0C06090	cell morphogenesis involved in conjugation
KMXK_0A00830	cell morphogenesis involved in conjugation with cellular fusion
KMXK_0E02390	cell morphogenesis involved in conjugation with cellular fusion
KMXK_0H01950	cell morphogenesis involved in conjugation with cellular fusion
KMXK_0F02790	cell projection assembly
KMXK_0A00540	cell redox homeostasis
KMXK_0A01580	cell redox homeostasis
KMXK_0A02250	cell redox homeostasis
KMXK_0A07780	cell redox homeostasis
KMXK_0A07940	cell redox homeostasis
KMXK_0A08030	cell redox homeostasis
KMXK_0B02590	cell redox homeostasis
KMXK_0C02840	cell redox homeostasis
KMXK_0C03600	cell redox homeostasis
KMXK_0C03620	cell redox homeostasis
KMXK_0C04060	cell redox homeostasis
KMXK_0C05740	cell redox homeostasis
KMXK_0D02010	cell redox homeostasis
KMXK_0D06030	cell redox homeostasis
KMXK_0E02830	cell redox homeostasis
KMXK_0E04010	cell redox homeostasis
KMXK_0E04100	cell redox homeostasis
KMXK_0F01480	cell redox homeostasis
KMXK_0F04350	cell redox homeostasis
KMXK_0F04980	cell redox homeostasis
KMXK_0G01720	cell redox homeostasis
KMXK_0G02140	cell redox homeostasis
KMXK_0G03640	cell redox homeostasis
KMXK_0H00270	cell redox homeostasis
KMXK_0H00870	cell redox homeostasis
KMXK_0A06130	cell separation after cytokinesis
KMXK_0B07770	cell separation after cytokinesis
KMXK_0E01350	cell separation after cytokinesis
KMXK_0F00240	cell separation after cytokinesis
KMXK_0H00550	cell separation after cytokinesis
KMXK_0B06340	cell surface receptor signaling pathway
KMXK_0A04840	cell wall biogenesis
KMXK_0F01150	cell wall biogenesis
KMXK_0B04760	cell wall chitin catabolic process
KMXK_0C02810	cell wall chitin metabolic process
KMXK_0B05690	cell wall integrity MAPK cascade
KMXK_0C00860	cell wall integrity MAPK cascade
KMXK_0H02470	cell wall integrity MAPK cascade
KMXK_0B01970	cell wall macromolecule catabolic process
KMXK_0E05210	cell wall macromolecule catabolic process
KMXK_0A04940	cell wall mannoprotein biosynthetic process
KMXK_0A05120	cell wall mannoprotein biosynthetic process
KMXK_0B04870	cell wall mannoprotein biosynthetic process
KMXK_0C00330	cell wall mannoprotein biosynthetic process
KMXK_0C02210	cell wall mannoprotein biosynthetic process
KMXK_0C03430	cell wall mannoprotein biosynthetic process
KMXK_0C05070	cell wall mannoprotein biosynthetic process
KMXK_0E03890	cell wall mannoprotein biosynthetic process
KMXK_0H00790	cell wall mannoprotein biosynthetic process
KMXK_0D03100	cell wall organization
KMXK_0A01970	cell-abiotic substrate adhesion
KMXK_0A02830	cell-abiotic substrate adhesion
KMXK_0F00120	cell-abiotic substrate adhesion
KMXK_0B04410	cell-cell adhesion
KMXK_0C03430	cell-cell adhesion
KMXK_0E04130	cell-cell adhesion
KMXK_0H02550	cell-cell adhesion
KMXK_0F00420	cell-cell adhesion involved in flocculation
KMXK_0C03430	cell-matrix adhesion
KMXK_0A04850	cellular alcohol catabolic process
KMXK_0B06880	cellular aldehyde metabolic process
KMXK_0C01130	cellular aldehyde metabolic process
KMXK_0D01720	cellular aldehyde metabolic process
KMXK_0F00810	cellular amide metabolic process
KMXK_0C04100	cellular amino acid biosynthetic process
KMXK_0C04890	cellular amino acid biosynthetic process
KMXK_0D01830	cellular amino acid catabolic process
KMXK_0B06500	cellular amino acid metabolic process
KMXK_0F02370	cellular amino acid metabolic process
KMXK_0C05260	cellular aromatic compound metabolic process
